2Cor.6.2	For he sayth: I haue heard the in a tyme accepted: and in the daye of saluacyon, haue I suckered the. Beholde, now is that accepted tyme: beholde, now is that daye of saluacyon.
2Cor.6.3	Lett vs geue no occasyon of euyll, that in oure offyce be founde no faute:
2Cor.6.4	but in all thynges let vs behaue oure selues as the minysters of God. In moch pacience, in affliccyons, in necessitees in anguysshes,
2Cor.6.5	in strypes, in presonmentes: in stryfes: in laboures, in watchynges, in fastynges,
2Cor.6.6	in purenes, in knowledge, in longe suffring, in kyndenes, in the holy ghost, in loue vnfayned,
2Cor.6.7	in the worde of trueth, in the power of God, by the armoure of ryghtewesnes of the ryght hande Ꟶ on the lyfte
2Cor.6.8	be honoure and dishonoure: be euyll reporte Ꟶ good reporte: as desceauers, and yet true,
2Cor.6.9	as vnknowen, and yet knowen: as dyinge, and beholde, we lyue: as chastened, and not kylled:
2Cor.6.10	as sorowing, Ꟶ yet alwaye merye: as poore, and yet make many ryche: as hauinge nothyng, Ꟶ yet possessyng all thynges.
2Cor.6.11	O ye Corynthyans, oure mouth is open vnto you. Oure hert is made large:
2Cor.6.12	ye are in no strayte in vs, but are in a strayte in youre awne bowelles:
2Cor.6.13	I promyse vnto you lyke reward, as vnto chyldren.
2Cor.6.14	Set your selues at large, and beare not ye the yoke wt the vnbeleuers. For what fellyship hath ryghtewesnes with vnryghtewesnes? Or what company hath lyght wt darknes?
2Cor.6.15	Or what concorde hath Christ with Beliall? Ether what parte hath he that beleueth, with an infidell?
2Cor.6.16	Or how agreeth the temple of God with Images for ye are the temple of the lyuinge God, as sayde God? I wyll dwell amonge them, Ꟶ walcke amonge them, and wylbe their God: Ꟶ they shalbe my people.
2Cor.6.17	Wherfore come out from amonge them, and separate youre selues from them (sayth the Lorde) and touche none vncleane thynge: so wyll I receaue you,
2Cor.6.18	and wylbe a father vnto you, and ye shalbe my sonnes Ꟶ daughters, sayth the Lorde allmyghty.
2Cor.7.1	Seynge that we haue soche promyses (dearely beloued) lett vs clense oure selues from all filthynes of the flesshe and sprete, and growe vp to full holynes wyth the feare of God.
2Cor.7.2	Understand vs we haue hurte no man: we haue corrupte no man: we haue defrauded no man.
2Cor.7.3	I speake not this to condemne you: for I haue shewed you before, that ye are in oure hertes to dye Ꟶ lyue with you:
2Cor.7.4	I am very bolde ouer you, I reioyce greatly in you. I am fylled with comforte, and am exceadynge ioyouse in all oure tribulacyon.
2Cor.7.5	For when we were come into Macedonia oure flesshe had no rest, but we were troubled on euery syde. Outwarde was fyghtyng, inward was feare.
2Cor.7.6	Neuerthelesse God that conforteth the abiecte, conforted vs by the commynge of Titus.
2Cor.7.7	And not by his commynge onely: but also by the consolacyon which we receaued of you: when he tolde vs youre desyre, youre feruent mynde for me: so that I reioyced the more.
2Cor.7.8	For though I made you sory with a letter, I repent not: though I dyd repent. For I perceaue, that the same epistle made you sorye, though it were but for a ceason.
2Cor.7.9	But I nowe reioyce, not that ye were sory, but that ye so sorowed that ye repented. For ye sorowed godly: so that in nothynge ye were hurte by vs.
2Cor.7.10	For godly sorowe causeth repentaunce vnto saluacyon, not to be repented of, contrary wyse, worldely sorowe causeth deeth.
2Cor.7.11	For beholde, what diligence this godly sorowe that ye toke, hath wrought in you: yee it caused you to cleare yourselues. It caused indignacyon, it caused feare, it caused desire. it caused punisshment. For in all thynges ye haue shewed your selues, that ye were cleare in that matter.
2Cor.7.12	Wherfore, though I wrote vnto you, I dyd it not for his cause that had done the hurt, nether for his cause that was hurte: but that youre good mynde for vs might appeare amonge you in the syght of God.
2Cor.7.13	Therfore, we are comforted, because ye are comforted; yee, and exceadingly the more ioyed we, for the ioye that Titus had: because hys sprete was refresshed of you all.
2Cor.7.14	I am therfore not nowe ashamed, though I boasted my selfe to hym of you. For as all thynges which we spake vnto you are true, euen so, oure boastynge that I made vnto Titus is founde true.
2Cor.7.15	And his inwarde affeccion is founde aboundant towarde you, whan he remembreth the obedience of you all howe wt feare Ꟶ tremblinge ye receaued hym.
2Cor.7.16	I reioyce that I maye be bolde ouer you in all thinges.
2Cor.8.1	I certifye you brethren, of the grace of God which was geuen in the congregacyons of Macedonia,
2Cor.8.2	howe that the aboundaunce of theyr reioysynge is, that they are tryed with moche tribulacyon. And though they were exceadynge poore, yet haue they geuen exceading rychely, and that in singlenesse.
2Cor.8.3	For to theyr powers, I beare them recorde, yee, Ꟶ beyonde theyr power, they were wyllynge of theyr awne accorde,
2Cor.8.4	and prayed vs with great instaunce, that we wolde receaue their benefyte, and suffre them to be partetakers with other in minystrynge to the saynctes.
2Cor.8.5	And thys they dyd, not as we loked for: but gaue their awne selues fyrst to the Lord, and after vnto vs by the wyll of God:
2Cor.8.6	so that we coulde not but desyre Titus, to accomplysshe the same beniuolence amonge you also, euen as he had begonne.
2Cor.8.7	Nowe therfore, as ye are riche in all parties, in fayth, in worde, in knowledge, in all feruentnes, and in loue, which ye haue to vs: euen so, se that ye be plenteous in thys beniuolence also.
2Cor.8.8	This saye I, not commaundynge: but because of feruentnes, I do alowe the vnfaynednesse of youre loue towarde other men.
2Cor.8.9	For ye knowe the liberalytie of oure Lord Iesus Christ, that though he was ryche, yet for youre sakes he became poore that ye, thorowe hys pouertye, myght be made ryche.
2Cor.8.10	And I geue councell hereto. For thys is expedient for you, which beganne, not to do onely, but also to wyll a yeare ago.
2Cor.8.11	Nowe therfore, performe the thynge which ye beganne to do: that as there was in you a redynes to will, euen so, ye maye performe the dede of that which ye haue.
2Cor.8.12	For yf there be fyrst a wyllynge mynde, it is accepted accordynge to that a man hath, and not accordynge to that he hath not.
2Cor.8.13	It is not my mynde that other be sett at ease, and ye brought into combraunce:
2Cor.8.14	but that ther be egalnes nowe at this tyme: and that your aboundance maye sucker their lacke: and that theyr aboundance maye supply youre lacke:
2Cor.8.15	that there maye be equalyte, agreynge to that which is wrytten: He that had moche, had not the more aboundance: Ꟶ he that had a litle, had neuer the lesse.
2Cor.8.16	Thankes be vnto God, which put the same good mynde for you in the herte of Titus,
2Cor.8.17	which accepted the requeste: yee, rather he was so well wyllinge, that of his awne accorde, he came vnto you.
2Cor.8.18	We haue sente with hym the brother, whose laude is in the gospell thorowout all the congregacyons:
2Cor.8.19	and not that onelye, but is also chosen of the congregacions to be a felowe with vs in oure iorney, concerning this beniuolence that is ministred by vs vnto the prayse of the same Lorde, and to stere vp youre prompte mynde.
2Cor.8.20	For thys we exchewe, that eny man shuld rebuke vs in this plenteous distrybucyon, that is ministred by vs
2Cor.8.21	and make prouisyon for honest thinges: not onely in the syght of the Lorde: but also in the syght of men.
2Cor.8.22	We haue sent wt them a brother of oures, whom we haue ofte tymes proued dilygent in many thynges: but nowe moch more diligent.
2Cor.8.23	The greate confidence which I haue in you, hath caused me thys to do: partelye for Titus sake which is my felowe and helper as concernyng you: partely because of other which are our brethren, and the messengers of the congregacyons, Ꟶ the glory of Christ.
2Cor.8.24	Wherfore, shewe ye vnto them the proffe of youre loue, and of oure boastynge of you in the syght of the congregacyons.
2Cor.9.1	Of the ministrynge to the saynctes, it is but superfluous for me to wryte vnto you:
2Cor.9.2	for I knowe the redynes of your mynde, wherof I boast my selfe vnto them of Macedonia, that Achaia was prepared a yeare ago: and your ensample hath prouoked many.
2Cor.9.3	Neuerthelesse, yet haue I sent these brethren, lest our boasting which I make of you shulde be in vayne, in thys behalfe, that ye (as I haue sayde) maye prepare your selues:
2Cor.9.4	lest parauenture yf they of Macedonia come with me, and finde you vnprepared, we (I wyll not saye ye) shulde be ashamed in thys matter of boastynge.
2Cor.9.5	Wherfore, I thought it necessarye to exhorte the brethren, to come before hande vnto you, and to prepare youre good blessynge promysed afore, that it myght be ready, so that it be a blessynge, and not a defraudynge.
2Cor.9.6	This yet I saye: he which soweth lytell, shal reape lytell: Ꟶ he that soweth (in geuyng) largelye and frelye, shall reape plenteouslye:
2Cor.9.7	And let euery man do, accordinge as he hath purposed in hys herte, not groudgyngly, or of necessyte. For God loueth a chearfull geuer.
2Cor.9.8	God is able to make you riche in all grace that ye in all thynges hauynge sufficyent vnto the vtmost, maye be riche vnto all maner of good workes,
2Cor.9.9	as it is wrytten: He hath sparsed abroade, and hath geuen to the poore, hys ryghtewesnesse remayneth for euer.
2Cor.9.10	He that minystreth seed vnto the sower, minystre breed also for fode: and multyplye youre seede, and increase the frutes of youre ryghtewesnesse,
2Cor.9.11	that on all partes, ye maye be made ryche into all synglenes, which causeth thorowe vs, that thankes are geuen vnto God.
2Cor.9.12	For the offyce of thys minystracion, not onely supplyeth the nede of the saynctes: but also is aboundaunt herin, that for thys laudable minystringe, thankes might be geuen to God of many,
2Cor.9.13	which prayse God for the obedience of youre consentynge to the Gospell of Christ, and for youre synglenesse in distrybutyng to them, and to all men,
2Cor.9.14	and in theyr prayers for you, which longe after you, for the aboundaunt grace of God in you.
2Cor.9.15	Thankes be vnto God, for hys vnspeakeable gyfte.
2Cor.10.1	I Paul my selfe beseche you by the mekenesse Ꟶ softenesse of Christ, which whan I am present amonge you, am of no reputacyon: but am bolde towarde you beynge absent.
2Cor.10.2	I beseche you, that I nede not to be bolde whan I am presente, with that same boldnesse, wherewith I am supposed to haue bene bolde, agaynst some, which repute vs as though we walked carnally.
2Cor.10.3	For though we walke in the flesshe, yet we do not warre flesshly.
2Cor.10.4	For the weapens of oure warrefare are not carnall thynges, but thynges myghty in God, to cast downe stronge holdes,
2Cor.10.5	wherewith we ouerthrowe councels and euery hye thynge that exalteth it selfe agaynst the knowledge of God, and brynge into captiuyte all ymaginacion to the obedience of Christ,
2Cor.10.6	Ꟶ are ready to take vengeaunce on all disobedience, when your obedience is fulfylled.
2Cor.10.7	Loke ye on thinges after the vtter appearaunce? If any man trust in hym selfe, that he is Christes, lett hym consyder thys agayne of him selfe, that as he is Christes, euen so, are we Christes.
2Cor.10.8	For though I boaste my selfe somwhat more of oure auctorite (which the Lorde hath geuen vs to edifye, and not to destroye you) it shall not be to my shame:
2Cor.10.9	lest I shulde seme as though I wente aboute to make you afrayede with letters.
2Cor.10.10	For the epistles (sayth he) are sore, and stronge: but hys bodelye presence is weake, and hys speache rude.
2Cor.10.11	Lett hym that is soche thynke on thys wyse: that as we are in wordes by letters, when we are absent, soche are we in dedes, when we are present.
2Cor.10.12	For we cannot fynde in our hertes to make oure selnes of the nomber of them, or to compare oure selues to them, which prayse them selues. Neuerthelesse, whyle they measure them selues wt them selues, and compare them selues with them selues, they vnderstande nought.
2Cor.10.13	But we will not reioyce aboue measure: but accordynge to the measure of the rule, which God hath distributed vnto vs, a measure to reache euen vnto you.
2Cor.10.14	For we stretch not out our selues beyonde measure, as though we reached nott vnto you. For euen to you also haue we come wt the gospell of Christ,
2Cor.10.15	and we boast not our selues out of measure of other mennes labours: Yee, and we hope it wyll come to passe, that when your faith is increased amonge you, we shalbe magnifyed accordynge to oure measure, more largely,
2Cor.10.16	and that I shall preache the Gospell in those regions which are beyonde you: Ꟶ not to boast of those thynges, which by another mans measure are prepared allready.
2Cor.10.17	But let him that reioyseth, reioyse in the Lorde.
2Cor.10.18	For he that prayseth hym selfe, is not alowed but he whom the Lorde prayseth.
2Cor.11.1	Wold to God, ye could haue suffred me a lytell in my folyshnes: yee, ye do also forbeare me.
2Cor.11.2	For I am gelous ouer you wt godly gelousye: For I haue coupled you to one man, that ye shulde make your selues a chaste virgin vnto Christ.
2Cor.11.3	But I feare lest it come to passe that as the serpent begyled Eue thorowe hys subteltye, euen so your wittes shulde be corrupte from the synglenes that ye had toward Christ.
2Cor.11.4	For yf he that commeth preache another Iesus then hym whom we preached: or yf ye receaue another sprete then that which ye haue receaued, ether another Gospell then that ye haue receaued, ye might right well haue bene content.
2Cor.11.5	For I suppose that I was not behynde the chefe Apostles.
2Cor.11.6	But though I be rude in speakinge, yet I am not so in knowledge. Howbeit amonge you, we haue bene well knowen to the vtmost what we are in all thinges.
2Cor.11.7	Dyd I therin synne, because I submytted my selfe, that ye might be exalted: Ꟶ because I preached to you the Gospell of God fre?
2Cor.11.8	I robbed other congregacyons, Ꟶ toke wages of them, to do you seruyce.
2Cor.11.9	And when I was present wt you, Ꟶ had nede I was chargeable to no man: for that which was lackynge vnto me, the brethren which came from Macedonia, supplied, and in all thinges I kept my selfe so that I shuld not be chargeable to any man, and so wyll I kepe my selfe.
2Cor.11.10	If the trueth of Christ be in me, thys reioysyng shall not be taken from me in the regions of Achaia.
2Cor.11.11	Wherfore? Because I loue you not? God knoweth.
2Cor.11.12	Neuertheles, what I do, that wyll I do, to cut awaye occasyon from them which desyre occasion: that they might be founde lyke vnto vs, in that wherin they reioyce.
2Cor.11.13	For soch fals apostles are disceatfull workers, and fassy on them selues lyke vnto the apostles of Christ.
2Cor.11.14	And no maruayle: for Satan him selfe is chaunged into the fassyon of an angell of light.
2Cor.11.15	Therfore it is no great thynge though hys mynisters fassyon them selues, as though they were the ministers of ryghtewesnes: whose ende shalbe accordyng to theyr dedes.
2Cor.11.16	I saye agayne, lest eny man thynke that I am folysshe: or els euen nowe take ye me as a foole, that I also maye boast my selfe a lytell.
2Cor.11.17	That I speake, I speake not after the Lorde: but as it were folyshly, in thys matter of boastinge.
2Cor.11.18	Seynge that many reioyce after the flesshe, I wyll reioyce also.
2Cor.11.19	For ye suffre foles gladly, seynge ye youre selues are wyse.
2Cor.11.20	For ye suffre yf a man bryng you into bondage, yf a man deuoure, yf a man take yf a man exalte him selfe, yf a man smyte you on the face.
2Cor.11.21	I speake as concerning rebuke, as though we had bene weake, Howbeit, wherinsoeuer eny man dare be bolde (I speake folyshly) I dare be bolde also.
2Cor.11.22	They are Ebrues, euen so am I. They are Israelites, euen so am I. They are the seede of Abraham, euen so am I.
2Cor.11.23	They are the mynisters of Chryst (I speake as a foole) I am more. In labours more aboundante: In strypes aboue measure: In preson more plenteouslye: In deeth ofte.
2Cor.11.24	Of the Iewes fyue tymes receaued I euery tyme .xl. strypes saue one.
2Cor.11.25	Thryse was I beaten wt roddes, I was once stoned, I suffered thryse shypwracke. Nyght and daye haue I bene in the deepe see.
2Cor.11.26	In iorneying often: in parels of waters: in parels of robbers: in ieopardyes of myne awne nacyon: in ieopardyes among the hethen: in parels in the citie: in parels in wildernes: in parels in the see: in parels amonge false brethren:
2Cor.11.27	in laboure Ꟶ trauayle: in watchinges often: in honger and thyrst: in fastynges often: in colde and nakednes:
2Cor.11.28	besyde the thinges which outwardly happen vnto me. I am combred daylye, and do care for all congregacyons.
2Cor.11.29	Who is weake, and I am not weake? who is offended, Ꟶ I burne not?
2Cor.11.30	If I must nedes boast, I wyll boaste of the thynges that concerne myne infirmyties.
2Cor.11.31	The God Ꟶ father of oure Lorde Iesus Christ, which is blessed for euermore knoweth that I lye not.
2Cor.11.32	In the cytie of Damascon the gouerner of the people vnder king Aretas, layd watch in the cytie of the Damascens, and wold haue caught me,
2Cor.11.33	and at a windowe was I let doune in a basket thorowe the wall, and so scaped I hIs handes.
2Cor.12.1	Doutles, it is not expedient for me to boast, I wyll come to visyons and reuelacions of the Lord,
2Cor.12.2	I knowe a man in Christ aboue fourtene yeares ago (whyther he were in the body, I cannot tell, or whyther he were out of the body, I cannot tell, God knoweth) howe that he was taken vp into the thyrde heauen.
2Cor.12.3	And I knowe the same man (whither in the body or out of the body, I cannot tell, God knoweth)
2Cor.12.4	howe that he was taken vp into Paradyse, and hearde secret wordes, which no man can vtter.
2Cor.12.5	Of thys man wyll I boast, but of my selfe wyll I not boast, except it be of myne infirmityes
2Cor.12.6	For though I wolde boast, I shall not be a foole: for I wolde saye the trueth. Neuerthelesse, I spare you: lest any man shulde thinke of me, aboue that which he seeth me to be, or that he heareth of me.
2Cor.12.7	And lest I shulde be exalted out of measure thorowe the excellencye of the reuelacions: there was gyuen vnto me vnquyetnes thorowe the flesshe, euen the messenger of Satan to buffet me, because I shulde not be exalted out of measure.
2Cor.12.8	For this thynge besought I the Lorde thryse, that it might departe from me.
2Cor.12.9	And he sayde vnto me: my grace is sufficient for the. For my strength is made parfect thorow weaknes. Uery gladly therfore wyll I reioyce of my weaknes, that the strength of Christ maye dwell in me.
2Cor.12.10	Therfore, haue I delectacion in infirmityes, in rebukes, in necessities, in persecucyons, in anguysshes for Chrystes sake. For when I am weake, then am I stronge.
