Dan.2.10	Upon this, the Caldees gaue answere before the kynge, and sayde: there is no man vpon earth, that can tell the thinge, which the kynge speaketh of: yee, there is nether kynge, prince ner Lorde, that euer asked soche thynges at a sothsayer, charmer or Caldeer:
Dan.2.11	for it is a very harde matter, that the kynge requyreth. Nether is there any, that can certifye the kynge therof, excepte the goddes: whose dwellynge is not amonge the creatures.
Dan.2.12	For the which cause the kynge was wroth with greate indignacion, and commaunded to destroye all the wyse men at Babylon:
Dan.2.13	Ꟶ the proclamacyon wente forth, and the wyse men were slayne. They sought also to slaye Daniel with his companyons.
Dan.2.14	Then Daniel enquered of Arioch the kinges stewarde, of the iudgement and sentence, that was gone forth alredy to kyll soch as were wyse at Babylon.
Dan.2.15	He answered and sayde vnto Arioch beynge then the kynges debyte. Why hath the kynge proclamed so cruell a sentence? So Arioch tolde Daniel the matter.
Dan.2.16	Upon this, wente Daniel vp, and desyred the kynge, that he myght haue leysoure, to shewe the kynge the interpretacyon,
Dan.2.17	Ꟶ then came he home agayne Ꟶ shewed the thynge vnto. Ananias, Misael Ꟶ Asarias his companions:
Dan.2.18	that they shulde beseche the God of heauen for grace in thys secret, that Daniel Ꟶ hys felowes with other soche as were wyse in Babylon, perished not.
Dan.2.19	Then was the mystery shewed vnto Daniel in a visyon by nyght. And Daniel praysed the God of heauen.
Dan.2.20	Daniel also cried loude, Ꟶ sayde: O that the name of God myght be praysed for euer and euer, for wysdome and strength are hys awne:
Dan.2.21	he chaungeth the tymes and ages he putteth downe kynges, he setteth vp kynges: he geueth wysdome vnto the wyse, Ꟶ vnderstandinge to those that vnderstande,
Dan.2.22	he openeth the depe secretes: he knoweth the thinge that lyeth in darcknesse for the lyght dwelleth with hym.
Dan.2.23	I thancke the, Ꟶ prayse the (O thou God of my fathers) that thou hast lent me wysdome Ꟶ strength, Ꟶ hast shewed me the thynge, that we desyred of the, for thou hast opened the kynges matter vnto me.
Dan.2.24	Upon this went Daniel in vnto Arioch, whom the kynge had ordened to destroye the wyse at Babylon he went vnto him, Ꟶ sayde: destroye not soche as are wyse in Babylon, but brynge me in vnto the kyng, and I shall shewe the kynge the interpretacyon.
Dan.2.25	Then Arioch brought Daniel into the kynge in all the haste, and sayde vnto hym: I haue founde a man amonge the presoners of Iuda, that shall shewe the kynge the interpretacyon.
Dan.2.26	Then answered the kynge, Ꟶ sayde vnto Daniel, whose name was Balthazar. Art thou he that canst shewe me the dreame, whiche I haue sene, Ꟶ the interpretacyon therof?
Dan.2.27	Daniel answered the kynge to his face, Ꟶ sayde: As for thys secrete, for the which the kynge maketh inquisicyon: it is nether the wyse, the sorcerer, the charmer ner the deuell coniurer, that can certifye the kynge of it.
Dan.2.28	Only God in heauen can open secretes, and he it is, that sheweth the kynge Nabuchodonosor, what is for to come in the latter dayes. Thy dreame, Ꟶ that which thou hast sene in thyne head vpon thy bed, is this:
Dan.2.29	O kynge thou dydest cast in thy mynde, what shulde come herafter. So he that is the opener of mysteries, telleth the, what is for to come.
Dan.2.30	As for me, this secrete is not shewed me, for eny wysdome that I haue, more then eny other lyuinge: but onely that I myght shewe the kynge the interpretacyon, and that he myght knowe the thoughtes of his awne herte.
Dan.2.31	Thou kynge sawest, and beholde: there stode before the a greate Image, whose fygure was maruelous greate, and hys visage grymme.
Dan.2.32	The Image heade was of fyne golde, hys brest Ꟶ armes of siluer, his body and loynes were of copper,
Dan.2.33	his legges were of yron, hys fete were parte of yron, and parte of earth.
Dan.2.34	This thou sawest tyll, the tyme that, without eny handes, there was hewen of, a stone which smote the Image vpon the fete, that were both of yron and earth, and brake them to poulder:
Dan.2.35	then was the yron, the earth, the copper, the syluer and golde broken altogether in peces: and became lyke the chaffe of corne, that the wynde bloweth awaye from the somer floores, that they can no more be founde. But the stone that smote the ymage, became a greate mountayne, which fulfylleth the whole earth:
Dan.2.36	This is the dreame. And nowe wyll we shewe before the kyng, what it meaneth.
Dan.2.37	O kynge, thou art a kynge of kynges: For the God of heauen hath geuen the a kyngdome, ryches, strength and maiesty:
Dan.2.38	Ꟶ hath delyuered the all thynges, that are amonge the children of men: the beastes of the felde, Ꟶ the foules vnder the heauen, and geuen the dominion ouer them all. Thou art that golden head.
Dan.2.39	After that there shall aryse another kingdome, which shall be lesse then thyne. The thyrde kyngdome shalbe lyke copper, Ꟶ haue dominacyon in all landes.
Dan.2.40	The fourth kyngdome shall be as stronge as yron. For lyke as yron broseth and breaketh all thynges: Yee, euen as yron beateth euery thynge downe, so shall it beate downe and destroye.
Dan.2.41	Where as thou sawest the fete and toes, parte of earth and parte of yron: that is a deuyded kyngdome, whyche neuertheles shall haue some of the yron grounde mixte with it for so moche as thou hast sene the yron mixte with the claye.
Dan.2.42	The toes of the fete that were parte of yron and parte of claye, sygnifyeth: that it shalbe a kyngdome partely stronge and partely weake.
Dan.2.43	And where as thou sawest yron myxte wyth claye: they shall myngle them selues wyth the sede of symple people, Ꟶ yet not contynue one wyth another, lyke as yron wyll not be souldered wyth a potsherde.
Dan.2.44	In the dayes of these kynges, shall the God of heauen set vp an euerlasting kyngdome whych shall not perish, Ꟶ his kyngdome shal not be geuen ouer to another people: yee, the same shall breake Ꟶ destroye all these kyngdomes, but it shall endure for euer.
Dan.2.45	And where as thou sawest, that wythout eny handes there was cut out of the mounte a stone, which brake the yron, the copper, the earth, the syluer and golde in peces: by that hath the greate God shewed the kyng, what wyll come after this. This is a true dreame, and the interpretacyon of it is sure.
Dan.2.46	Then the kynge Nabuchodonosor fell downe vpon his face, Ꟶ bowed him selfe vnto Daniel, and commaunded that they shuld offre meatofferinges and swete odoures vnto hym.
Dan.2.47	The kynge answered Daniel, and sayde: yee, of a trueth youre God is a God aboue all goddes, a Lorde aboue all kynges, and an opener of secretes: seynge thou canst discouer this mysterie.
Dan.2.48	So the kynge made Daniel a greate man, and gaue hym many Ꟶ greate gyftes. He made him ruler of all the countrees of Babylon, and Lord of all the nobles, that were at Babylon.
Dan.2.49	Nowe Daniel intreated the kynge for Sidrach, Misach and Abednago, so that he made them rulers ouer all the officers in the lande of Babylon: But Daniel hym selfe remayned styll in the courte by the kynge.
Dan.3.1	Nabuchodonosor the kynge caused a golden Image to be made, whych was .lx. cubytes hye, and syxe cubytes thycke. This he made to be set vp in the felde of Dura in the land of Babylo
Dan.3.2	Ꟶ sent oute to gather together the dukes, Lordes and nobles, the iudges and officers, the debytes and shreues: with all the rulers of the lande: that they myght come to the dedicacyon of the Image which Nabuchodonosor the kynge had set vp.
Dan.3.3	So the dukes, Lordes and nobles, the iudges and offycers, debytes and shreues with all the rulers of the lande gathered them together, and came vnto the dedycatynge of the Image, that Nabuchodonosor the kynge had set vp. Nowe when they stode before the Image, which Nabuchodonosor set vp,
Dan.3.4	the bedel cried out with all his might: O ye people, kynreddes and tunges, to you be it sayde:
Dan.3.5	that when ye heare the noyse of the trompettes, which shalbe blowen, with the harpes, shawmes, Psalteries, Symphonies and all maner of Musick: ye fall downe and worshippe the golden Image, that Nabuchodonosor the kynge hath set vp.
Dan.3.6	Whoso then falleth not downe Ꟶ boweth him selfe, shall euen the same houre be cast into an hote burnynge ouen.
Dan.3.7	Therfore, when all the folcke herde the noyse of the trompettes that were blowen, with the harpes, shawmes, Psalteries, Symphonies and all kynde of Melody, then all the people, kynreddes and nacyons fell downe, and bowed them selues vnto the golden Image, that Nabuchodonosor the kynge had set vp.
Dan.3.8	Now were there certayne men of the Caldees, that wente euen then and accused the Iewes,
Dan.3.9	and sayde vnto the kynge Nabuchodonosor: O kyng, God saue thy lyfe for euer,
Dan.3.10	Thou beynge kynge hast geuen a commaundement, that all men when they heare the noyse of the trompettes, harpes, shawmes, psalteries, symphonies and all the other melodies: shall fall downe and bowe them selues towarde the golden Image:
Dan.3.11	whoso then fell not downe Ꟶ worshypped not that, he shulde be cast into an hote burnynge ouen.
Dan.3.12	Nowe are there certayne Iewes, whom thou hast set ouer the offyces of the lande of Babylon: namely, Sydrach: Mysach and Abednago. These men (O kyng) regarde not thy commaundment, yee, they wyll not serue thy goddes, ner bowe them selues to the golden Image, that thou hast set vp.
Dan.3.13	Then Nabuchodonosor in a cruell wrath and displeasure, commaunded, that Sidrach Misach and Abednago shulde be brought vnto hym. So these men were brought before the kynge.
Dan.3.14	Then Nabuchodonosor spake vnto them, Ꟶ sayde: what? O Sidrach Misach and Abednago, wyll not ye serue my goddes? nor bowe youre selues to the golden Image, that I haue set vp.
Dan.3.15	Well, be redy herafter, when ye heare the noyse of the trompettes blowe with the harpes, shawmes, psalteries, symphonyes and all the other melodyes: that ye fall downe, and worshyppe the Image which I haue made. But yf ye worshyppe it not, ye shall be cast immediatly into an hote burnyng ouen. Let se, what God is there, that maye delyuer you oute of my handes?
Dan.3.16	Sydrach, Misach and Abednago answered the kynge, Ꟶ sayde: O Nabuchodonosor, we ought not to consente vnto the in this matter, for why?
Dan.3.17	oure God whom we serue, is able to kepe vs from the hote burnyng ouen (O kynge) and can ryght well delyuer vs out of thy handes.
Dan.3.18	And though he wyll not, yet shalt thou knowe (O kyng) that we will not serue thy goddes, ner do reuerence to the Image, which thou hast set vp.
Dan.3.19	Then was Nabuchodonosor full of indignacyon, so that the countenaunce of his face chaunged vpon Sidrach, Misach, and Abednago. Therfore he charged and commaunded, that the ouen shuld be made seuen tymes hotter, then it was wonte to be:
Dan.3.20	Ꟶ spake vnto the strongest worthies that were in his hoste, for to bynde Sidrach, Misach and Abednago, and to cast them into the hote burnynge ouen.
Dan.3.21	So these men were bounde in their cotes hosen, shues wyth their other garmentes, Ꟶ cast into the hote burnynge ouen:
Dan.3.22	for the kynges commaundement was so strayte, and the ouen was excedynge hote. As for the men that put in Sidrach, Misach Ꟶ Abednago, the flamme of the fyre destroyed them.
Dan.3.23	And these thre men Sidrach, Misach Ꟶ Abednago fell downe in the hote burnynge ouen, beynge faste bounde.
Dan.3.24	Then Nabuchodonosor the kyng marueled and stode vp in all hast: he spake vnto hys councell and sayde: dyd not ye cast these thre men bounde into the fyre? They answered, and sayde vnto the king: Yee, O kynge.
Dan.3.25	He answered, and sayde: lo, for all that, yet do I se foure men going lowse in the myddest of the fyer, and nothynge corrupte: and the fourth is lyke the sonne of God to loke vpon.
Dan.3.26	Upon thys went Nabuchodonosor vnto the mouth of the hote burning ouen: he spake also, and sayde: O Sidrach, Misach and Abednago, ye seruauntes of the hye God, go forth, Ꟶ come hyther. And so Sidrach, Misach Ꟶ Abednago went out of the fier.
Dan.3.27	Then the dukes, lordes Ꟶ nobles, Ꟶ the kinges councell came together to se these men, vpon whom the fyer had no maner of power in theyr bodies. In somoch that the very here of their heed was not burnt, Ꟶ theyr clothes vnchaunged: yee, there was no smell of fier felt vpon them.
Dan.3.28	Then spake Nabuchodonosor, and sayde, Blessed be the God of Sidrach, Misach and Abednago: which hath sent his angell, and defended his seruauntes, that put theyr trust in him: that haue altered the kinges commaundement: and ieoperde their bodies ther vpon: rather then they wolde serue or worshippe eny other God, excepte their awne God onely.
Dan.3.29	Therfore I wyll and commaunde, that all people, kynredes and tunges, which speake any blasphemy agaynst the God of Sydrach, Misach, and Abednago, shall dye, and their houses shalbe prysed: Because, there is no God that maye saue, as thys.
Dan.3.30	So the kynge promoted Sidrach, Misach, Ꟶ Abdenego, in the lande of Babylon.
Dan.4.1	Nabuchodonosor kynge vnto all people, kynreddes and tunges that dwell vpon the whole earth: peace be multiplied among you.
Dan.4.2	I thought it good to shewe the tokens and maruelous worckes, that the hye God hath wrought vpon me.
Dan.4.3	O, howe great are his tokens, and howe myghtie are his wonders? His kyngdome is an euerlasting kyngdome, and his power lasteth for euer and euer.
Dan.4.4	I Nabuchodonosor beyng at rest in myne house and florishynge in my palace,
Dan.4.5	sawe a dreame, which made me afrayed: Ꟶ the thoughtes that I had vpon my bedd, with the visyons of myne head, troubled me.
Dan.4.6	Then sent I out a commission, that all they which were of wysdome at Babilon shulde be brought before me, to tell me the interpretacyon of the dreame.
Dan.4.7	So there came the sothsayers, charmers, Caldees and coniurers of deuels: to whom I tolde the dreame, but what it betokened, they coulde not shewe me:
Dan.4.8	tyll at the last, there came one Daniel (other wyse called Balthazar, according to the name of my God) which hath the sprete of the holy goddes in him, to whom I tolde the dreame, saying:
Dan.4.9	O Balthazar, thou prince of Sothesayers: For so moche as I knowe, that thou hast the sprete of the holy Goddes and no secrete is hyd from the. tell me therfore, what the vysyon of my dreame (that I haue sene) maye sygnifie.
Dan.4.10	I sawe a visyon in my heade vpon my bed: and beholde, there stode a tre vpon the grounde,
Dan.4.11	which was very hye, greate and myghtye: the heyght reached vnto the heauen, and the bredth extended to all the endes of the earth:
Dan.4.12	hys leaues were fayre, he had very moche frute, so that euery man had ynough to eate therin. The beastes of the felde had shadowes vnder it, and the foules of the ayre dwelt in the bowes therof. Shortly, all creatures fed of it.
Dan.4.13	I sawe in my head a visyon vpon my bed; Ꟶ behold, a watcher Ꟶ the holy one came downe from heauen,
Dan.4.14	Ꟶ cryed myghtely, saying. Hewe downe the tree, breake of his braunches, shake of his leaues, and scatre his frute abrode: that all the beastes maye get them awaye from vnder him, and the foules from his braunches.
Dan.4.15	Neuertheles, leaue the grounde of hys rote styll in the earth, Ꟶ bynde him vpon the playne felde, with cheynes of yron and stele. With the dewe of heauen shall he be wet, Ꟶ he shall haue hys parte in the herbes of the grounde with other wylde beastes.
Dan.4.16	That mans herte of his shall be taken from hym, and a beastes herte shall be geuen hym, tyll seuen yeares be come and gone vpon him.
Dan.4.17	This erande of the watcher, is a commaundment grounded and sought out in the councell of him, that is most holy: to learne men for to vnderstande, that the hyest hath power ouer the kyngdomes of men, Ꟶ geueth them, to whom it lyketh him, and bringeth the very out castes of men ouer them.
Dan.4.18	Thys is the dreame, that I kyng Nabuchodonosor haue sene. Therfore O Balthazar, tell thou me what it signifyeth: for so moch as all the wyse men of my kyngdome are not able to shewe me, what it meaneth. But thou canst do it, for the sprete of the holy Goddes is in the.
Dan.4.19	Then Daniel (whose name was Balthazar) helde hys peace by the space of an houre and hys thoughtes troubled hym. So the kynge spake Ꟶ sayde: O Balthazar, lett nether the dreame ner the interpretacyon therof feare the. Balthazar answered, saing: O my Lorde, this dreame happen to thyne enemies, and the interpretacyon to thyne aduersaries.
Dan.4.20	As for the tree that thou sawest which was so great Ꟶ myghtye, whose heygth reached vnto the heauen, and hys bredth into all the world:
Dan.4.21	whose leaues were fayre, and the frute moch: vnder the which the beastes of the felde had theyr habitacyon and vpon whose braunches the foules of the ayre dyd syt.
Dan.4.22	Euen thou (O kynge) art the tre, greate and stronge. Thy greatnes increaceth, Ꟶ reacheth vnto the heauen, so doth thy power to the endes of the earth.
Dan.4.23	But where as the kynge sawe a watcher euen an holy angell, that came downe from heauen, and sayde: hewe downe the tree, and destroye it: yet leaue the ground of the rote in the earth: and bynde hym vpon the playne felde with cheynes of yron Ꟶ stele: He shall be wet with the dewe of heauen, and hys parte shall be with the beastes of the felde, tyll seuen yeares be come and gone vpon hym:
Dan.4.24	Thys (O kynge) is the interpretacyon, yee, it is the very deuyce of hym, that is hyest of all and it toucheth my Lorde the kynge.
Dan.4.25	Thou shalt be cast out from men, and thy dwellinge shalbe with the beastes of the felde: with grasse shalt thou be fed lyke an oxe. Thou must be wet with the dewe of the heauen: yee, seuen yeares shall come, Ꟶ go vpon the, tyll thou knowe, that the hyest hath power vpon the kyngdomes of men, Ꟶ geueth them to whom he lyst.
Dan.4.26	Moreouer, where as it was sayde, that the rote of the tree shulde be left styll in the grounde: it betokeneth, that thy kyngdome shal remayne whole vnto the, after thou hast lerned to knowe, that the power commeth from heauen.
Dan.4.27	Wherfore, O kynge, be content with my councell, that thou mayest redeme thy synnes with almoyse and thyne offences with mercy to poore people: for thys shall be an helynge of thyne erroure.
Dan.4.28	All these thynges touche the, kynge Nabuchodonosor.
Dan.4.29	So after .xii. monethes, the kyng walked vp and downe in the palace of the kingdome of Babylon,
Dan.4.30	and sayde. Thys is the greate cyte of Babylon, which I my selfe (with my power and strength) haue made a kynges courte, for the honour of my magestye.
Dan.4.31	While these wordes were yet in the kynges mouth there fell a voyce from heauen, sayinge: O kynge Nabuchodonosor, to the be it spoken: Thy kyngdome shall departe from the,
Dan.4.32	thou shalt be cast out of mens company: thy dwellynge shalbe with the beastes of the felde, so that thou shalt eate grasse lyke as an oxe, tyll seuen yeares become and gone ouer the. euen vntyll thou knowest, that the hyest hath power vpon the kyngdomes of men, Ꟶ that he may geue them, vnto whom it pleaseth him.
Dan.4.33	The very same houre was thys matter fulfylled vpon Nabuchodonosor: so that he was cast out of mens company, and dyd eate grasse lyke an oxe. Hys body was wet with the dewe of heauen, tyll hys heares were as great as Aegles fethers, and hys nayles lyke byrdes clawes.
Dan.4.34	When thys tyme was past, I Nabuchodonosor lyfte vp myne eyes vnto heauen, and myne vnderstandinge was restored vnto me agayne. Then gaue I thanckes vnto the hyghest. I magnifyed and praysed him that lyueth for euermore, whose power endureth alwaye, and hys kyngdome from one generacyon to another:
Dan.4.35	in comparyson of whom all they that dwell vpon the earth, are to be reputed as nothynge. He handleth according to his will, among the powers of heauen Ꟶ amonge the inhabitours of the earth: and there is none that maye resyste his hande, or saye: what doest thou?
Dan.4.36	At the same tyme was myne vnderstandinge geuen me agayne, and I was restored to the honoure of my kingdome, to my dignite, and to myne awne shape agayne. My great estates and Princes sought vnto me, and I was set in my kyngdome agayne, so that I had yet greater worshyppe.
Dan.4.37	Then dyd I Nabuchodonosor, loue, magnifye and prayse the kynge of heauen: for all his worckes are true, and hys wayes ryght. As for those that go on proudly, he is able to brynge them downe.
Dan.5.1	Kynge Balthazar made a great bancket to his thousand Lordes: with all these thousande he made great chere,
Dan.5.2	and when he was droncken with wyne commaunded to bring hym the golden and syluer vessels which hys father Nabuchodonosor had taken oute of the temple at Ierusalem: that the kynge Ꟶ his Lordes with his quene and concubynes myght drincke therout.
Dan.5.3	So they brought the golden vessell, that was taken oute of the temple of the Lordes house at Ierusalem. Then the kynge and his Lordes with his quene and concubines droncke out of them.
Dan.5.4	They droncke wyne, and praysed theyr Idoles of golde, syluer, copper yron, wodde and stone.
Dan.5.5	In the very same houre there appeared fyngers, as it had bene of a mans hande writynge, ryght ouer agaynst the candelstycke vpon the playne wall in the kynges palace: Ꟶ the kynge sawe the palme of the hande that wrote.
Dan.5.6	Then chaunged the kynge his countenaunce, and his thoughtes troubled hym, so that the ioyntes of his body shoke, and hys knees smote one agaynst the other.
Dan.5.7	Wherfore the kinge cried myghtely, that they shulde brynge hym the charmers. Caldees and coniurers of deuels. The kynge spake also to the wyse men of Babylon, and sayde: Who so can rede this writing, Ꟶ shewe me the playne meaning therof: shalbe clothed with purple, haue a cheyne of golde aboute his necke, and rule the thyrde part of my kyngdome.
Dan.5.8	Upon this, came all the kinges wyse men: but they coulde nether reade the writynge, ner shewe the kinge what it signifyed.
Dan.5.9	Then was the kynge sore afrayed, in so moch, that hys coloure chaunged, and his Lordes were sore vexed.
Dan.5.10	So by reason of this matter, that had happened to the kynge Ꟶ his Lordes, the quene went vp herselfe into the bancket house, and spake vnto the kinge, sayinge: O kyng, God saue thy lyfe for euer. Let not the thoughtes trouble the, and let not thy countenaunce be chaunged.
Dan.5.11	For why? there is a man in thy kyngdome, that hath the sprete of the holy goddes within him, as it was sene in thy fathers dayes. He hath vnderstandynge and wysdome lyke the goddes. Ye the kynge Nabuchodonosor thy father made this man chefe of the sothsayers, charmers, Caldees and readers of destines:
Dan.5.12	because that soche an aboundaunt sprete, knowledge Ꟶ wysdome (to expounde dreames, to open secretes, and to declare harde dowtes) was founde in him: yee, euen in Daniel, whom the kyng named Balthasar. Let this same Daniel be sente for, and he shall tell, what it meaneth.
Dan.5.13	Then was Daniel brought before the kynge. So the kinge spake vnto Daniel, and sayde. Art thou that Daniel, one of the presoners of Iuda, whom my father the kynge brought out of Iewry?
Dan.5.14	I haue heard speake of the, that thou hast the sprete of the holy goddes, experience and vnderstandinge, and that there hath bene greate wysdome founde in the.
Dan.5.15	Nowe haue there bene brought me, wise Ꟶ conninge charmers, to reade thys wryting and to shewe me the meanynge therof. But they coulde not tell me, what thys matter signifyed
Dan.5.16	Then hearde I saye, that thou canst expounde darcke thynges, and declare harde doutes. Well than, yf thou canst reade thys wrytynge, Ꟶ shewe me the meanynge therof thou shalt be clothed wt purple, haue a cheyne of golde aboute thy necke, and rule the thyrd parte of my kyngdome.
Dan.5.17	Daniel answered, Ꟶ sayde before the kyng: As for thy rewardes, kepe them to thy selfe, or geue thy ryche gyftes to another: yet not the lesse, I will rede the wryting vnto the kyng, Ꟶ shewe him the interpretacyon therof
Dan.5.18	O kynge heare. God the hyest gaue vnto Nabuchodonosor thy father, the dignitie of a kyng with worshyppe Ꟶ honour,
Dan.5.19	so that all people, kinreddes Ꟶ tunges stode in awe and feare of hym, by reason of the hye estate, that he had lent hym. For why, he slewe whom he wolde: he smote, whom it pleased him. Agayne: whom he wolde, he set vp: and whom he lyst, he put downe.
Dan.5.20	But because his hert was so proude, and his stomack set so fast vnto wylfulnesse: he was deposed from his kyngly trone, Ꟶ hys magesty was taken from hym.
Dan.5.21	He was shut out from amonge men, hys herte was lyke a beastes herte, and hys dwellynge was with the wylde asses: he was fayne to eate grasse lyke an oxe, Ꟶ hys body was wet with the dewe of the heauen, tyll he knewe, that the hyest had power vpon the kyngdomes of men and setteth ouer them, whom he lyst.
Dan.5.22	And thou his sonne (O Balthazar) for all this, hast not submytted thyne herte, though thou knewest all these thinges:
Dan.5.23	but hast magnifyed thy selfe aboue the Lorde of heauen, so that the vessels of hys house were brought before the: that thou, and thy Lordes? with thy quene and concubynes, myght dryncke wyne therout. And hast praysed the Idoles of syluer and gold, copper and yron, of wodd and stone. As for the God in whose hande consysteth thy breth and all thy wayes: thou hast not loued hym.
Dan.5.24	Therfore is the palme of thys hande sent hyther from hym, to token vp this wryting.
Dan.5.25	And this is the scripture, that is written vp: Mane, Thetel, Phares.
Dan.5.26	Nowe the interpretacion of the thynge is this: Mane, God hath nombred the kyngdome, and brought it to an ende:
Dan.5.27	Thetel, thou art weyed in the balaunce, and art founde to lyght:
Dan.5.28	Phares, thy kyngdome it delt in partes, and geuen to the Medes and Perses.
Dan.5.29	Then commaunded Balthazar, to cloth Daniel wyth purple, to hange a cheyne of golde aboute hys necke, and to make a proclamacyon concernynge hym: that he shulde be the ruler of the thyrde parte of hys kyngdome.
Dan.5.30	The very same night was Balthazar the kynge of the Caldees slayne,
Dan.5.31	and Darius out of Medea toke in the kyngdome, beynge .lxii. yeare of age.
Dan.6.1	It pleased Darius to set ouer his kingdome an .C. and .xx. Lordes, whyche shulde be in all hys kyngdome about.
Dan.6.2	Aboue these he set thre Prynces (of whom Daniel was one) that the Lordes myght geue accomptes vnto them, and the kynge to be vndiseased.
Dan.6.3	But Daniel exceaded all these Prynces and Lordes, for the sprete of God was plenteous in him: so that the kynge was mynded to set hym ouer the whole realme.
Dan.6.4	Wherfore the Princes and Lordes sought, to pycke out in Daniel some quarell agaynst the kyngdome: yet coulde they fynde none occasyon ner faute vpon hym. For whyche was so faythfull, that there was no blame ner dishonesty founde in hym.
Dan.6.5	Then sayde these men: we wyll get no quarell agaynst thys Daniel, excepte it be in the lawe of hys God.
Dan.6.6	Upon this, wente the prynces Ꟶ Lordes together vnto the kinge, Ꟶ sayde thus vnto hym: kynge Darius, God saue thy lyfe for euer.
