Song.4.5	Thy two brestes are lyke two twyns of younge roes, which fede amonge roses.
Song.4.6	O that I myght go to the mountayne of Myrre, Ꟶ to the hyll of franckencense: tyll the daye breake Ꟶ tyll the shadowes be past awaye.
Song.4.7	Thou art all fayre, O my loue, Ꟶ no spott is there in the.
Song.4.8	Come to me from Libanus (O my spouse) come to me from Libanus loke from the toppe of Amana, from the toppe of Sanir Ꟶ Hermon, from the lyons dennes and from the mountaynes of the leopardes.
Song.4.9	Thou hast with loue bewitched my hert, O my syster, my spouse, thou hast be witched my herte, with one of thyne eyes, and wt one cheyne of thy neck.
Song.4.10	O howe fayre are thy brestes, my syster, my spouse? Thy brestes are more pleasaunt then wyne, and the smel of thyne oyntmentes passeth all spyces.
Song.4.11	Thy lippes, O my spouse, droppe as the hony combe, yee mylcke and hony is vnder thy tong, and the smell of thy garmentes is lyke the smell of Libanus.
Song.4.12	A garden well locked is my syster, my spouse, a garden well locked, and a sealed well.
Song.4.13	The frutes that are planted in the, are lyke a very Paradyse of pomgranates with swete frutes:
Song.4.14	as Camphore, Nardus, and Saffron, Calamus, Ꟶ Synamom with all swete smellynge trees: Myrre. Aloes and all the best spyces:
Song.4.15	a well of gardens, a well of lyuinge waters, which renne downe from Libanus.
Song.4.16	Up thou north wynde, come thou south wynde, and blowe vpon my garden, that the smell therof maybe caryed on euery syde: yee that my beloued maye come into hys garden, Ꟶ eate of the swete frutes that growe therin.
Song.5.1	I Am come into my garden, O my sister, my spouse: I haue gathered my Myrre with my spyce. I haue eaten hony with my hony combe, I haue dronke my wyne with my mylke. Eate, O ye frendes, dryncke and be mery, O ye beloued.
Song.5.2	As I am aslepe, and my hert is waking I heare voyce of my beloued, when he knocketh. Open to me, O my sister, my loue, my doue, my derlynge: for my heade is full of dewe, Ꟶ the lockes of my hearre are full of the nyght droppes.
Song.5.3	I haue put of my cote, how can I do it on agayne? I haue washed my fete, how shall I fyle them agayne?
Song.5.4	My loue put in his hand at the hole, and my herte was moued within me.
Song.5.5	I stode vp to open vnto my beloued, Ꟶ my handes dropped with Myrre, Ꟶ the Myrre ranne downe my fyngers vpon the locke.
Song.5.6	I opened vnto my beloued, but he was departed and gone his waye. Now when he spake, my hert was gone: I sought hym, but I coulde not fynde hym: I cryed vpon him, neuerthelesse, he gaue me no answere.
Song.5.7	So the watchmen that wente about the cytie, founde me, smote me, Ꟶ wounded me: Yee, they that kepte the walles, toke awaye my kercheafe fro me.
Song.5.8	I charge you therfore, O ye daughters of Ierusalem, yf ye fynde my beloued, that ye tell hym, how that I am syck for loue.
Song.5.9	What maner of man is thy loue aboue other louers? O thou fayrest amonge wemen? Or what can thy loue do, more then other louers, that thou chargest vs so straytely?
Song.5.10	As for my loue, he is white and redde coloured, a goodlye personne amonge ten thousande:
Song.5.11	his heade is as the most fyne golde, the lockes of hys hearre are busshed, and black as a crowe.
Song.5.12	His eyes are as the eyes of doues by the water brokes, as though they were wasshed with mylk, Ꟶ are sett lyke perles in golde.
Song.5.13	Hys chekes are lyke a garden bedd, where in the Apotecaries plante all maner of swete thynges: Hys lyppes are lyke roses that droppe swete smelling Myrre.
Song.5.14	His handes are lyke gold rynges hauinge enclosed the precyous stone of Tharsis. His body is as the pure yuery, decte ouer with Saphires:
Song.5.15	His legges are as the pylers of Marbell, set vpon sokettes of golde. His face is as Libanus, and as the bewty of the Cedre trees.
Song.5.16	The wordes of his mouthe are swete, yee, he is altogether louely. Soche one is my loue. O ye daughters of Ierusalem, soch one is my loue.
Song.6.1	Whither is thy loue gone then (O thou fayrest amonge wemen) whither is is thy loue departed? we will seke him with the:
Song.6.2	My loue is gone downe into hys garden, vnto the swete smellyng beddes, that he may refresh hym self in the garden, and gather roses.
Song.6.3	My loue is myne Ꟶ I am his, which fedeth amonge the roses.
Song.6.4	Thou art beautyfull, o my loue, as is the place of Thirza, thou art fayre as Ierusalem, fearfull as an armye of men, wt theyr banners.
Song.6.5	Turne awaye thyne eyes fro me, for they haue set me on fyre. Thy hearrye lockes are lyke a flocke of goates shorne vpon the mount of Gilead.
Song.6.6	Thy teth are lyke a flock of shorne shepe, which go out of the washyng place: where euery one beareth twyns, Ꟶ not one vnfrutefull among them.
Song.6.7	Thy chekes are lyke a pece of a pomgranate, With in thy volupers.
Song.6.8	There are .lx. Quenes .lxxx. wyues, and dameselles without nombre.
Song.6.9	One is my doue, one is my derlynge. She is the onely beloued of her mother, Ꟶ deare vnto her that bare her. When the daughters sawe her, they sayde, she was blessed. Yee the Quenes and wyues praysed her.
Song.6.10	What is she this, that loketh forth as the mornynge? fayre as the moone, cleare as the sunne, and fearful as an armye of men wt their baners.
Song.6.11	I wente downe into the nutt garden, to se what grewe by the brokes, Ꟶ to loke yf the vyneyarde florished, or yf the pomgranates were shot forth.
Song.6.12	I knewe not that my soule had made me the charyote of the people that be vnder tribute.
Song.6.13	Turne againe, turne agayne. O thou perfecte one turne ageyne, turne agayne, Ꟶ we will loke vpon the. What wil ye se in the Sulamyte? She is lyke men of warre singynge in a companye.
Song.7.1	O how pleasaunt are thy treadynges with the shoes, thou princes daughter? Thy thighes are like a fayre iewell, which is wrought by a connyng worcke master.
Song.7.2	Thy nauell is lyke a rounde goblet, which is neuer without drinke. Thy wombe is lyke a hepe of wheat that is sett aboute wt roses
Song.7.3	Thy two brestes are lyke two twyns of yonge roes.
Song.7.4	Thy neck is as it were a tower of yuery: thine eyes also are lyke the water poles that are in Hesebon, besyde the porte of Bathrabbim: thy nose is lyke the tower of Libanus, which loketh toward Damascus.
Song.7.5	That head that standeth vpon the, is lyke Carmel Ꟶ the hearre of thy heade is lyke purple and lyke a kynge goynge forth wt his garde aboute hym.
Song.7.6	O how fayre Ꟶ louely art thou my dearlynge, in pleasures?
Song.7.7	Thy stature is lyke a Palme tree Ꟶ thy brestes lyke the grapes.
Song.7.8	I sayde I will clyme vp into the Palme tree, Ꟶ take holde of his hye braunches. Thy brestes also shalbe as the vyne clustres the smell of thy nostrels lyke is the smell of apples,
Song.7.9	and thy iawes lyke the beste wyne. Whiche goeth strayte vnto my beloued and brusteth forth by the lyppes of the Auncyent eldres.
Song.7.10	There wyl I turne me vnto my loue Ꟶ he shall turne hym vnto me.
Song.7.11	O come on my loue, we will go forth into the felde, Ꟶ take oure lodgynge in the villages.
Song.7.12	In the mornynge wyll we go se the vyneyarde: we will se yf the vyne be spronge forth, yf the grapes be growne, and yf the pomgranates be shot out. There will I geue the my brestes:
Song.7.13	the Mandragoras geue theyr sweate smell: and besyde oure dores are all maner of pleasaunt frutes: both newe, Ꟶ olde: whych I haue kepte for the, o my beloued.
Song.8.1	O that I myght fynde the wythout, and kysse the, whom I loue as my brother whych suckte my mothers brestes: and that thou shalt not be despised
Song.8.2	I will leade the, and brynge the in to my mothers house: that thou myghtest teach me, Ꟶ that I myght geue the drynke of spiced wyne, Ꟶ of the swete sappe of my pongranates.
Song.8.3	His left hande shalbe vnder my head Ꟶ hys ryght hande shall embrace me.
Song.8.4	I charge you, O ye daughters of Ierusalem, that ye wake not vp my loue, ner touch her, tyll she be content her selfe.
Song.8.5	What is she this, that commeth vp from the wildernes, and leaneth vpon her loue? I waked the vp amonge the apple trees, where thy mother conceyued the, where thy mother (I saye) brought the into the worlde.
Song.8.6	O set me as a seale vpon thine herte, and as a seale vpon thyne arme: for loue is myghtie as the death, Ꟶ gelousy as the hel. Her coales are of fyre, Ꟶ a very flamme of the Lorde:
Song.8.7	so that many waters are not able to quenche loue, nether maye the streames droune it. Yee, yf a man wolde geue all the good of his house for loue, he shuld counte it nothyng,
Song.8.8	Our syster is but yonge, Ꟶ hath no brestes: What shall we do for our syster, whan she shall be spoken for?
Song.8.9	Yf she be a wall, we shal buylde a syluer bolwercke ther vpon: yf she be an open dore, we shall fasten her with borders of Cedre tree.
Song.8.10	I am a wall, and my brestes lyke towres, then was I as one that hath founde fauoure in his syght.
Song.8.11	Salomon hath a vyneyarde at Baal Hamon, Ꟶ this vyneyarde delyuered he vnto the kepers: that euery one for the frute therof shulde geue hym a thousande peces of syluer.
Song.8.12	My vyneyard is in my sight: thou (O Salomon) must haue a thousande, and the kepers two hundred with the frute.
Song.8.13	Thou that dwellest in the gardens, O let me heare thy voyce, that my companyons maye herken to the same.
Song.8.14	O get the awaye, my loue, and be as a roo or a yong hert vpon the swete smellynge mountaynes.
Song.0.0	¶ The ende of the Ballet of Ballettes of Salomon: called in Latyn: Canticu{m} Canticoru{m},
