Hab.2.17	For the wronge that thou hast done in Libanus, shall ouerwhelme the, and the wilde beastes shal make the afrayed: because of mens bloud, Ꟶ for the wronge done in the lande, in the citie, and vnto all soch as dwell therin.
Hab.2.18	What helpe then will the ymage do, whom the worckman hath fashioned? Or the vayne cast ymage, wherin because the craftesman putteth his trust, therfore maketh he domme Idols?
Hab.2.19	Wo vnto hym, that sayeth to a pece of wod: aryse, Ꟶ to a domme stone: stande vp. For what instruccyon maye soch one geue? Beholde it is layed ouer with gold Ꟶ syluer and there is no breth in it.
Hab.2.20	But the Lorde in his holy temple is he: whom all the worlde shulde feare.
Hab.3.1	A prayer of the prophet Abacuc for the ignoraunt.
Hab.3.2	O Lorde, when I herde speake of the, I was afrayed. The worcke that thou hast taken in hande, shalt thou perfourme in his tyme, O Lord Ꟶ when thy tyme commeth, thou shalt declare it. In thy very wrath thou thinckest vpon mercy.
Hab.3.3	God commeth from Theman, Ꟶ the holy one from the mount of Pharan. Selah.
Hab.3.4	His glory couereth the heauens, Ꟶ the earth is full of his prayse. His shine is as the sunne, and beames of lyght go out of hys handes, there is his power hyd.
Hab.3.5	Destruccyon goeth before hym, Ꟶ a pestilent sycknesse go from his fete.
Hab.3.6	He standeth, Ꟶ measureth the earth He loketh, Ꟶ the people consume awaye, the mountaynes of the worlde fal downe to poulder, Ꟶ the hilles are fayne to bowe them selues, for his goinges are euerlastynge and sure.
Hab.3.7	I sawe, that the pauilyons of the Morians Ꟶ the tentes of the land of Madian were vexed for werynesse.
Hab.3.8	Wast thou not angrie O Lord, in the waters? was not thy wrath in the floudes, Ꟶ thy displeasure in the see? yes when thou sattest vpon thine horse, Ꟶ when thy charetes had the victory.
Hab.3.9	Thou shewedst thy bowe openly, lyke as thou haddest promysed wt an othe vnto the trybes. Selah. Thou dydest deuyde the waters of the earth.
Hab.3.10	When the mountaines sawe the, they were afrayed, the water streame wente awaye: the depe made a noyse at the lyftinge vp of thyne hand.
Hab.3.11	The Sunne Ꟶ Moone remayned styll in their habitacyon. Thyne arowes wente out glisterynge, and thy speares as the shyne of the lyghtenyng.
Hab.3.12	Thou trodest downe the land in thyne anger, and dydest throshe the Heathen in thy displeasure.
Hab.3.13	Thou camest forth to helpe thy people, to helpe thine anointed. Thou smotest downe the head the house of the vngodly, Ꟶ discoueredest hys foundacions, euen vnto the necke of him. Selah.
Hab.3.14	Thou dydest stryke thorow wt his scepter the heades of his playne people: which come as a stormy wynd to scatre me abrode, Ꟶ are glad when they maye eat vp the poore secretly
Hab.3.15	Thou makest awaye for thine horses in the see, euen in the mudde of great waters.
Hab.3.16	When I heare this, my body is vexed, my lyppes tremble at the voyce therof, my bones corrupte, I am afraied where I stande. O that I myght rest in the daye of trouble, that I myght go vp vnto our people, which are alredy prepared.
Hab.3.17	For the fygg trees shal not be grene: Ꟶ the vynes shal beare no frute. The laboure of the olyue shalbe but lost, Ꟶ the lande shall bring no corne: the shepe shalbe taken out of the folde, and there shalbe no catel in the stalles.
Hab.3.18	But as for me, I wyll be glad in the Lorde, and will reioyce in God my Sauyoure.
Hab.3.19	The Lord God is my strength, he shal make my fete as the fete of hertes: Ꟶ he which geueth the victory, shal bring me to my hye places synginge vpon my psalmes.
Hab.0.0	¶ The ende of the prophecy of Abacuc.
