Eph.3.6	that the Gentyls shulde be inheritours also, and of the same body, and partetakers of hys promes in Christ, by the meanes of the Gospell,
Eph.3.7	wherof I am made a mynyster, accordinge to the gyfte of the grace of God which is geuen vnto me after the workynge of hys power.
Eph.3.8	Unto me the least of all saynctes is this grace geuen, that I shulde preache amonge the Gentyls the vnsearcheable riches of Christ
Eph.3.9	and to make all men se, what the felyshyppe of the mystery is, which from the begynnynge of the worlde hath bene hyd in God which made all thinges thorow Iesus Christ:
Eph.3.10	to the intent, that nowe vnto the rulers and powers in heauenly thinges, myght be knowen by the congregacion, the manyfolde wysdome of God,
Eph.3.11	accordynge to the eternall purpose, which he wrought in Christ Iesu oure Lord,
Eph.3.12	by whom we haue boldnesse and entraunce with the confidence which is by the fayth of hym.
Eph.3.13	Wherfore I desyre, that ye faynt not because of my tribulacions that I suffre for youre sakes: which is youre prayse.
Eph.3.14	For this cause I bowe my knees vnto the father of oure Lorde Iesus Christ,
Eph.3.15	which is father ouer all that is called father in heauen and in erth,
Eph.3.16	that he wolde graunt you accordynge to the ryches of hys glorye, that ye maye be strengthed with might by his sprete in the inner man,
Eph.3.17	that Christ maye dwell in youre hertes by fayth, that ye beynge roted and grounded in loue,
Eph.3.18	myght be able to comprehende with all saynctes, what is the bredth and length, deepth and heygth:
Eph.3.19	Ꟶ to knowe the excellent loue of the knowledge of Christ that ye myght be fulfylled with all fulnes, which commeth of God.
Eph.3.20	Unto hym that is able to do exceadynge aboundantly aboue all that we aske or thynke accordynge to the power that worketh in in vs,
Eph.3.21	be prayse in the congregacyon by Christ Iesus, thorowe out all ages worlde without ende. Amen.
Eph.4.1	I therfore (which am a presonner of the Lordes) exhorte you, that ye walke worthy of the vocacyon wherwith ye are called,
Eph.4.2	with all lowlynes and mekenesse, with humblenes of mynde, forbearynge one another thorowe loue,
Eph.4.3	and be diligent to kepe the vnitie of the sprete thorowe the bonde of peace,
Eph.4.4	beynge one body, and one sprete, euen as ye are called in one hope of your callinge.
Eph.4.5	One Lorde, one fayth, one baptyme
Eph.4.6	one God and father of all, which is aboue all and thorowe all, and in you all.
Eph.4.7	Unto euery one of vs is geuen grace, accordynge to the measure of the gyfte of Chryst.
Eph.4.8	Wherfore he sayth: whan he went vp an hye, he ledde captiuitye captyue, and gaue gyftes vnto men.
Eph.4.9	That he ascended: what meaneth it? but that he also descended fyrst into the lowest partes of the erth?
Eph.4.10	He that descended, is euen the same also that ascended vp, aboue all heauens, to fulfyll all thynges.
Eph.4.11	And the very same made some Apostles, some Prophetes, some Euangelistes, some Shepherdes and Teachers:
Eph.4.12	to the edifyenge of the saynctes, to the worke and ministracyon, euen to the edifyinge of the body of Chryst,
Eph.4.13	tyll we all come to the vnitye of fayth, and knowledge of the sonne of God, vnto a perfecte man, vnto the measure of the full perfecte age of Chryst
Eph.4.14	That we hence forth shulde be nomore chyldren, wauerynge Ꟶ caryed aboute with euery wynde of doctrine, by the wylynes of men, thorowe craftynes, wherby they laye a wayte for vs to deceaue vs.
Eph.4.15	But let vs folowe the trueth in loue, and in all thynges growe in hym, which is the heed, euen Christ,
Eph.4.16	in whom yf all the body be coupled and knet together thorow out euery ioynt wherwith one ministreth to another (accordynge to the operacyon as euery parte hath hys measure) he increaseth the body, vnto the edifyinge of it selfe thorowe loue.
Eph.4.17	This I saye therfore, and testifye thorowe the Lorde, that ye hence forth walke not, as other Gentyls walke, in vanite of theyr minde,
Eph.4.18	whyle they are blinded in their vnderstandynge, beynge farre from a godly lyfe, by the meanes of the ignorancy that is in them, and because of the blyndnes of their hertes:
Eph.4.19	which beynge past repentaunce, haue geuen them selues ouer vnto wantannes, to worke all manner of vnclennes, euen with gredines.
Eph.4.20	But ye haue not so learned Christ.
Eph.4.21	If so be that ye haue hearde of him, and haue bene taught in him, as the trueth is in Iesu:
Eph.4.22	(as concernynge the conuersacyon in tyme past) to laye from you that olde man, which is corrupte, accordynge to the deceauable lustes.
Eph.4.23	To be renued also in the sprete of youre mynde,
Eph.4.24	and to put on that newe man, which after God is shapen in ryghte wesnes and true holynes.
Eph.4.25	Wherfore, put awaye lyinge, Ꟶ speake euery man truth vnto his neyghboure, for as moche as we are members one of another.
Eph.4.26	Be angrye, and synne not: let not the sunne go doune vpon youre wrath,
Eph.4.27	nether geue place vnto the backbyter.
Eph.4.28	Let hym that stole, steale nomore but let him rather laboure wt his handes the thynge which is good, that he maye geue vnto him that nedeth.
Eph.4.29	Let no fylthy communicacion procede out of youre mouth: but that which is good to edifye wt all, as oft as nede is that it maye minister grace vnto the hearers.
Eph.4.30	And greue not ye the holy sprete of God by whom ye are sealed vnto the daye of redempcyon.
Eph.4.31	Let all bitternes Ꟶ fearsnes Ꟶ wrath Ꟶ rorynge Ꟶ cursyd speakynge, be put awaye from you, with all maliciousnes.
Eph.4.32	Be ye courteouse one to another, mercyfull, forgeuynge one another, euen as God for Christes sake hath forgeuen you.
Eph.5.1	Be ye therfore folowers of God as deare chyldren,
Eph.5.2	and walke ye in loue euen as Christ loued vs, and gaue him selfe for vs an offerynge and a sacrifyce of a swete sauer to God
Eph.5.3	As for fornicacyon and all vnclennes, or coueteousnes let it not be once uamed amonge you, as it be commeth saynctes:
Eph.5.4	or fylthines or folysshe talkynge, or iestinge, which are not comly: but rather geuynge of thankes.
Eph.5.5	For thys ye knowe that no whormonger, ether vncleane person, or coueteous person, (which is a worshypper of ymages) hath eny inheritaunce in the kyngdome of Chryst and of God.
Eph.5.6	Let no man deceaue you with vayne wordes. For because of soche thynges commeth the wrath of God, vpon the chyldren of disobedience.
Eph.5.7	Be not ye therfore companyons of them.
Eph.5.8	Ye were somtyme darcknes, but nowe are ye lyght in the Lorde. Walke as children of lyght
Eph.5.9	(For the frute of the sprete consysteth in all goodnes, and ryghtewesnes and trueth.)
Eph.5.10	Searchynge what is acceptable vnto the Lorde.
Eph.5.11	And haue no fellyshyppe with the vnfrutefull workes of darcknes but rather rebuke them.
Eph.5.12	For it is shame euen to name those thynges which are done of them in secrete:
Eph.5.13	but all thynges, when they are brought forthe by the lyght, are manifeste. For whatsoeuer is manifeste, that same is lyght.
Eph.5.14	Wherfore he sayth: awake thou that slepest, and stonde vp from deeth, and Chryst shall geue the lyght.
Eph.5.15	Take hede therfore howe ye walke circumspectly: not as vnwyse, but as wyse men.
Eph.5.16	Wynnynge occasyon, because the dayes are euyll.
Eph.5.17	Wherfore, be ye not vnwyse, but vnderstande what the wyll of the Lorde is,
Eph.5.18	and be not droncke with wyne wherin is excesse: but be fylled with the sprete,
Eph.5.19	speakynge vnto youre selues in psalmes and hymnes, and spretuall songes, synginge and makyng melodie to the Lorde in youre hertes,
Eph.5.20	gyuynge thankes allwayes for all thynges, vnto God the father in the name of oure Lorde Iesus Chryst,
Eph.5.21	submittynge youre selues one to another in the feare of God.
Eph.5.22	Ye wemen, submit youre selues vnto youre awne husbandes, as vnto the Lorde.
Eph.5.23	For the husbande is the wyues heed, euen as Chryst is the heed of the congregacyon, and the same is he that ministreth saluacion vnto the body.
Eph.5.24	Therfore, as the congregacyon is in subieccyon to Chryst, lykewyse let the wyues also be in subieccyon to theyr husbandes in all thinges.
Eph.5.25	Ye husbandes, loue youre wyues, euen as Chryst also loued the congregacyon, and gaue hym selfe for it,
Eph.5.26	to sanctifye it, and clensed it in the fountayne of water thorow the worde,
Eph.5.27	to make it vnto him selfe a gloryous congregacyon, without spot or wrynckle, or eny soche thynge: but that it shulde be holy, and without blame.
Eph.5.28	So ought men to loue theyr wyues, as their awne bodyes. He that loueth hys wyfe, loueth hym selfe.
Eph.5.29	For no man euer yet hated hys awne flesshe: but noryssheth and cherissheth it, euen as the Lorde doth the congregacyon.
Eph.5.30	For we are members of his body, of his flesshe, and of hys bones.
Eph.5.31	For thys cause shall a man leaue father and mother, Ꟶ shall be ioyned vnto his wyfe, and of two shalbe made one flesshe.
Eph.5.32	Thys is a greate secrete, but I speake of Chryst and of the congregacyon.
Eph.5.33	Neuerthelesse, do ye so, that euery one loue hys wyfe euen as hym selfe, and let the wyfe reuerence her husbande.
Eph.6.1	Chyldren, obey youre fathers and mothers in the Lorde: for that is ryght
Eph.6.2	Honoure thy father and mother, (the same is the fyrst commaundement in the promes)
Eph.6.3	that thou mayst prospere, and lyue longe on the erth.
Eph.6.4	Ye fathers moue not youre chyldren to wrath: but brynge them vp thorowe the doctryne and informacyon of the Lorde.
Eph.6.5	Ye seruauntes, obeye them that are youre bodely masters, with feare Ꟶ tremblynge, euen with the synglenes of youre herte, as vnto Christ:
Eph.6.6	not doynge seruice vnto the eye, as they that go about to please men: but as the seruauntes of Christ, doynge the wyll of God from the herte
Eph.6.7	with good wyll, seruynge the Lorde, and not men.
Eph.6.8	Knowynge thys, that whatsoeuer good thynge eny man doeth, the same shall he receaue agayne of God, whether he be bonde or fre.
Eph.6.9	And ye masters, do euen the same thynges vnto them puttinge awaye threatenynges: Knowynge, that youre master also is in heauen, nether is ther eny respecte of person with hym.
Eph.6.10	Finally my brethren, be stronge thorowe the Lorde and thorowe the power of his myght.
Eph.6.11	Put on all the armoure of God, that ye maye stande agaynst the assautes of the deuyll.
Eph.6.12	For we wrestle not agaynst bloude and flesshe: but agaynst rule, agaynst power, agaynst worldy rulers, euen gouerners of the darcknes of thys worlde, agaynst spretuall craftynes in heauenly thynges.
Eph.6.13	Wherfore take vnto you the whole armoure of God, that ye maye be able to resyste in the euyll daye, and stande perfecte in all thinges.
Eph.6.14	Stande therfore, and youre loynes gyrd with the trueth, hauynge on the brest plate of ryghtewesnes,
Eph.6.15	Ꟶ hauynge shoes on youre fete, that ye maye be prepared for the Gospell of peace.
Eph.6.16	Aboue all, take to you the shylde of fayth, wherwith ye maye quenche all the fyrie dartes of the wycked.
Eph.6.17	And take the helmet of saluacyon, and the swearde of the sprete, which is the worde of God.
Eph.6.18	And praye all wayes with all maner of prayer and supplicacyon in the sprete: and watch ther vnto with all instance and supplycacyon for all saynctes
Eph.6.19	and for me, that vtteraunce maye be geuen vnto me that I maye open my mouth frely, to vtter the secretes of my Gospell
Eph.6.20	(wherof I am messenger in bondes) that therin I maye speake frely, as I ought to speake.
Eph.6.21	But that ye maye also knowe what condicyon I am in, and what I do, Tichicus the deare brother and faythfull mynyster in the Lorde, shall shewe you of all thynges,
Eph.6.22	whom I haue sent vnto you for the same purpose, that ye myght knowe what case we stande in, and that he myght comforte youre hertes.
Eph.6.23	Peace be vnto the brethren and loue with fayth, from God the father and from the Lorde Iesus Chryst.
Eph.6.24	Grace be with all them which loue oure Lorde Iesus Chryst syncerely. Amen.
Eph.0.0	¶ Sent from Rome vnto the Ephesyans by Tichicus.
