Col.2.6	As ye haue therfore receaued Christ Iesu the Lorde euen so walke ye in hym,
Col.2.7	so that ye be rotyd and buylte in hym, and stablysshed thorow fayth, as ye haue learned: and therin be plenteous with geuynge thankes.
Col.2.8	Beware, lest eny man spoyle you thorowe philosophy and disceatfull vanitie, after the tradicyon of men, and after the ordinaunces of the worlde, Ꟶ not after Christ.
Col.2.9	For in hym dwelleth all the fulnes of the God heed bodely,
Col.2.10	and ye are complete in him: which is the heed of all rule and power,
Col.2.11	by whom also ye are circumcised with circumcisyon which is done with out handes, for asmoche as ye haue put of the synfull body of the flesshe thorowe the circumcisyon that is in Christ,
Col.2.12	in that ye are buried with hym thorowe bapti me, in whom ye are also rysen agayne thorowe fayth, that is wrought by the operacyon of God which raysed him from deeth.
Col.2.13	And ye whan ye weare deed thorowe synne and thorowe the vncircumcisyon of youre flesshe, hath he quyckned with him, and hath forgeuen vs all oure trespaces
Col.2.14	and hath put out the hande wrytynge that was agaynst vs, contayned in the lawe written: and that hath he taken out of the waye, and hath fastened it to hys crosse,
Col.2.15	and hath spoyled rule and power, and hath made a shewe of them openly, and hath triumphed ouer them in his awne person.
Col.2.16	Let no man therfore trouble youre consience aboute meate and dryncke or for a pece of an holy daye, or of the newe mone, or of the Sabboth dayes,
Col.2.17	which are shaddowes of thinges to come: but the body is in Chryst.
Col.2.18	Let no man make you shote at a wronge marke, by the humblenes and holynes of angels, in the thynges which he neuer sawe, beynge causelesse puft vp with his flesshly mynde,
Col.2.19	Ꟶ holdeth not the heed, wherof all the body by ioyntes and couples receaueth norisshment Ꟶ is knet together, and encreaseth with the increasynge that commeth of God.
Col.2.20	Wherfore, yf ye be deed with Chryst from the ordinaunces of the worlde, why as though ye yet lyued in the worlde, are ye led with tradicions?
Col.2.21	Touch not, tast not, handell not:
Col.2.22	which all perisshe thorowe the very abuse: after the commaundmentes and doctrynes of men:
Col.2.23	which thynges out wardly haue the similitude of wysdome by supersticion and humblenes of mynde, and by hurtynge of the body, and in that they do the flesshe no worshyppe vnto the nede therof.
Col.3.1	If ye be then rysen agayne with Chryst, seke those thynges which are aboue, where Chryst sytteth on the ryght hande of God.
Col.3.2	Set youre affeccyon on heauenly thynges, and not on erthye thynges.
Col.3.3	For ye are deed, and youre lyfe is hyd with Chryst in God.
Col.3.4	Whensoeuer Chryst (which is oure lyfe) shall shewe hym selfe, then shall ye also appeare with hym in glory.
Col.3.5	Mortifye therfore youre erthy membres: fornicacyon, vnclennes, vnnaturall lust, euyll concupiscence, and coueteousnes, which is worshyppynge of ydoles:
Col.3.6	for which thynges sake the wrath of God vseth to come on the disobedyent chyldren
Col.3.7	amonge whom ye walked somtyme, when ye lyued in them.
Col.3.8	But nowe put ye also awaye from you all soch thinges: wrath, fearnes, maliciousnes, cursed speakynge, fylthy communicacyon out of your mouth.
Col.3.9	Lye not one to another, seing that ye haue put of the olde man with hys workes,
Col.3.10	and haue put on the newe man which is renued into the knowledge Ꟶ ymage of him that made hym,
Col.3.11	where is nether Gentyle nor Iewe, circumcisyon nor vncircumcisyon, Barbarous or Sythian, bonde or fre: but Christ is all in all thinges.
Col.3.12	Therfore as electe of God, holy Ꟶ beloued, put on tender mercye, kyndnes, humblenes of mynde, mekenes, longe suffrynge,
Col.3.13	for bearynge one another, Ꟶ forgeuynge one another, yf any man haue a quarell agaynst another: as Christ forgaue you, euen so do ye.
Col.3.14	Aboue all these thinges put on loue which is the bonde of perfectnes.
Col.3.15	And the peace of God rule in youre hertes: to the which peace ye are called in one body. And se that ye be thankfull.
Col.3.16	Let the worde of Chryst dwell in you plenteously with all wysdome. Teache and exhorte youre awne selues, in Psalmes, and hymnes, and spirituall songes syngynge with grace in youre hertes to the Lorde
Col.3.17	And whatsouer ye do (in worde or dede) do all in the name of the Lord Iesu, geuynge thankes to God the father by hym.
Col.3.18	Ye wyues, submyt youre selues vnto youre awne husbandes, as it is comly in the Lorde:
Col.3.19	Ye husbandes, loue youre wyues and be not bytter vnto them.
Col.3.20	Ye chyldren, obey youre fathers and mothers in all thinges, for that is well pleasynge vnto the Lorde.
Col.3.21	Ye fathers, prouoke not youre chyldren, lest they be of a desperate mynde.
Col.3.22	Ye seruauntes be obedient vnto them that are youre bodyly masters in all thinges: not with eye seruice as men pleasers, but in synglenes of herte, fearynge God.
Col.3.23	And whatsoeuer ye do, do it hertely, as, though ye dyd it to the Lord, and not vnto men:
Col.3.24	knowynge, that of the Lord ye shall receaue the rewarde of inheritaunce, for ye serue the Lorde Christ.
Col.3.25	But he that doth synne, shall receaue for hys synne. Nether is ther any respect of persones.
Col.4.1	Masters, do vnto youre seruauntes that which is iust and equall knowynge, that ye also haue a master in heauen.
Col.4.2	Continue in prayer, Ꟶ watch in the same with thankes geuynge,
Col.4.3	prayenge also for vs that God maye open vnto vs the dore of vtteraunce, that we maye speake the mystery of Christ (wherfore I am also in bondes)
Col.4.4	that I maye vtter it, as it becommeth me to speake.
Col.4.5	Walke wysely towarde them that are without, and lose no oportunite.
Col.4.6	Let youre speache be alwayes well sauored Ꟶ powdred with salt, that ye maye knowe, howe ye ought to answer euery man.
Col.4.7	Of all my busynes shal ye be certified by Tichicus, the beloued brother and faythful mynyster and felowe seruaunt in the Lord,
Col.4.8	whom I haue sent vnto you for the same purpose, that he myght knowe whath ye do, Ꟶ that he myght comfort youre hertes,
Col.4.9	wyth one Onesymus a faythfull and beloued brother, which is one of you. They shall shewe you of all thynges, which area doinge here.
Col.4.10	Aristarchus my preson felowe saluteth you, and Marcus Barnabas systers sonne: touchynge whom, ye receaued commaundementes. If he come vnto you, receaue hym:
Col.4.11	and Iesus which is called Iustus, whych are of the circumcisyon. These only are my worke felowes vnto the kyngdome of God, which haue bene vnto my consolacyon.
Col.4.12	Epaphras the seruaunt of Chryst, (which is one of you) saluteth you, and all wayes laboureth feruently for you in prayers, that ye maye stande perfect and full, in all the wyll of God.
Col.4.13	For I beare hym recorde, that he hath a feruent mynde for you and them that are of Laodicia and them that are of Hierapolis.
Col.4.14	Deare Lucas the Phisycion greteth you, and Demas.
Col.4.15	Salute the brethren whych are of Laodicia, and salute Nymphas, and the congregacyon, whych is in hys house,
Col.4.16	And when the Epystle is reed of you, make that it be reed also in the congregacyon of the Laodicians: and that ye lykewyse reade the Epistle of Laodicia.
Col.4.17	And saye to Archyppus: take hede to the offyce that thou hast receaued in the Lord, that thou fulfill it.
Col.4.18	The salutacion by the hande of me Paul Remember my bondes, the grace be wyth you. Amen.
Col.0.0	¶ Sent from Rome by Tychicus: and Onesymus.
