Zech.6.11	Then take golde Ꟶ syluer, Ꟶ make crownes therof, and set them vpon the head of Iesua, the sonne of Iosedeh, the hye preste,
Zech.6.12	Ꟶ speake vnto hym. Thus sayth the Lorde of hoostes. Behold, the man whose name is the braunche: Ꟶ he that shall sprynge vp after him, shall buylde vp the temple of the Lorde,
Zech.6.13	yee, euen he shal buylde vp the temple of the Lorde. He shall beare the prayse, he shal syt vpon the Lordes trone, Ꟶ haue the dominacyon. A preste shal he be also vpon his trone, Ꟶ a peaceable councel shalbe betwixte them both.
Zech.6.14	And the crownes shalbe in the temple of the Lorde, for a remembraunce vnto Helem, Tobiah, Idaiah, and Hen the sonne of Sophony. And soch as be farre of, shal come Ꟶ buylde the temple of the Lorde,
Zech.6.15	that ye maye knowe, how that the Lorde of hoostes hath sent me vnto you. And thys shall come to passe, yf ye wyll herken dilygently vnto the voyce of the Lorde youre God.
Zech.7.1	It happened also in the fourth yeare of kynge Darius, that the worde of the Lorde came vnto zachary in the fourth daye of the nynth moneth, which is called, Casleu:
Zech.7.2	what tyme as Sarasar Ꟶ Rogomelech Ꟶ the men that were wt them sent vnto Bethell for to praye before the Lorde:
Zech.7.3	and that they shulde saye vnto the prestes, which were in the house of the Lord of hoostes, and to the prophetes. Shuld I wepe in the fyfth moneth, Ꟶ absteyne as I haue done nowe certayne yeares?
Zech.7.4	Then came the worde of the Lorde of hoostes vnto me sayenge.
Zech.7.5	Speake vnto all the people of the land, and to the prestes, and saye: when ye fasted and mourned in the fyfth Ꟶ seuenth moneth (now this .lxx. yeares) dyd ye fast vnto me?
Zech.7.6	When ye dyd eate also and droncke, dyd ye not eate Ꟶ dryncke for youre awne selues?
Zech.7.7	Are not these the wordes, which the Lorde spake by his prophetes afore tyme, when Ierusalem was yet inhabited and welthy, she and the cytyes rounde aboute her: when there dwelt men, both towarde the south and in the playne countrees?
Zech.7.8	And the worde of the Lorde came vnto zachary, sayenge.
Zech.7.9	Thus sayeth the Lorde of hoostes. Execute true iudgement: shewe mercy Ꟶ louynge kyndnesse, euery man to hys brother.
Zech.7.10	Do the wyddowe, the fatherles, the straunger, Ꟶ poore no wrong: Ꟶ let no man ymagen euel agaynst hys brother in hys herte.
Zech.7.11	Neuerthelesse, they wolde not take hede, but turned theyr backes, and stopped theyr eares, that they shulde not heare:
Zech.7.12	yee, they made theyr hertes as an Adamant stone lest they shulde heare the lawe Ꟶ wordes, which the Lord of hoostes sent in hys holy sprete by the prophetes afore tyme. Wherfore the Lord of hoostes was very wroth at them.
Zech.7.13	And thus is it come to passe: that lyke as he spake and they wolde not heare: euen so they cryed, and I wolde not heare (sayth the Lord of hoostes)
Zech.7.14	but scatered them amonge all Gentyles, whom they knewe not. Thus the lande was made so desolate, the there trauayled no man in it nether to, ner fro, for that pleasaunt lande was vtterly layed waste.
Zech.8.1	So the worde of the Lord came vnto me, sayenge.
Zech.8.2	Thus sayth the Lord of hoostes. I was in a great gelousy ouer Sion, yee, I haue bene very gelous ouer her in a great dyspleasur
Zech.8.3	thus sayeth the Lord of hoostes. I will turne me agayne vnto Syon, Ꟶ wyll dwell in the myddest of Ierusalem: so that Ierusalem shalbe called a faythfull Ꟶ true cytye, the hyl of the Lorde of hoostes, yee, an holy hyll.
Zech.8.4	Thus sayth the Lorde of hoostes. There shall yet olde men Ꟶ wemen dwel agayne in the stretes of Ierusalem: yee, Ꟶ soch as go wt staues in their handes for very age.
Zech.8.5	The stretes of the cytye also shalbe full of yonge boyes and damselles, playinge vpon the strates.
Zech.8.6	Thus sayeth the Lord of hostes: yf the resydue of this people thynke it to be vnpossible in these dayes, shuld it therfore be vnpossyble in my syght, sayth the Lord of hoostes?
Zech.8.7	Thus sayth the Lorde of hoostes: Beholde, I will delyuer my people from the lande of the east Ꟶ west,
Zech.8.8	and wyll brynge them agayne: that they maye dwell at Ierusalem. They shalbe my people, Ꟶ I wyll be theyr God, in treuth and ryghteousnesse.
Zech.8.9	Thus sayth the Lorde of hostes: let your handes be stronge, ye that now heare these wordes by the mouth of the prophetes, whych be in these dayes that the foundacyon is layed vpon the Lord of hoostes house that the temple maye be builded.
Zech.8.10	For why? before these dayes, nether men ner catel coulde wynne eny thinge, nether myght eny man come in and out in rest, for trouble: but I lett euery man go agaynst his neyghboure.
Zech.8.11	Neuertheles, I wyll now intreate the resydue of thys people nomore as afore tyme, sayth the Lord of hoostes,
Zech.8.12	but they shalbe a sede of peace. The vyneyarde shal geue her frute, the grounde shall geue her increase, and the heauens shall geue theyr dewe: and I shall cause the remnaunt of thys people, to haue all these in possession.
Zech.8.13	And it shall come to passe, that lyke as ye were a curse amonge the Heathen (O ye house of Iuda, and ye house of Israel) Euen so wil I delyuer you, that ye shalbe a blessing: feare not, but let your handes be stronge.
Zech.8.14	For thus sayth the Lord of hoostes: lyke as I deuysed to punysh you, what tyme as your fathers prouoked me vnto wrath, sayeth the Lord of hoostes, Ꟶ spared not.
Zech.8.15	Euen so am I determined now in these dayes, for to do well vnto the house of Iuda Ꟶ Ierusalem, therfore feare ye not.
Zech.8.16	Nowe the thynges that ye shall do, are these: Speake euery man the treuth vnto hys neyghboure, execute iudgement truly, and peaceably wythyn your portes,
Zech.8.17	none of you ymagin euel in his herte agaynst hys neyghboure, and loue no false othes: for all these are the thynges that I hate, sayeth the Lorde.
Zech.8.18	And the worde of the Lord of hoostes, came vnto me, sayeng:
Zech.8.19	thus sayeth the Lorde of hoostes. The fast of the fourth moneth, the fast of the fifth, the fast of the seuenth, and the fast of the tenth, shall be ioye and gladnesse, and prosperous hye feastes vnto the house of Iuda: Onely, loue the treuth and peace.
Zech.8.20	Thus sayeth the Lord of hoostes. There shall yet come people, and the inhabiters of many cytyes,
Zech.8.21	Ꟶ they that dwell in one cyte shal go to another, sayeng. Up, let vs go, Ꟶ praye before the Lorde, let vs seke the Lorde of hoostes, I wyll go wt you:
Zech.8.22	yee, moch people Ꟶ myghtye Heathen shal come Ꟶ seke the Lord of hoostes at Ierusalem, and to praye before the Lord.
Zech.8.23	Thus sayeth the Lord of hoostes. In that tyme shall ten men (out of all maner of languages of the Gentyles) take one Iewe by the hemme of hys garment, Ꟶ saye: we wyll go wt you, for we haue herde, that God is amonge you.
Zech.9.1	The worde of the Lorde shalbe receaued at Adrach, Ꟶ Damascus shalbe hys offeryng: for the eyes of all men Ꟶ of the trybes of Israel shall loke vp vnto the Lord.
Zech.9.2	The borders of Hemath shall be herde therby, Tirus also Ꟶ Sidon, for they are very wyse,
Zech.9.3	Tirus shall make her self stronge, heape vp syluer as the sande, Ꟶ golde as the claye of the stretes.
Zech.9.4	Behold, the Lord shal take her in, Ꟶ haue her in possessyon: he shal smyte downe her power into the see, and she shalbe consumed wt fyre.
Zech.9.5	This shall Ascalon se, Ꟶ be afrayed. Gaza shalbe very sory, so shall Accaron also, because her hope is come to confusion. For the kynge of Gaza shal perysh, Ꟶ at Ascalon shall no man dwell.
Zech.9.6	Straungers shall dwell at Asdod, Ꟶ as for the pryde of the Philystynes, I shall rote it out.
Zech.9.7	Theyr bloude wyll I take awaye from theyr mouth, Ꟶ theyr abhomynacyons from among theyr teeth. Thus they shalbe left for our God, yee, they shalbe as a prince in Iuda, Ꟶ Accaron lyke as a Iebusy.
Zech.9.8	And so wyll I compase my house rounde about wt my men of warre goynge to Ꟶ fro: that no oppressoure come vpon them eny more. For that haue I sene now with myne eyes.
Zech.9.9	Reioyce thou greatly, O daughter Syon be glad, O daughter Ierusalem. For lo, thy kynge commeth vnto the, euen the ryghteous and Sauioure, Lowly Ꟶ symple is he, he rydeth vpon an asse, Ꟶ vpon the foale of an asse.
Zech.9.10	I will rote out the charrettes from Ephraim, Ꟶ the horse from Ierusalem, the batel bowes shalbe destroyed. He shall geue the doctrine of peace vnto the Heathen, Ꟶ his dominyon shalbe from the one see to the other, Ꟶ from the floudes to the endes of the worlde.
Zech.9.11	Thou also thorow the bloude of thy couenaunt: shalt let thy presoners out of the pitte wher in is no water.
Zech.9.12	Turne you now to the stronge holde, ye that be in preson, Ꟶ longe sore to be deliuered. And this daye I bryng the worde, that I wyll rewarde the double agayne.
Zech.9.13	For Iuda haue I bent out as a bowe for me Ꟶ Ephraim haue I fylled. Thy sonnes, O Sion, will I rayse vp agaynst the Grekes, Ꟶ make the as a gyauntes swearde:
Zech.9.14	the Lorde God shalbe sene aboue them, Ꟶ hys dartes shall go forth as the lyghtenynge. The Lord God shall blowe the trompet, and shal come forth as a storme out of the south.
Zech.9.15	The Lord of hoostes shall defende them, they shal consume Ꟶ deuoure, Ꟶ subdue them with slynge stones. They shall dryncke Ꟶ rage, as it were thorow wyne. They shalbe fylled lyke the basens, Ꟶ as the hornes of the aulter.
Zech.9.16	The Lord their God shal delyuer them in the daye, as the flock of his people: ffor as precyous stones of a dyademe they shall be sett vp ouer his lande.
Zech.9.17	O how prosperous and goodly a thynge shal that be? The corne shall make the yonge men chearefull, and the new wyne the maydens.
Zech.10.1	Praye the Lorde then by tymes to geue you the latter rayne, so shal the Lorde make bright cloudes, and geue you rayne ynough for all the increase of the felde.
Zech.10.2	For vayne is the answere of Idols. The sothsayers se lyes, and tell but vayne dreames: the conforte that they geue, is nothyng worth. Therfore, go they astraye lyke a flocke of shepe, and are troubled, because they haue no shepherde.
Zech.10.3	My wroth full displeasure is moued at the shepherdes, Ꟶ I will vyset the goates. For the Lorde of hostes will graciously viset his flock, the house of Iuda, and holde them as a goodly fayre horse in the batel.
Zech.10.4	Out of Iuda shal come the helmet the nayle the batelbowe, and all the princes together.
Zech.10.5	They shalbe as the gyauntes, which in the batell treade downe the myre vpon the stretes. They shal fyght for the Lorde shalbe wyth them, so that the horsmen shalbe confounded.
Zech.10.6	I wyll comforte the house of Iuda, and preserue the house of Ioseph. I wyll turne them also, for I pitie them: and they shal be lyke as they were, when I had not cast them of. For I the Lorde am their God, and wyll heare them.
Zech.10.7	Ephraim shalbe as a gyaunt, and their hert shalbe chereful as thorow wyne: yee, their children shall se it, and be glad, and their hert shall reioyce in the Lorde.
Zech.10.8	I wyll blowe for them and gather them together, for I wyll redeme them. They shall increace, as they increased afore.
Zech.10.9	I wyll sowe them amonge the people, that they may thyncke vpon me in farre countrees: they shall lyue with their children, Ꟶ turne agayne.
Zech.10.10	I wyll brynge them agayne also from the lande of Egypt, and gather them out of Assyria. I wyll carye them into the lande of Galaad Ꟶ to Libanus and they shal wante nothinge.
Zech.10.11	He shall go vpon the see of trouble, Ꟶ smyte the see waues: so that all the depe floudes shalbe dryed vp. The proude boastynge of Assur shalbe cast downe, and the sceptre of Egypte shall be taken awaye.
Zech.10.12	I wyll comforte them in the Lorde, that they maye walke in his name, sayeth the Lorde.
Zech.11.1	Open thy dores, O Libanus, that the fyre maye consume thy Cedre trees.
Zech.11.2	Howle ye Fyrre trees for the Cedre is fallen, yee, all the proude are wasted awaye. Howle (O ye oke trees of Baasan) for the myghtye stronge wood is cut downe.
Zech.11.3	Men may heare the shepherdes mourne, for their glorye is destroyed. Men may heare the lyons whelpes roare, for the pryde of Iordane is wasted awaye.
Zech.11.4	Thus sayeth the Lorde my God: Fede the shepe of the slaughter,
Zech.11.5	whiche shalbe slayne of those that possesse them: yet they take it for no sinne, but they that sell them, saye: The Lord be thancked, I am rich: yee, their awne shepherdes spare them not.
Zech.11.6	Therfore wyll I nomore spare those that dwell in the lande, (sayeth the Lorde) but lo, I wil deliuer the people, euery man into his neyghbours hande and into the hande of his kynge: that they maye smyte the lande, and out of their handes I wyll not delyuer them.
Zech.11.7	I my selfe fedde the slaughter shepe (a poore flocke verely) and toke vnto me two staues: the one is called louyng mekenesse, the other is called destroyer, and so kepte the shepe.
Zech.11.8	Thre shepherdes I putt out of offyce in one moneth, for I myght not awaye wyth them, nether had they eny delyte in me.
Zech.11.9	Then sayde I: I wyll fede you nomore the thynge that dyeth, let it dye: and that wyll perysh, let it perish, and let the remnaunt eate, euery one the fleshe of his neyghboure.
Zech.11.10	I toke also my louynge meke staff, and brake it, that I myght disanull the couenaunt, which I made wyth all people.
Zech.11.11	And so it was broken in that daye. Then the poore symple shepe that had a respect vnto me, knewe therby, that it was the worde of the Lorde.
Zech.11.12	And I sayde vnto them: yf ye thinck it good, bring hyther my pryce: yf no, then leaue. So they wayed downe .xxx. syluer pens, the value that I was prysed at.
Zech.11.13	And the Lorde said vnto me: cast it vnto the potter (a goodly pryce for me to be valued at of them) and I toke the .xxx. syluer pens, and cast them to the potter in the house of the Lorde.
Zech.11.14	Then brake I my other staf also (namely destroyer) that I might lowse the brotherhead betwixt Iuda and Israel.
Zech.11.15	And the Lorde sayde vnto me. Take the also the staff of a foolysh shepherde:
Zech.11.16	for lo, I wyl rayse vp a shepherde in the lande, which shal not seke after the thinges that be lost, ner care for such as go astraye: he shal not heale the wounded, he shall not norysh the thinge that is whole: but he shal eate the flesh of soch as be fat, and teare theyr clawes in peces.
Zech.11.17	O Idols shepherde, that leaueth the flocke. The swerde shall come vpon hys arme and vpon hys ryght eye. Hys arme shalbe cleane dryed vp, and hys ryght eye shalbe sore blynded.
Zech.12.1	The heuy burthen which the Lorde hath deuysed for Israell. Thus sayeth the Lorde which spred the heauens abrode, layde the foundacion of the earth and geueth man the breath of lyfe.
Zech.12.2	Beholde, I wyll make Ierusalem a cuppe of surfet, vnto all the people that are rounde about her. Yee, Iuda hym selfe also shalbe in the sege agaynst Ierusalem.
Zech.12.3	At the same tyme wyll I make Ierusalem an heuy stone for al people, so that al soch as lyft it vp, shalbe toarne and rente, and all the people of the earth shalbe gathered together agaynst it.
Zech.12.4	In that daye, sayeth the Lorde, I wyll make all horses abashed, and those that ryde vpon them, to be out of their wittes. I wyl open myne eyes vpon the house of Iuda, and smyte all the horses of the people with blindnesse.
Zech.12.5	And the princes of Iuda shall saye in their hertes. The inhabyters of Ierusalem shall geue me consolacion in the Lorde of hostes their God.
Zech.12.6	In that tyme will I make the princes of Iuda lyke an hote burnynge ouen with wood, and lyke a cresset of fyre among the strawe: so that they shall consume all the people rounde aboute them, both vpon the ryght hande Ꟶ the left. Ierusalem also shalbe inhabyted agayne: namely, in the same place where Ierusalem standeth.
Zech.12.7	The Lorde shall preserue the tentes of Iuda lyke as a fore tyme: so that the glory of the house of Dauid: Ꟶ the glory of the cytesyns of Ierusalem, shalbe but lytle regarded, in comparison of the glory of Iuda.
Zech.12.8	In that daye shall the Lorde defende the cytesyns of Ierusalem: so that the weakest then amonge them shalbe as Dauid: and the house of Dauid shalbe lyke as Gods house, and as the Aungell of the Lorde before them.
Zech.12.9	At the same tyme will I go about to destroye all soch people as come against Ierusalem.
Zech.12.10	Moreouer, vpon the house of Dauid and vpon the cytesyns of Ierusalem will I poure out the sprete of grace Ꟶ compassion, so that they shall loke vpon me, whom they haue pearsed: Ꟶ they shal bewepe him as men mourne for their only begotten sonne: yee, Ꟶ be sory for him, as men are sory for their first chyld.
Zech.12.11	Then shall there be a great mournyng at Ierusalem, lyke as the lamentacion at Adremnon in the felde of Maggadon.
Zech.12.12	And the lande shall bewayle euery kinred by them selues. The kinred of the house of Dauid them selues alone, and their wiues by them selues:
Zech.12.13	The kynred of the house of Nathan them selues alone, and their wyues by them selues. The kynred of the house of Leui them selues alone, and their wyues by them selues. The kynred of the house of Semei them selues alone, and their wyues by them selues.
Zech.12.14	In lyke maner, all the other generacions euerychone by them selues alone, and their wyues by them selues.
Zech.13.1	In that tyme shall the house of Dauid and the cytesyns of Ierusalem haue an open well, to wash of synne and vnclennesse.
Zech.13.2	And then (sayeth the Lorde of hostes) I wyll destroye the names of Idoles out of the lande: so that they shall nomore be put in remembraunce. As for the false prophetes also, and the vnclene sprete, I shall take them out of the lande.
Zech.13.3	So that yf any of them prophecye any more, his awne father and mother that begat him, shall saye vnto him. Thou shalt dye for thou speakest lyes vnder the name of the Lorde: yee, his awne father and mother that begat him, shall wounde him, when he prophecieth.
Zech.13.4	And then shall those prophetes be confounded, euery one of his vision when he prophecieth: nether shal they were sack clothes any more, to disceaue men with all.
Zech.13.5	But he shall be fayne to saye: I am no Prophet: I am an husbandeman, for so am I taught by Adam fro my youth vp.
Zech.13.6	And yf it be sayde vnto hym: how came these woundes then in thine handes? He shal answere. Thus am I wounded in the house of myne awne frendes.
Zech.13.7	Aryse, O thou swearde, vpon my shepherde, and vpon the Prince of my people, saieth the Lorde of hostes. Smyte the shepherd, and the shepe shalbe scatred abrode, and so wyll I turne myne hande to the lytle ones.
Zech.13.8	And it shall come to passe (sayeth the Lorde) that in all the land two partes shalbe roted out, but the thyrde parte shall remayne therin.
Zech.13.9	And the same thyrde parte wyll I bringe thorow the fire, Ꟶ wil clense them, as the siluer is clensed: yee, Ꟶ trye them lyke as golde is tryed. Then shall they call vpon my name and I will heare them: I wyll saye: it is my people. And they shal saye: Lorde my God.
Zech.14.1	Beholde, the daye of the Lorde commeth, that thou shalt be spoyled and robbed,
Zech.14.2	for I will gather together all the Heathen to fight agaynst Ierusalem: so that the citie shalbe wonne, the houses spoyled, and the wemen defiled. The halfe of the citie shal go awaye into captiuite, and the residue of the people shal not be caried out of the citie.
