Mal.2.8	But as for you, ye are gone clene out of the waye, and haue caused the multitude to be offended at the lawe: ye haue broken the couenaunt of Leui, sayeth the Lorde of hostes.
Mal.2.9	Therfore wyll I also make you to be despysed, and to be of no reputacyon amonge all the people: because ye haue not kepte my wayes, but haue bene parciall in the lawe.
Mal.2.10	Haue we not all one father? Hath not one God made vs? Why doth euery one of vs then despise his awne brother, Ꟶ so breake the couenaunt of oure fathers?
Mal.2.11	Now hath Iuda offended: yee, the abhominacion is donne in Israel and in Ierusalem for Iuda hath defyled the Sanctuary of the Lorde, which he loued, and hath kepte the daughter of a straunge God.
Mal.2.12	But the Lorde shal destroye the man that doth this: (yee, both the master and the scoler) out of the tabernacle of Iacob with hym that offreth vp meatoffryng vnto the Lorde of hostes.
Mal.2.13	Now haue ye brought it to this poynte agayne, that the aulter of the Lorde is couered with teares, wepynge and mournynge: so that I wyll nomore regard the meatofferynge, nether wyl I receaue or accepte eny thyng at your handes.
Mal.2.14	And yet ye saye: wherfore? Euen because that where as the Lorde made a couenaunt betwixte the and the wyfe of thy youth, thou hast despysed. Yet is she thyne awne companyon and maryed wyfe.
Mal.2.15	So dyd not the one, and yet had he an excellent sprete. What dyd then the one? He sought the sede promised of God. Therfore loke well to your sprete, and let no man despyse the wyfe of his youth.
Mal.2.16	Yf thou hatest her put her awaye sayeth the Lorde God of Israell and geue her clothynge for the scorne, sayeth the Lorde of Hostes. Loke well then to youre sprete, and despyse her not.
Mal.2.17	Ye greue the Lorde with your wordes, Ꟶ yet ye saye: wherwith al haue we greued him? In this, that ye saye. Al that do euel are good in the syght of God, and soch please hym. Or els where is the God that punisheth?
Mal.3.1	Beholde, I will sende my messaunger, whiche shall prepare the waye before me: and the Lorde whom ye wolde haue, shal soone come to his temple, yee, euen the messaunger of the couenaunt whom ye longe for. Beholde, he commeth, saieth the Lorde of hostes.
Mal.3.2	But who may abyde the daye of his commyng? Who shalbe able to endure, when he appeareth? For he is like a goldsmythes fyre, ad lyke wasshers sope.
Mal.3.3	He shal syt him downe to trye and to clense the syluer, he shall pourge the chyldren of Leui, and purifye them lyke as golde and syluer: that they maye bringe meatofferinges vnto the Lorde in righteousnes.
Mal.3.4	Then shall the offeryng of Iuda and Ierusalem be acceptable vnto the Lorde, lyke as from the begynnynge and in the yeares, a fore tyme.
Mal.3.5	I wyll come and punyshe you, and I my selfe wyl be a swyfte wytnes agaynst the witches, agaynste the aduouterers, agaynst false swearers: yee, Ꟶ agaynst those that wrongeously kepe back the hyrelynges dewty: which vexe the wyddowes and the fatherlesse, and oppresse the straunger, and feare not me, saieth the Lorde of hostes.
Mal.3.6	For I am the Lorde that chaunge not, Ꟶ ye (O chyldren of Iacob) wyll not leaue of
Mal.3.7	ye are gone awaye fro myne ordinaunces, and sens the tyme of your forfathers haue ye not kepte them. Turne you now vnto me, and I wyll turne me vnto you, sayeth the Lorde of hostes: ye saye, wherin shal we turne?
Mal.3.8	Shulde a man vse falshed and disceat with God as ye vse falshed and disceate with me? yet ye saye wherin vse we disceate wt the? In Tithes Ꟶ heaue offeringes.
Mal.3.9	Therfore are ye cursed wyth penury, because ye dissemble with me, all the sorte of you.
Mal.3.10	Bringe euery Tithe into my barne, that there maye be meat in myne house: and proue me withall (sayeth the Lorde of hoostes) yf I wyll not open the wyndowes of heauen vnto you, and poure you out a blessyng with plenteousnesse.
Mal.3.11	Yee, I shall reproue the consumer for your sakes, so that he shall not eate vp the frute of youre grounde, nether shall the vynyarde be baren in the felde, sayeth the Lorde of hostes:
Mal.3.12	In so moch that all people shall saye, that ye be blessed, for ye shall be a pleasaunt lande, sayeth the Lorde of hostes.
Mal.3.13	Ye speake harde wordes agaynst me, sayeth the Lorde. And yet ye saye: What haue we spoken agaynst the?
Mal.3.14	Ye haue sayde: It is but lost labour, to serue God? What profyt haue we for kepynge his commaundementes, and for walkynge humbly before the Lorde of hostes?
Mal.3.15	Therfore maye we saye, that the proude are happie, Ꟶ that they which deale with vngodlynesse, are sett vp: for they tempte God, and yet escape.
Mal.3.16	But they that feare God, saye thus one to another: the Lorde consydereth and heareth it. Yee, it is before him a memoryal boke, wrytten for soch as feare the Lorde, and remembre his name.
Mal.3.17	And in the daye that I wyll make (sayth the Lorde of hostes) they shalbe myne awne possession: and I will fauoure them, lyke as a man fauoureth hys awne sonne, that doth hym seruyce.
Mal.3.18	Turne you therfore, and consydre what dyfference is betwyxte the righteous and vngodly, betwixte him that serueth God, and him that serueth hym not.
Mal.4.1	For marck, the daye commeth that shal bnrne as an ouen: and all the proude, yee, and all soch as do wyckednesse, shalbe strawe, Ꟶ the daye that is for to come, shall burne them vp (saieth the Lord of hostes) so that it shal leaue them nether rote ner braunche.
Mal.4.2	But vnto you that feare my name, shall that Sonne of ryghteousnesse aryse, and health shalbe vnder his wynges: ye shal go forth, and multiplie as the fat calues,
Mal.4.3	ye shal treade downe the vngodly: for they shalbe lyke the asshes vnder the soles of youre fete in the daye that I shall make, sayeth the Lorde of hoostes.
Mal.4.4	Remembre the lawe of Moses my seruaunt, whych I commytted vnto hym in Oreb for all Israell, with the statutes and ordinaunces.
Mal.4.5	Beholde, I wyll sende you Elias the prophet: before the commynge of the daye of the greate and fearefull Lorde.
Mal.4.6	He shal turne the hertes of the fathers to theyr children, and the hertes of the chyldren to their fathers, that I come not and smyte the earth with cursynge.
Mal.0.0	¶ The ende of the prophecy of Malachy: and co{n}seque{n}tly of all the prophetes.
