Phil.1.25	And thys am I sure of, that I shall abyde, and continue with you all, for youre furtheraunce and ioye of youre fayth,
Phil.1.26	that youre reioysinge maye be the more aboundant thorowe Iesus Christ in me, by my commynge to you agayne.
Phil.1.27	Onely let youre conuersacyon be, as it be commeth the Gospell of Christ: that whether I come Ꟶ se you, or els be absent, I maye yet heare of youre condicyon, that ye contynue in one sprete, and in one soule, labourynge as we do, to mayntayne the fayth of the Gospell,
Phil.1.28	and in nothinge fearynge youre aduersaryes, which is to them a cause of perdicyon, but to you of saluacyon, Ꟶ that of God:
Phil.1.29	for vnto you it is geuen for Chryst, that not onely ye shulde beleue on hym: but also that ye shulde suffre for hys sake,
Phil.1.30	hauynge euen soche a fyght, as ye sawe in me, and nowe heare of me.
Phil.2.1	If ther be therfore eny consolacyon in Christ, yf ther be eny comforte of loue, yf ther by eny fellishyppe of the sprete, yf ther be eny compassion and mercy:
Phil.2.2	full fyll ye my ioye, that ye be lyke mynded, hauinge one loue, beynge of one accorde, and of one mynde,
Phil.2.3	that nothinge be done thorowe stryfe or of vayne glory, but in mekenes of mynde, let euery man esteme another better then hym selfe.
Phil.2.4	Loke not ye euery man on hys awne thinges, but euery man on the thinges that are other mens.
Phil.2.5	Let the same mynde be in you, that was also in Christ Iesu:
Phil.2.6	which whan he was in the shape of God, thought it no robbery to be equall with God
Phil.2.7	Neuerthelesse he made hym selfe of no reputacion, takynge on hym the shape of a seruaunte, and became lyke vnto men,
Phil.2.8	and was founde in his apparell as a man. He humbled him selfe, and became obedient vnto the deeth, euen the deeth of the crosse.
Phil.2.9	Wherfore, God also hath exalted him on hye, and geuen him a name which is aboue all names:
Phil.2.10	that in the name of Iesus euery knee shulde bowe, both of thinges in heauen and thynges in erth and thynges vnder the erth,
Phil.2.11	and that all tonges shulde confesse, that Iesus Christ is the Lorde, vnto the prayse of God the father.
Phil.2.12	Wherfore (my dearly beloued) as ye haue alwayes obeyed, not when I was present onely, but nowe moche more in myne absence, euen so worcke out youre awne saluacion with feare and tremblyng.
Phil.2.13	For it is God, which worketh in you, both the wyll and also the dede, euen of good wyll.
Phil.2.14	Do all thynge with out murmuringe, Ꟶ dysputynge,
Phil.2.15	that ye maye be soche as no man came complayne on: and vnfayned sonnes of God without rebuke, in the myddes of a croked and peruerse nacyon: amonge whom se that ye shyne as lyghtes in the worlde,
Phil.2.16	holdynge faste the worde of lyfe, that I maye reioyce in the daye of Chryst, howe that I haue not runne in vayne, nether haue laboured in vayne.
Phil.2.17	Yee and though I be offered vp vpon the offeringe Ꟶ sacrifyce of youre fayth: I reioyce and reioyce with you all.
Phil.2.18	For the same cause also do ye reioyce, and reioyce with me.
Phil.2.19	I trust in the Lorde Iesus, for to sende Timotheus shortly vnto you, that I also maye be of good comforte, when I knowe what case ye stande in.
Phil.2.20	For I haue no man that is so lyke mynded to me, which with so pure affeccyon wyll care for youre matters.
Phil.2.21	For all other seke theyr awne, and not the thynges which are Iesus Christes.
Phil.2.22	ye knowe the proffe of hym, howe that as a sonne with the father, so hath he with me bestowed hys seruice in the Gospell.
Phil.2.23	Hym therfore I hope to sende, assone as I knowe howe it wyll go with me.
Phil.2.24	I trust in the Lord, that I also my selfe shall come shortly.
Phil.2.25	But I supposed it necessary to sende brother Epaphroditus vnto you, my companion in laboure and felowe souldier, youre Apostell, which also ministreth vnto me at nede.
Phil.2.26	For he longed after you all, and was full of heuynes, because that ye had hearde saye, that he had bene sycke.
Phil.2.27	And no doute he was sicke, in somoch that he was nye vnto deeth. But God had mercy on him: and not on him onely, but on me also, lest I shulde haue sorowe vpon sorowe.
Phil.2.28	I sent hym therfore the more diligently: that when ye se hym, ye maye reioyce agayne, and that I maye be the lesse sorowfull.
Phil.2.29	Receaue him therfore in the Lorde with all gladnes, and make moche of soche:
Phil.2.30	because that for the worke of Chryst he went so farre, that he was nye vnto deeth, and regarded not hys lyfe: to fullfyll that, which was lackynge on youre parte to warde me.
Phil.3.1	Moreouer, (brethren) reioyce ye in the Lorde. It greueth me not to wryte one thynge often to you. For to you it is a sure thynge.
Phil.3.2	Beware of dogges, beware of euyll workers. Beware of dissensyon.
Phil.3.3	For we are circumcisyon, which serue God in the sprete, and reioyce in Chryst Iesu, and haue no confydence in the flesshe:
Phil.3.4	though I myght also reioyce in the flesshe. If eny other man thynketh that he hath wherof he might trust in the flesshe: I haue more:
Phil.3.5	beynge circumcysed the eyght daye, of the kynred of Israel, of the trybe of Beniamin an Ebrue borne of the Ebrues as concernynge the lawe, a Pharisaye:
Phil.3.6	as concernynge feruentnes, I persecuted the congregacyon, as touchynge the ryghtewesnes which is in the lawe, I was vnrebukable.
Phil.3.7	But the thynges that were vauntage vnto me, those I counted losse for Chrystes sake.
Phil.3.8	ye I thynke all thynges but losse for the excellencye of the knowledge of Chryst Iesu my Lorde. For whom I haue counted all thynge losse, and do iudge them but vyle, that I maye wynne Chryst,
Phil.3.9	and be founde in him not hauynge myne awne ryghtewesnes of the lawe: but that which is thorow the fayth of Chryst: euen the ryghtewesnes which commeth of God thorowe fayth:
Phil.3.10	that I maye knowe hym and the vertue of hys resurrecyon, and the fellowshyppe of hys passyons, whyle I am conformable vnto hys (deeth)
Phil.3.11	yf by eny meanes I myght attayne vnto the resurreccyon of the deed.
Phil.3.12	Not that I haue attayned vnto it all ready, or that I am all ready perfecte: but I folowe, yf that I maye comprehende that, wherin I am comprehended of Chryst Iesu.
Phil.3.13	Brethren, I counte not my selfe that I haue gotten it as yet, but this one thynge I saye: I forget those thinges which are behinde, Ꟶ endeuoure my selfe vnto those thinges which are before,
Phil.3.14	and (accordinge to the marke apoynted) I preace to the rewarde of the hye callynge of God thorowe Chryst Iesu.
Phil.3.15	Let vs therfore as many as be perfect, be thus wyse mynded, and yf ye be other wyse mynded, God shall open the same also vnto you.
Phil.3.16	Neuerthelesse vnto that which we haue attayned vnto, lett vs proceade by one rule, that we maye be of one accorde.
Phil.3.17	Brethren, be folowers together of me, and loke on them which walke euen so, as ye haue vs for an ensample.
Phil.3.18	For many walke (of whom I haue tolde you often and nowe tell you wepynge) that they are the enemies of the crosse of Christ,
Phil.3.19	whose ende is damnacion, whose God is theyr belly and glory to theyr shame, which are worldely mynded.
Phil.3.20	But oure conuersacyon is in heauen, from whence we loke for the saueoure, euen the Lorde Iesus Chryst,
Phil.3.21	which shall chaunge oure vyle bodie, that he maye make it lyke vnto hys glorious body, accordynge to the workynge, wherby he is able also to subdue all thynges vnto him selfe.
Phil.4.1	Therfore my brethren (dearly beloued and longed for) my ioye and crowne, so continue in the Lorde ye beloued.
Phil.4.2	I praye Euodias, and beseche Sintiches, that they be of one accorde in the Lord.
Phil.4.3	Yee and I beseche the faythfull yockefelowe, helpe the wemen which laboured with me in the Gospell, and with Clement also, and with other my laboure felowes whose names are in the boke of lyfe.
Phil.4.4	Reioyce in the Lord alwaye and agayne I saye reioyce.
Phil.4.5	Let youre softenes be knowen vnto all men: The Lorde is euen at hande.
Phil.4.6	Be carefull for nothynge: but in all prayer and supplicacyon let youre peticyons be manifeste vnto God with geuynge of thankes.
Phil.4.7	And the peace of God (which passeth all vnderstandynge) kepe youre hertes and myndes thorowe Christ Iesu.
Phil.4.8	Furthermore, brethren, whatsoeuer thinges are true, whatsoeuer thynges are honeste, whatsoeuer thinges are iust, whatsoeuer thynges are pure, whatsoeuer thynges are conuenient, whatsoeuer thinges are of honeste reporte: Yf ther be eny vertue, yf ther be eny prayse,
Phil.4.9	those same haue ye in youre mynde, which ye haue bothe learned Ꟶ receaued, hearde also and sene in me those thinges do, and the God of peace shalbe with you.
Phil.4.10	I reioyce in the Lord greatly, that nowe at the last youre care is reuyued agayne for me in that wherin ye were also carefull, but ye lacked oportunite.
Phil.4.11	I speake not because of necessite. For I haue learned in whatsoeuer estate I am, therwith to be content.
Phil.4.12	I knowe howe to be lowe and I knowe howe to excede. Euery where and in all thinges I am instructed, both to be full and to be hongrye, both to haue plenty and to suffre nede.
Phil.4.13	I can do all thinges thorowe Christ which strengtheneth me.
Phil.4.14	Not withstandynge ye haue well done, that ye bare parte wt me in my tribulacion.
Phil.4.15	Ye of Philippos knowe also that in the begynnynge of the Gospell, when I departed from Macedonia, no congregacyon bare parte with me, as concernynge geuynge Ꟶ receauinge, but ye onely.
Phil.4.16	For when I was in Thessalonica, ye sent once and afterward agayne vnto my necessite:
Phil.4.17	not that I desire gyftes: but I desyre aboundant frute on youre parte.
Phil.4.18	Neuertheles I receaued all, and haue plentie. I was euen fylled after that I receaued of Epaphroditus the thinges, which were sent from you, an odoure of a swete smell a sacrifyce accepted and pleasaunt to God.
Phil.4.19	My God shall supplye all youre nede thorow his gloryous riches by Iesu Christ.
Phil.4.20	Unto God Ꟶ oure father be prayse for euermore. Amen.
Phil.4.21	Salute all the saynctes in Christ Iesu. The brethren which are with me, greate you.
Phil.4.22	All the saynctes salute you, most of all they which are of the emperours housholde.
Phil.4.23	The grace of oure Lord Iesu Christ be with you all. Amen.
Phil.0.0	¶ Thys Epistle was wrytten from Rome by Epaphroditus.
