Ezra.2.41	The syngers, the children of Asaph, an hundred, and eyght Ꟶ twentye.
Ezra.2.42	The children of the dore keper. The children of Sallum, the children of Ater, the children of Talmon, the children of Akub, the children of Hatita, the children of Sobai: all togeather an hundred, and nyne and thyrtye.
Ezra.2.43	The Nethinims, the children of ziha, the children of Hasupha, the children of Tabaoth,
Ezra.2.44	the children of Ceros, the children of Sicha, the children of Padon,
Ezra.2.45	the chyldren of Lebanaa, the children of Hagabh, the chyldren of Akub,
Ezra.2.46	the chyldren of Hagab, the chyldren of Samlai, the chyldren of Hanan,
Ezra.2.47	the children of Giddel, the chyldren of Gahar, the chyldren of Reaia,
Ezra.2.48	the chyldren of Razin, the chyldren of Necoda, the chyldren of Gasam,
Ezra.2.49	the chyldren of Usa, the chyldren of Passeah: the chyldren of Bessai,
Ezra.2.50	the chyldren of Asna, the chyldren of Mehunim, the chyldren of Nephussim,
Ezra.2.51	the chyldren of Bacbuc, the chyldren of Hacuba, the chyldren of Harhur,
Ezra.2.52	the chyldren of Bazluth, the children of Mehira, the chyldren of Harsa,
Ezra.2.53	the chyldren of Barcom, the chyldren of Sisara, the chyldren of Thamah,
Ezra.2.54	the chyldren of Neziah, the chyldren of Hatipha.
Ezra.2.55	The chyldren of Salomons seruauntes, the chyldren of Sotai, the chyldren of Sophereth, the chyldren of Peruda,
Ezra.2.56	the chyldren of Iaala, the children of Darcon, the chyldren of Giddel,
Ezra.2.57	the chyldren of Sephatiah, the children of Hattil, the children of Pochereth Hazbaim, the chyldren of Ami.
Ezra.2.58	All the Nethinims and the chyldren of Salomons seruauntes, were all together, thre hundred and two and nyntye.
Ezra.2.59	And these went vp from, Thelmelah, and from Thelharsa, Cherub, Addon and Immer. But they coulde not discerne theyr fathers house and theyr sede, whether they were of Israel.
Ezra.2.60	The children of Delaia, the chyldren of Tobia, the chyldren of Necoda, syxe hundred and two and fyfty.
Ezra.2.61	And of the chyldren of the prestes. The chyldren of Hebaia, the chyldren of Hakoz, the chyldren of Berzilai, which toke one of the daughters of Berzilai the Gileadite to wyfe, and was called after theyr name:
Ezra.2.62	these sought theyr euidence amonge them that had the register of byrth, and were not founde therin, therfore were they put from the presthod.
Ezra.2.63	And Hathirsatha sayd vnto them, that they shuld not eate of the most holy, till ther rose vp a preste to weare Urim and Thumim.
Ezra.2.64	The whole congregacion together, was .xlij. thousand, thre hundred and threscore:
Ezra.2.65	besyde their seruauntes and maydens, of whom there were seuen thousand, thre hundred, and seuen and thyrtye. And there were amonge them two hundred syngynge men and wemen.
Ezra.2.66	Their horses were seuen hundred and syxe Ꟶ thirty. Their mules, two hundred, and fyue and fourtye:
Ezra.2.67	and their camels, foure hundred and fyue and thirty. Theyr asses, syxe thousande, seuen hundred and twentye.
Ezra.2.68	And certayne of the chefe fathers, when they came because of the house of the Lorde at Ierusalem, they offered them selues wyllynge for the house of God, to sett in hys place,
Ezra.2.69	and gaue gold after their habilite vnto the treasure of the worcke, euen one and threscore thousande peces, and fyue thousande pounde of syluer, and an hundred prestes garmentes.
Ezra.2.70	So the prestes and the leuites, and a certayne of the people and the syngers, and the porters, and the Nethinims dwelt in their cyties, and all Israell in theyr cyties.
Ezra.3.1	And when the seuenth moneth came, and the children of Israel were nowe in theyr cyties, the people came togeather (euen as one man) vnto Ierusalem.
Ezra.3.2	And there stode vp Iesua the sonne of Iosedec and his brethren the prestes, and zorobabel the sonne of Salathiel Ꟶ hys brethren, and buylded the aultar of the God of Israel, to offre burntoffrynges theron, as it is writen in the lawe of Moses the man of God
Ezra.3.3	and the aultar set they vpon hys socketes (for ther was a fearfulnes amonge them because of the nacions and landes) therfore they offered burntoffringes theron vnto the Lord in the morning Ꟶ at euen.
Ezra.3.4	And they helde the feaste of tabernacles as it is writen, Ꟶ offered burnt sacrifices dayly, acording to the nombre Ꟶ custome, daye by daye.
Ezra.3.5	Afterwarde they offred dayly burntoffringes also, Ꟶ in the new mones and in all the feast dayes that were consecrate vnto the Lorde, and for all them whych dyd (of their awne fre wyll) offre vnto the Lord.
Ezra.3.6	From the first daye of the seuenth moneth beganne they to offre burntsacryfyces vnto the Lorde: euen whan the foundacyon of the temple of the Lord was not yet layed.
Ezra.3.7	They gaue money also vnto the masons and carpenters, and meate and dryncke and oyle vnto them of zidon and of Tire, to brynge them Cedre tymbre from Libanus by see vnto Ioppa, accordyng to the graunt that they had of Cyrus the kynge of Persia.
Ezra.3.8	In the seconde yere of their comming vnto the place of the house of God at Ierusalem in the second moneth, beganne zorobabel the sonne of Salathiell, Ꟶ Iesua the sonne of Iosedec, and the remnaunt of theyr brethren the prestes and leuites, and all they that were come out of the captiuyte vnto Ierusalem, Ꟶ appoynted the leuytes from twentye yeare olde and aboue, to se, that the worcke of the house of the Lorde went forwarde.
Ezra.3.9	And Iesua stode with his sonnes and brethren, and Cadmiell with his sonnes, and the chyldren of Iuda, to forther the worckemen of the house of God, euen the children of Henadab, with their children and their brethren the leuites.
Ezra.3.10	And whan the builders layd the foundacyon of the temple of the Lorde, the preastes stode in theyr araye, with trompetes. And the leuites the chyldren of Asaph with cymbales, to prayse the Lorde after the maner of Dauid kyng of Israell.
Ezra.3.11	And they sang together, whan they gaue prayse Ꟶ thankes vnto the Lord, because he is gracious, and because his mercy endureth for euer vpon Israell. And all the people shouted loude in praysyng the Lord, because the foundacion of the house of the Lorde was layde.
Ezra.3.12	Many also of the preastes and leuites and auncient fathers, which had sene the first house (when the foundacion of thys house was layed before theyr eyes) wepte with a loude voyce. And many shouted with ioye,
Ezra.3.13	so that the noyse gaue a greate sounde, in so moch that the people coulde not discerne the ioyful sounde and gladnes, from the noyse of the wepynge amonge the people: for the people shouted wyth a loude cry, and the noyse was herde farre of.
Ezra.4.1	But the aduersaryes of Iuda and Beniamin hearde, that the children of the captiuite buylded the temple vnto the Lord God of Israel.
Ezra.4.2	And they came to zorobabel and to the principall fathers, and sayde vnto them: We will builde with you: for we seke the Lorde youre God lyke as ye do. And we haue done sacrifyce vnto hym, sence the tyme of Asor Hadon the kynge of Assur which brought vs vp hyther.
Ezra.4.3	And zorobabel and Iesua and the other auncient fathers of Israel sayde vnto them: It cannot be, that you and we together shuld buylde the house vnto our God: for we oure selues wyll buylde alone vnto the Lord our God of Israel, as Cyrus the king of Persia hath commaunded vs.
Ezra.4.4	And it came to passe, that the folke of the land hyndered the people of Iuda, and troubled them as they were buyldynge,
Ezra.4.5	and hyred councelers against them, to hynder their deuyce, as longe as Cyrus the kyng of Persia lyued, vntyll the raygne of Darius king of Persia.
Ezra.4.6	And in the raygne of Ahasuerus, (euen in the begynnyng of his raygne) wrote they vnto him a complaynte agaynst the inhabitours of Iuda and Ierusalem.
Ezra.4.7	And in the dayes of Arthaxerses, wrote Mithridath Tabeel and the other of hys councell, vnto Arthaxerses the king of Persia with fayre wordes. And the scripture of the letter was writen in the Sirians speach, and interpretated in the language of the Sirians
Ezra.4.8	Rehum the recorder and Samsai the scribe wrote a letter from Ierusalem to Arthaxerses the kyng, as it foloweth.
Ezra.4.9	Then Rehum the recorder, Ꟶ Samsai the scribe, and other of their companye of Dina, of Arphasath, of Tarpla, of Persia, of Arach, of Babylon, of Susan, of Deha, of Elan,
Ezra.4.10	Ꟶ other of the people who the greate Ꟶ noble Asnapar brought ouer, and sett in the cytes of Samaria, Ꟶ other, that are now on this syde the water.
Ezra.4.11	Thys is the copye of the letter that they sent vnto kyng Artaxerses. Thy seruauntes, Ꟶ the men that are now on thys syde the water.
Ezra.4.12	Be it knowne vnto the king, that the Iewes which came vp from the to vs, are come vnto Ierusalem (a cytie sedicyous and frowarde) and buylde the same, and sett vp the walles therof, and laye the foundacions.
Ezra.4.13	Be it knowne now also vnto the kynge, that yf this cytie be buylded, and the walles therof made vp agayne, then shall not they geue, tolle, tribute, and custome, and the kynges profyte shall incurre dammage.
Ezra.4.14	And now in the meane season we haue destroyed the temple, and wolde no longer se the kynges dishonoure: Therfore sent we out also, and certifyed the kynge:
Ezra.4.15	that it maye be sought in the boke of the Chronycles of thy progenitours, and so shalt thou fynde in the booke of the Chronycles, and perceaue that this cytie is sedicious and noysome vnto kynges and landes, and that they cause other also among them to rebell of olde, Ꟶ for the same cause was thys cytie destroyed.
Ezra.4.16	Therfore do we certyfye the kynge that yf this cyte be buylded agayne, and the walles therof made vp, thou shalt herafter haue no porcion on this fyde the water.
Ezra.4.17	Then sent the kyng a answere vnto Rehum the recorder, Ꟶ Simsai the scribe, and to the other of theyr companyons that dwelt in Samaria, Ꟶ vnto the other that were beyonde the water, in Selan and Cheheth.
Ezra.4.18	The letter which ye sent vnto vs, hath bene openly redd before me,
Ezra.4.19	and I haue commaunded to make search: Ꟶ it is founde, that this cytie of olde hath made insurreccion agaynst kynges, and that rebellion and sedicion hath bene commytted therin.
Ezra.4.20	There haue bene myghtie kinges also at Ierusalem, which haue raygned ouer all countrees beyonde the water: and tolle, trybute, Ꟶ custome was geuen vnto them:
Ezra.4.21	Geue ye now therfore commaundement, that the same men be forbydden, and that the cytie be not buylded agayne, tyll I haue geuen another commaundement.
Ezra.4.22	Take hede now that ye be not negligent to do this: for why shulde the kynge haue harme there thorowe?
Ezra.4.23	Now when the copye of kynge Artaxerses letter was red before Rehum and Simsai the Scribe and their companyons, they went vp in all the haste to Ierusalem vnto the Iewes, and forbad them with violence and power.
Ezra.4.24	Then ceassed the worcke of the house of God at Ierusalem, and continued so vnto the seconde yere of Darius kynge of Persia
Ezra.5.1	The prophetes, Aggeus and zachary the sonne of Iddo, prophecied vnto the Iewes that were in Iuda and Ierusalem, in the name of the God of Israel.
Ezra.5.2	Then gat vp zorobabel the sonne of Salathiel, and Iesua the sonne of Iosedec, and beganne to buylde the house of God at Ierusalem, and with them were the prophetes of God, which helped them.
Ezra.5.3	At the same tyme came to them Tathnai which was captayne on thys syde the water, and Starbaznai, and their companyons, and sayde thus vnto them. Who hath commaunded you to buylde thys house, and to make vp these walles?
Ezra.5.4	Then tolde we them the names of the men, that made thys buyldynge.
Ezra.5.5	But the eye of their God was vpon the elders of the Iewes, that they coulde not cause them to ceasse, tyll the matter was brougth to Darius, and then they answered by letters ther vnto
Ezra.5.6	This is the copye of the letter, that Tathnai (which was captayne on thys syde the water) and Starbaznai, and the councellers of Apharsah (which were on this syde the water) sent vnto kyng Darius.
Ezra.5.7	And the matter that they sent vnto him, was written thus within the lettre: Unto Darius the kynge, all peace.
Ezra.5.8	Be it knowne vnto the kyng, that we went into the lande of Iewry to the house of the great God, which is buylded wt mighty greate stones, and beames are layed in the walles, and the worcke goeth fast forth, and prospereth in their handes.
Ezra.5.9	Then asked we the Elders, Ꟶ sayde vnto them as it foloweth: Who commaunded you to buylde this house, Ꟶ to make vp the walles therof?
Ezra.5.10	We asked their names also, that we might certifie the, and wryte the names of the men that were theyr rulers.
Ezra.5.11	But they answered vs with these wordes, and sayde. We are the seruauntes of him that is God of heauen and earth, and buylde the house that was buylded many yeres agoo which a greate kynge of Israel buylded, and set vp.
Ezra.5.12	But after that oure fathers had prouoked the God of heauen vnto wrath, he gaue them ouer into the hande of Nabuchodonozer the king of Babilon, Ꟶ of the Caldees, which brake downe this house, and caried the people awaye captiue vnto Babilon.
Ezra.5.13	But in the fyrst yere of Cyrus the kyng of Babylon, the same kyng Cyrus gaue commaundement concernyng thys house of God, that it shulde be builded agayne.
Ezra.5.14	And the vesselles of golde Ꟶ syluer of the house of God, which Nabuchodonozer toke out of the temple that was at Ierusalem, Ꟶ brought them into the temple at Babilon, those dyd Cyrus the kynge take out of the temple at Babilon, and they were delyuered vnto one Sasbazar by name, whom he made captayne,
Ezra.5.15	and sayde vnto him. Take these vessels, and go thy waye, and sett them in the temple that is at Ierusalem, and lett the house of God be buylded in hys place.
Ezra.5.16	Then came the same Sasbazar, and layde the foundacyon of the house of God which is at Ierusalem. Sence that tyme also vntyll now hath it bene in buyldynge, and yet is it not fynished.
Ezra.5.17	Yf it please the kynge now therfore, lett there be searche made in the kynges library which is there at Babylon, whether it haue bene kyng Cyrus commaundement, that thys temple of God at Ierusalem shulde be buylded and let hym sende vs the kynges mynde concernynge the same matter.
Ezra.6.1	Then commaunded kynge Darius, and they made search in the library, euen in the place where they layde vp the treasure at Babilon.
Ezra.6.2	And there was founde in a coffer (in the place that is in the lande of the Medes) a volume: and ther in was it thus wrytten, and soche a memoriall:
Ezra.6.3	In the fyrst yeare of kyng Cyrus, gaue the same kynge Cyrus commaundement concernynge the house of God at Ierusalem, that the same house shulde be buylded in the place where they offre the sacrifices, and to ioyne the walles together of threskore cubytes heygth, and threskore cubytes bredth.
Ezra.6.4	Thre rowes of roughe stones, and one rowe of tymber, and the expences shalbe geuen of the kynges house.
Ezra.6.5	And let the golde and syluer vessell of the house of God (which Nabuchodonozor toke out of the temple at Ierusalem, and brought vnto Babylon) be restored, and brought agayne vnto the temple at Ierusalem to their place in the house of God.
Ezra.6.6	Get you farre from them therfore, thou Thahnai captayne beyonde the water, and Stharbuzanai, and youre councelers Ꟶ Aphersechei, which are beyonde the water, get ye awaye from them.
Ezra.6.7	Let the worcke of the house of this God alone, that the captayne of the Iewes and their Elders maye buylde the house of God in his place.
Ezra.6.8	I haue commaunded what shalbe done to the Elders of Iuda for the buylding of the house of God, that there shalbe diligent hede taken of the kynges goodes, euen of the rentes beyonde the water, and geuen vnto the men, that they be not hyndred
Ezra.6.9	And yf they haue nede of calues, rammes Ꟶ lambes, for the burntofferynge of the God of heauen, wheate, salt, wyne and oyle, after the custome of the preastes at Ierusalem, let the same be geuen them daylie with out anye delaye,
Ezra.6.10	that they maye offre swete sauoures vnto the God of heauen, and praye for the kynges lyfe, and for his chyldren.
Ezra.6.11	And soch a commaundement haue I geuen that what man soeuer he be that altereth thys worde, there shall a beame be taken from hys house, and set vp, and he shalbe hanged theron, and his house shalbe made a donghyll for the same thynge,
Ezra.6.12	And the God that set hys name there, destroye all kynges, Ꟶ people, that put to their hande to alter Ꟶ to breake downe the house of God which is at Ierusalem. I Darius haue commaunded, that this be done with spede.
Ezra.6.13	Then Thathnai the captaine of the countrey beyonde the water, and Stharboznai with theyr councelers (to whom kynge Darius had sent) did their diligence:
Ezra.6.14	And the Elders of the Iewes builded, and they prospered thorow the prophecienge of Aggeus the prophet and zachary the sonne of Iddo: and they builded, and layed vp the foundacion, according to the commaundement of the God of Israell, and after the commaundement of Cyrus, and Darius Ꟶ Arthaxerses kynges of Persia.
Ezra.6.15	And the house was fynisshed the thyrde daye of the moneth Adar, euen in the syxte yere of the raygne of kynge Darius.
Ezra.6.16	And the children of Israell, the preastes, the Leuites, and the other children of the captiuite helde the dedicacion of this house of God with ioye,
Ezra.6.17	and offered at the dedicacion of this house of God, and hundred oxen, two hundred rammes, foure hundred goates: and for the reconcilinge of all Israel twelue he goates, accordynge to the nombre of the tribes of Israel,
Ezra.6.18	Ꟶ set the preastes in their sondry courses, Ꟶ the Leuites in their diuerse offices to minister vnto God at Ierusalem, as it is written in the boke of Moses.
Ezra.6.19	And the children of the captiuite helde Passeouer vpon the fourtenth daye of the fyrst moneth:
Ezra.6.20	for the preastes and Leuytes were purified, so that they were all cleane together, and kylled Passeouer for all the children of the captiuite, and for their brethren the preastes, and for them selues.
Ezra.6.21	And the children of Israel which were come agayne out of captiuite, and all soche as had separated them selues vnto them from the fylthynesse of the Heythen of the lande: to seke the Lorde God of Israel, did eate,
Ezra.6.22	and helde the feast of vnleuened bread seuen dayes with ioye: for the Lorde had made them glad, and turned the hert of the kyng of Assur vnto them, to strengthen their handes in the worcke of the house of God, euen the God of Israel.
Ezra.7.1	After these actes, there was in the raygne of Arthaxerses kyng of Persia, one Esdras the sonne of Saraiah, the sonne of Asaria, the sonne of Helkia,
Ezra.7.2	the sonne of Sallum, the sonne of zadoc, the sonne of Ahitob,
Ezra.7.3	the sonne of Amaria, the sonne of Asaria, the sonne of Meraioth,
Ezra.7.4	the sonne of zeraia, the sonne of Uzi, the sonne of Bucki,
Ezra.7.5	the sonne of Abisua, the sonne of Phinebes, the sonne of Eleazar, the sonne of Aaron the chefe preast.
Ezra.7.6	This Esdras also went vp from Babilon, and was a perfite scribe in the lawe of Moses, which the Lord God of Israel did geue. And the kyng gaue him all that he requyred, because the hande of the Lorde hys God was vpon him.
Ezra.7.7	And there went vp certayne of the children of Israel, of the preastes. Leuites, syngers, porters, and of the Nethinims vnto Ierusalem, in the seuenth yere of kynge Arthaxerses.
Ezra.7.8	And he came to Ierusalem in the fyfth moneth, euen in the seuenth yere of the kynge.
Ezra.7.9	For vpon the fyrst daye of the fyrst moneth, beganne he to go vp from Babilon: Ꟶ on the fyrst daye of the fyfth moneth came he to Ierusalem, because the good hande of God was vpon him.
Ezra.7.10	For Esdras prepared his hert to seke the lawe of the Lorde, and to do it, and to teach the precept and iudgement in Israel.
Ezra.7.11	And this is the copye of the letter, that kyng Arthaxerses gaue vnto Esdras the preast Ꟶ scrybe, which was a wryter of the wordes and commaundementes of the Lorde and of his statutes ouer Israel.
Ezra.7.12	Arthaxerses a king of kynges, Unto Esdras the preast Ꟶ scrybe of the lawe of the God of heauen, peace and salutacion.
Ezra.7.13	I haue commaunded, that all they of the people of Israel, and of the preastes and Leuites in my realme (which are mynded of their awne good wyll to go vp to Ierusalem) go with the:
Ezra.7.14	and therfore art thou sent of the kyng and of his seuen councelers, to vyset Iuda and Ierusalem, accordinge to the lawe of thy God, which is in thy hande:
Ezra.7.15	And that thou shuldest take with the syluer and golde, which the kynge and his councelers offre of their awne good wyll vnto the God of Israell (whose habitacyon is at Ierusalem)
Ezra.7.16	and all the syluer and golde that thou canst fynde in all the countre of Babylon, wt it that the people offre of theyr awne good wyll and the preastes geue for the house of theyr God which is at Ierusalem.
Ezra.7.17	Take thou the same, and bye diligently with the same money, oxen rammes, and lambes, with their meateofferinges and drinckofferynges, and thou shalt offer them vpon the aultare of the house of youre God which is at Ierusalem.
Ezra.7.18	And loke what it lyketh the and thy brethren to do with the remnaunt of the money, that do after the wyll of youre God.
Ezra.7.19	And the vessels that are geuen the for the ministracion in the house of thy God, those deliuer thou before God at Ierusalem.
Ezra.7.20	And whatsoeuer thyng more shall be nedefull for the house of thy God, which is necessary for the to spende, thou shalt receaue the charges out of the kynges treasure house.
Ezra.7.21	I kyng Arthaxerses haue commaunded all the treasures beyonde the water, that loke whatsoeuer Esdras the preaste and scrybe in the lawe of the God of heauen, requireth of you, that ye fulfyll the same spedely,
Ezra.7.22	vntyll an hundred talentes of syluer, vntyll an hundred quarters of wheate, and tyll an hundred Batthes of wyne, Ꟶ tyll an hundred Batthes of oyle, Ꟶ salt without measure.
Ezra.7.23	Whatsoeuer also belongeth to the lawe of the God of heauen, let the same be done without anye delaye for the house of the God of heauen, that he be not wroth agaynst the realme, Ꟶ agaynst the kynge, and hys chyldren.
Ezra.7.24	And we certifye you, that ye haue no auctorite to requyre taxinge and custome, and yearly rentes vpon any of the preastes, Leuites, syngers, porters, Nethinims and ministers in the house of his God.
Ezra.7.25	And thou Esdras (after the wysdome of thy God, that is in thy hande) sett iudges and arbiters (by my auctorite) to iudge all the people that is beyonde the water, euen all soch as knowe the lawe of thy God: and them that knowe it not, those se that ye teach.
Ezra.7.26	And whosoeuer wyll not fulfyll the lawe of thy God, and the kynges lawe, let him haue his iudgement without delaye, whether it be vnto death, or to be rooted out, or to be condemned in goodes, or to be put in preson.
Ezra.7.27	Blessed be the Lorde God of oure fathers, which so hath inspired the kynges hert, to garnysh the house of the Lorde, that is at Ierusalem:
Ezra.7.28	and hath enclyned his mercy vnto me in the presence of the kyng, Ꟶ his councelers, and before all the kynges hye estates. And I was conforted (euen as the hande of the Lorde my God was vpon me) Ꟶ so geathered I the heades of Israell together, that they myghte go vp with me.
Ezra.8.1	These are the principall fathers of them, and this is their register that wente vp with me from Babilon, what tyme as kynge Arthaxerses raygned.
Ezra.8.2	Of the chyldren of Phinehes, Gersom: of the chyldren of Ithamar, Daniel: of the chyldren of Dauid, Hatus:
Ezra.8.3	of the chyldren of zecania amonge the children of Pharos, zachary, and with him were nombred an hundred and fyftie men.
Ezra.8.4	Of the chyldren of the captayne of Moab, Elioenai the sonne of zerahia, and with him two hundred men.
Ezra.8.5	Of the children of zechania the sonne of Iahasiel, and with him thre hundred men.
Ezra.8.6	Of the children of Adin, Abed the sonne of Ionathan, and with him fyftie men.
Ezra.8.7	Of the children of Elam, Isai the sonne of Athalia, and with him seuentie men.
Ezra.8.8	Of the children of Sapharia, zebadia the sonne of Michael, and with hym foure score men.
Ezra.8.9	Of the children of Ioab, Obadia the sonne of Iehiel, and with hym two hundred and eyghtene men,
Ezra.8.10	Of the children of Selomith the sonne of Iosephia, and with him and hundred and thre score men.
Ezra.8.11	Of the children of Bebai, zachary the sonne of Bebai, and with him eyght and twentie men.
Ezra.8.12	Of the children of Asgad, Iohanan, the sonne of Hakatan, and with him an hundred and ten men.
Ezra.8.13	Of the chyldren of Adonicam, that were the last, whose names were these: Eliphelet, Iehiel and Samaiah, and with them thre score men.
Ezra.8.14	Of the chyldren of Biguai, Uthai, and zabud, and with them seuentie men.
Ezra.8.15	And I gathered them together by the water that renneth towarde Ahaua, and there abode we thre dayes. And I loked amonge the people and the preastes Ꟶ founde there none of the children of Leui.
Ezra.8.16	Then sent I to Elieser, to Ariel, Semeia, Elnachan, Iarib, Elnathan, Nathan, zachary and to Mesullam the rulers, and to Ioiarib and Elnathan which were men of vnderstandyng,
Ezra.8.17	and to those gaue I commaundement vnto Iddo the chefest at Casphia, that they shulde fetch vs minysters for the house of oure God, and I tolde them what they shulde saye vnto Iddo, and to his brethren the Nethinims at Casphia.
Ezra.8.18	And (thorow the good hande of oure God vpon vs) they broughte vs a wyse man from amonge the children of Moholi the sonne of Leui, the sonne of Israel, and Sarabia with hys sonnes and his brethren, euen eyghtene.
Ezra.8.19	And Hasabia, and with him Isai of the chyldren of Merari, with his brethren and theyr sonnes, twentie.
Ezra.8.20	And of the Nethinims, whom Dauid Ꟶ the Princes gaue to mynister vnto the Leuites, two hundred Ꟶ twentye of Nethinims, which all were named by name.
Ezra.8.21	And euen there at the water, besyde Ahaua, I proclamed a fast, that we myghte humble oure selues before oure God, and seke of him a ryghte waye for vs, and for oure children and for all oure substaunce.
Ezra.8.22	For I was ashamed to requyre of the kynge, soudyers Ꟶ horsmen, to helpe vs agaynst the enemy in the waye: but we sayd vnto the kynge: The hande of oure God is vpon all them that seke hym in goodnes, and hys violence and wrath is agaynst all them that forsake him.
Ezra.8.23	So we fasted, and be soughte oure God for this, and he hearde vs.
Ezra.8.24	And I toke out twelue of the chefe preastes, Sarabia and Hasabia, and ten of their brethren with them,
Ezra.8.25	and weyed them the syluer and golde, Ꟶ vessels that were appoynted for the house of oure God, which the kynge and his councellers and his Lordes, and all Israell that were there at hande, had geuen together.
