Zeph.2.3	yee, or the daye of the Lordes sore displeasure come vpon you. Seke the Lord all yee meke harted vpon earth, ye that worcke after his iudgement: seke ryghteousnesse, seke lowlynesse: that ye maye be defended in the wrothful daye of the Lord:
Zeph.2.4	For Gaza shal be destroyed, and Ascalon shall be layed waste. They shall cast out Asdod at the noone daye, and Accaron shalbe pluckte vp by the rotes
Zeph.2.5	Wo vnto you that dwell vpon the see coost ye murtherous people: the worde of the Lord shal come vpon you. O Canaan thou lande of the Philistines, I will destroye the, so that there shall no man dwell in the eny more,
Zeph.2.6	Ꟶ as for the see coast, it shall be heardemens cotages Ꟶ shepe foldes:
Zeph.2.7	yee, it shalbe a porcion for soch as remayne of the house of Iuda, to fede ther vpon. In the houses of Ascalon shall they rest towarde nyght: for the Lord their God shal vyset them, Ꟶ turne awaye their captiuite.
Zeph.2.8	I haue herde the despite of Moab, Ꟶ the blasphemyes of the children of Ammon how they haue shamefully intreated my people, Ꟶ magnified them selues within the borders of their lande.
Zeph.2.9	Therfore, as truly as I lyue (sayeth the Lord of hostes the God of Israel) Moab shalbe as Sodome Ꟶ Ammon as Gomorra: euen drie thorne hedges, salt pittes Ꟶ a perpetuall wyldernes. The resydue of my folcke shal spoyle them, the remnaunt of my people shal haue them in possession.
Zeph.2.10	This shall happen vnto them for their pryde, because they haue dealte so shamefully with the Lorde of hostes people, Ꟶ magnified them selues aboue them.
Zeph.2.11	The Lord shall be grymme vpon them, Ꟶ destroye all the goddes in the lande. And all the Iles of the Heathen shall worshippe him, euery man in his place.
Zeph.2.12	Ye Moryans also shall perish wt my swerde:
Zeph.2.13	yee, he shall stretch out his hande ouer the north, and destroye Assur. As for Niniue, he shall make it desolate, drye Ꟶ waste.
Zeph.2.14	The flockes Ꟶ all the beastes of the people shall lye in the middest of it, pellicanes Ꟶ storckes shal abyde in the vpper postes of it, foules shall synge in the wyndowes, Ꟶ rauens shall sytt vpon the balckes, for the boordes of Cedre shalbe ryuen downe.
Zeph.2.15	This is the proude and carelesse citye, that sayde in her herte. I am, and there is els none. O how is she made so waste, that the beastes lye therin? Who so goeth by, mocketh her, and poynteth at her with his fynger.
Zeph.3.1	Wo to the abhominable, fylthie, Ꟶ cruell cytie:
Zeph.3.2	which will not heare, ner be refourmed. Her trust is not in the Lorde, nether will she holde her to her God.
Zeph.3.3	Her rulers within her are as roarynge lyons: her iudges are as wolues in the euenyng, whych leaue nothyng behinde them tyll the morowe.
Zeph.3.4	Her prophetes are lyght personnes Ꟶ vnfaithfull men: her prestes vnhalowe the sanctuary Ꟶ do wronge vnder the pretence of the lawe.
Zeph.3.5	But the iust lord that doth no vnright, was amonge them, euery morning shewing them his lawe clearly, Ꟶ ceassed not. But the vngodly wyll not lerne to be ashamed.
Zeph.3.6	Therfore wil I rote oute this people, Ꟶ destroye their towres: yee, and make their stretes so voyde, that no man shal goo therin. Their cityes shalbe broken downe, so that no body shall be left, ner dwell there eny more.
Zeph.3.7	I sayd vnto them: O feare me, and be content to be refourmed. That their dwellinge shulde not be destroyed, Ꟶ that there shulde happen vnto them none of these thynges, wherwith I shall vyset them. But neuertheles, they stande vp early; to folowe the fylthynes of their awne ymaginacions.
Zeph.3.8	Therfore, ye shall wayte vpon me (sayth the Lorde) vntyll the tyme that I stande vp: for I am determined, to gather the people Ꟶ to bring the kingdomes together, that I may poure out myne anger, ye all my wrothfull dyspleasure vpon them. For al the worlde shall be consumed with the fyre of my gelousy.
Zeph.3.9	And then wyll I clense the lyppes of the people, that they maye euerychone call vpon the name of the Lorde, and serue him with one shulder.
Zeph.3.10	Soche as I haue subdued, and my children also whom I haue scatred abrode, shall brynge me presentes beyonde the waters of Ethiopia.
Zeph.3.11	In that tyme shalt thou nomore be confounded, because of all thy ymagynacions, wher thorow thou haddest offended me: for I will take awaye the proude boasters of thyne honour from the, so that thou shalt nomore triumphe because of my holy hyl.
Zeph.3.12	In the also wyll I leaue a small poore simple people, which shall trust in the name of the Lord.
Zeph.3.13	The remnaunt of Israell shall do no wyckednes, ner speake lyes: nether shall there eny disceatfull tunge be founde in their mouthes. For they shalbe fed, and take their rest, and no man shal make them afrayed.
Zeph.3.14	Geue thankes, O daughter Syon, be ioyfull, O Israel: reioyce Ꟶ be glad from thy whole hert, O daughter Ierusalem,
Zeph.3.15	for the Lorde hath taken awaye thy punyshement, and turned backe thyne enemyes. The kyng of Israel, euen the Lord hym selfe is with the: so that thou nedest nomore to feare eny mysfortune.
Zeph.3.16	In that tyme it shalbe sayde to Ierusalem: feare not, Ꟶ to Syon: let not thyne handes be slacke,
Zeph.3.17	for the Lorde thy God is with the, it is he that hath power to saue: he hath a speciall pleasure in the, Ꟶ a maruelous loue towarde the: yee, he reioyseth ouer the wt gladnesse.
Zeph.3.18	Soch as haue bene in heuynesse, wyll I gather together, and take out of thy congregacion: as for the shame and reprofe that hath bene layed vpon the, it shalbe farre from the.
Zeph.3.19	And lo, in that tyme wyll I destroye al those that vexe the: I wil helpe the lame, and gather vp the cast awaye: yee, I will get them prayse and honour in all landes, where they haue bene put to shame.
Zeph.3.20	At that same tyme wyll I brynge you in, Ꟶ at the same tyme will I gather you. I wil get you a name and a good reporte amonge all people of the erth, when I turne backe your captyuite before your eyes, sayeth the Lorde.
Zeph.0.0	¶ The ende of the propphecy of Sophony⸫
