Ruth.1.22	And so Naomi with Ruth the Moabitesse her daughter in lawe returned out of the countreye of Moab, and came to Bethlehem, in the begynninge of barley harueste.
Ruth.2.1	And Naomis husband had a kinsman of strength, and myght, (which was of the kynredd of Elimelec) named Booz.
Ruth.2.2	And Ruth the Moabitesse sayd vnto Naomi: let me go to the felde, and geather eares of corne after any man in whose syght, I fynde grace. And she sayde vnto her: go my daughter.
Ruth.2.3	And she went, and came to the felde, and geathered after the reapers, and her chaunce was, that the same felde pertayned vnto Booz, which was of the kynred of Elimelec.
Ruth.2.4	And behold, Booz came from Bethlehem, and sayd vnto the reapers: the Lorde be with you. And they answered him: the Lorde blesse the.
Ruth.2.5	Then sayd Booz vnto his younge man that stode by the reapers. Whose damosell is this?
Ruth.2.6	And the younge man that stode by the reapers, answered, and sayde: it is the Moabityshe damosell, that came with Naomi out of the countrey of Moab,
Ruth.2.7	and she sayde vnto vs: Oh, let me lease Ꟶ geather after the reapers, the eares that remayne: and so she came, and hath continued euen from the mornyng vnto now, saue that she taried a litle in the house.
Ruth.2.8	Then sayde Booz vnto Ruth: hearest thou my daughter: go to no nother felde to geather, nether go from hence: but abyde here by my maydens.
Ruth.2.9	Let thine eyes be on the felde that they reape, and go thou after the maydens. Haue I not charged the young men, that they shal do the no hurt? Moreouer when thou art a thyrst, go vnto the vessels, and drinck of that which the laddes haue drawen.
Ruth.2.10	Then she fell on her face and bowed her selfe to the grounde, and sayd vnto him: how is it that I haue founde grace in thine eyes, and that thou shuldest knowe me, seing I am an aliaunt?
Ruth.2.11	And Booz answered and sayde vnto her: all is tolde and shewed me, that thou hast done vnto thy mother in lawe, sence the death of thyne husbande, how thou hast lefte thy father and thy mother, and the lande where thou wast borne, and art come vnto a nacion which thou knewest not in tyme passed.
Ruth.2.12	The Lord quyte thy worcke, and a full rewarde be geuen the of the Lorde God of Israell, vnder whose wynges thou art come to abyde.
Ruth.2.13	Then she sayde: let me fynde fauoure in thy syghte my Lorde, thou that hast conforted me, and spoken hartely vnto thy mayde, which yet am not like vnto one of thy maydens.
Ruth.2.14	Booz sayde vnto her agayne: in tyme of refeccyon come thou hither, and eate of the breed, and dypp thy soppe in the vinegre. And she sate downe by the reapers, Ꟶ he reached her parched corne: of the which she dyd eate, and was suffised, and lefte parte.
Ruth.2.15	And when she was rysen vp to gather, Booz commaunded hys young men, saying: let her gather euen amonge the heapes, and forbydde her not.
Ruth.2.16	And leaue her some of the sheues for the nonce, and let it lye, that she maye gather it vp, and rebuke her not.
Ruth.2.17	And so she geathered in the felde, vntyll euen, and thresshed that she had geathered, and it was in measure vpon an Epha of barleye.
Ruth.2.18	And she toke it vp, and went into the cytie: and whan her mother in lawe had sene what she had gathered, she plucked out also, Ꟶ gaue to her that she had reserued, when she had eaten ynough.
Ruth.2.19	And her mother in lawe sayd vnto her: where hast thou gathered to daye? and where wroughtest thou? blessed be he, that knewe that. And she shewed her mother in lawe how she had wrought with him, and sayde: the mannes name with whom I wrought to daye is Booz.
Ruth.2.20	And Naomi sayd vnto her daughter in lawe: blessed be he of the Lorde, for he ceasseth not to do good to the lyuing and to the deed. And Naomi sayde agayne vnto her: the man is nye vnto vs, and of oure next kynne.
Ruth.2.21	And Ruth the Moabite sayde: he sayde vnto me also. Thou shalt be wt my young men, vntyll they haue ended all my haruest.
Ruth.2.22	And Naomi answered vnto Ruth her daughter in lawe: it is best my daughter that thou go out with hys maydens, that they fall not vpon the in any other felde.
Ruth.2.23	And so she kept her by the maydens of Booz, to gather, vnto the ende of barley haruest and of whete heruest also: and dwelt with her mother in lawe.
Ruth.3.1	Then Naomi her mother in lawe sayde vnto her: my daughter, shal I not seke reast for the, that thou mayst prosper?
Ruth.3.2	And is not Booz onre kynsman, with whose maydens thou wast? Beholde, he wenoweth barleye to nyght in the thresshynge floure:
Ruth.3.3	washe thy selfe therfore, and anoynt the, and put thy rayment vpon the, and gett the downe to the barne. But let not a man knowe of the, vntyll he haue leaft eatynge and drynckyng.
Ruth.3.4	And when he goeth to slepe, marcke the place where he layeth hym downe, and then go and lyfte vp the clothes, that are on his fete, and laye the downe there, and so shall he tell the what thou shalt do.
Ruth.3.5	And she answered her: all that thou byddyst me, I wyll do.
Ruth.3.6	And so she went downe vnto the barne, and dyd accordynge to all that her mother in lawe bade her.
Ruth.3.7	And when Booz had eaten Ꟶ droncken, and made him merye, and was gone in, to lye downe besyde the heape of corne, she came softlye, and lifte vp the clothes of his fete, and layde her downe.
Ruth.3.8	And at mydnight the man was afrayde and groped. And beholde: a woman laye at his fete.
Ruth.3.9	And he sayde: what art thou? she answered: I am Ruth thine hand mayde, sprede thy wynge ouer thine hand mayde, for thou art the next of the kynne.
Ruth.3.10	He sayd: blessed be thou in the Lorde my daughter, for thou hast shewed more goodnesse in the later ende, then at the beginnynge, in as moche as thou folowedest not younge men, whether they were poore or riche.
Ruth.3.11	And now my daughter feare not, I will do to the all that thou requirest, for all the cytie of my people doth knowe, that thou art a woman of vertue.
Ruth.3.12	And it is true that I am of thy next kynne: howbe it, there is one nyer then I.
Ruth.3.13	Tary this night. And when mornyng is come, yf he will marye the, it is good, so let him do. But and yf he will not haue the, as sure as the Lorde lyueth I will haue the: lye styll vntil the morning.
Ruth.3.14	And so she laye at his fete vntill the morninge. And she arose vp before one coulde knowe another. And he sayde: let no man knowe, that there came any woman into the barne.
Ruth.3.15	And he sayde agayne: bringe thy mantell that thou hast vpon the, and holde it vp. And whan she helde it vp, he mette in sixe measures of Barleye, and layed it on her. And she gatt her into the cytie:
Ruth.3.16	and whan she came into her mother in lawe, she sayde: how is it with the my daughter? And she tolde her all that the man had done to her.
Ruth.3.17	And sayde also: these sixe measures of barlye gaue he me, and sayd: thou shalt not come emptie vnto thy mother in lawe.
Ruth.3.18	Then sayd she, my daughter, syt still, vntill thou knowe how the matter will chaunce. For the man wyll not be in reast, vntill he haue fynysshed the thinge this same day.
Ruth.4.1	Then went Booz vnto the gate and satt him downe there: and beholde, the kynsman of which Booz spake, cam by. Unto whom, he sayde: come and sytte downe here, and called him by his name. And he turned in, and sate downe.
Ruth.4.2	And he toke ten men of the elders of the citie, and sayd: sytye downe here. And they sat downe.
Ruth.4.3	And he sayde vnto the kynsman: Naomi that is come agayne out of the contreye of Moab will sell a parcell of lande, which was oure brother Elimelecs.
Ruth.4.4	And I thought to do the to wete, and bid the bye it before the enhabitoures and elders of my people. Yf thou be disposed to redeme it, do: but and yf thou wilt not pourchase it, then tell me, that I maye knowe. For there is none to calenge it, saue thou, and I nexte the. And the other answered: I will pourchase it.
Ruth.4.5	Then sayde Booz, what daye thou biest the felde of the hand of Naomi, thou must take also Ruth the Moabite the wyfe of the deed, to stere vp the name of the deed vpon his enheritaunce.
Ruth.4.6	The kinsman answered: I cannot purchase it, for marringe of myne awne enheritaunce: take thou my right to the, for I cannot purchase it.
Ruth.4.7	Now, this was the maner of olde tyme in Israell concerninge purches and chaunging, for to stablishe all thinge: that a man must plucke of his showe, and geue it his neyghboure, and this was a sure witnesse in Israell.
Ruth.4.8	Therfore the kinsman saide to Booz: Bye it thou: and so drue of his showe.
Ruth.4.9	And Booz sayde vnto the elders and vnto all the people: ye are witnesses this daye, that I haue bought all that was Elimelecs, and all that was Chilions and Mahlons, of the hand of Naomi.
Ruth.4.10	And moreouer, Ruth the Moabite the wyfe of Mahlon, haue I purchased to be my wyfe, to stere vp the name of the deed vpon his enheritaunce, and that his name be not put out from amonge his brethren, and from the gate of his place: ye are witnesses this daye.
Ruth.4.11	And all the people that were in the gate, and the elders sayde: we are wytnesses: the Lord make the woman that is come into thyne house, lyke Rahel and Lea, which twayne dyd builde the house of Israell: do thou also valeauntly in Ephrata, and be famouse in Bethlehem.
Ruth.4.12	Thy house be like the house of Pharez whom Thamar bare vnto Iuda, euen of the sede which the Lorde shall geue the of this younge woman.
Ruth.4.13	And so Booz toke Ruth, and she was his wyfe. And whan he went in vnto her, the Lorde gaue, that she conceaued, and bare a sonne.
Ruth.4.14	And the wemen sayde vnto Naomi: blessed be the Lorde, the which hath not left the without a kinsman, to haue a name in Israell,
Ruth.4.15	and that shall bring thy life agayne, and cherishe thine olde age. For thy daughter in lawe which loueth the, hath borne vnto him: and she is better to the then seuen sonnes.
Ruth.4.16	And Naomi toke the childe, and layed it in her lappe, and became nourse vnto it.
Ruth.4.17	And her neybours gaue it a name, saying: there is a childe borne to Naomi, and called it, Obed. The same is the father of Isai, the father of Dauid.
Ruth.4.18	These are the generacions of Pharez: Pharez begat Hezron:
Ruth.4.19	Hezron begat Ram, Ram begat Aminadab,
Ruth.4.20	Aminadab begat Nahson, Nahson begat Salmon,
Ruth.4.21	Salmon begat Booz. Booz begat Obed,
Ruth.4.22	Obed begat Isai, Isai begat Dauid.
Ruth.0.0	¶ The ende of the boke of Ruth.
