Lam.1.18	The Lorde is ryghtuous, for I haue prouoked his countenaunce vnto anger. O take hede all ye people, and consydre my heuinesse. My maydens and my yonge men are led awaye into captiuyte.
Lam.1.19	I called for my louers (but they begyled me) for my prestes and councellers, but they peryshed: euen whyle they sought for meate, to saue theyr lyues.
Lam.1.20	Consydre (O Lord) howe I am troubled, my wombe is disquyeted, my hert turneth about in me, and I am full of heuines because I rebelled stoburnlie. The swearde hurteth me withoute, Ꟶ within I am like vnto death.
Lam.1.21	They heare my mournyng, but there is none that wyll comforte me. All myne enemies haue hearde of my trouble and are glad therof, because thou hast done it and thou hast brought forth the tyme which thou calledest, when they also shalbe like vnto me.
Lam.1.22	From the shall come all their aduersitie thou shalt plucke them awaye euen as thou hast pluked me, because of all my wikednes. For my sorowe is very greate, Ꟶ my hert is heuy.
Lam.2.1	Alas, howe hath the Lorde darckened the daughter of Syon so sore in hys wrath? As for the honour of Israel he hath cast it downe from heauen vnto the erth. Howe happeneth it, that he remembred not his awne fote stole when he was angre?
Lam.2.2	The Lorde hath cast downe all the habitatyons of Iacob without any fauour: all the stronge places of the daughter Iuda hath he broken in hys wrath, and throwen them downe to the grounde: her kyngdome and her princes hath he suspended.
Lam.2.3	In the wrath of hys indignacyon he hath broken all the horne of Israel: he hath wt drawen his right hande from the enemye: yee, a flame of fyre is kyndled in Iacob, and hath consumed vp all rounde aboute.
Lam.2.4	He hath bent his bowe lyke an enemye, he hath fastened hys right hand as an aduersary: and euerythynge that was pleasaunt to se, he hath smytten it downe. He hath poured out his wrath lyke a fyre, into the tabernacle of the daughter of Syon.
Lam.2.5	The Lorde is become lyke as it were an enemie, he hath deuoured Israel and all hys palaces: yee, all his strong holdes hath he destroyed, and fylled the daughter of Iuda with moche sorowe and heuynesse.
Lam.2.6	Her tabernacle (which was lyke a garden of pleasure) hath he destroyed: her hye solempne feastes hath he put downe. The Lorde hath brought it so to passe, that the hie solempne feastes and Sabbathes in Sion, are cleane forgotten. In his heuy displeasure hath he made the kynge and prestes to be despised.
Lam.2.7	The Lorde hath forsaken hys awne aulter, and hath abhorred his awne Sanctuarye, and hath geuen the walles of theyr towres into the handes of the enemye. Theyr enemies made a noise in the house of the Lord, as it had bene in a solempne feaste daye.
Lam.2.8	The Lorde thought to breake downe the walles of the daughter of Sion, he spred out his lyne, and drewe not in hys hande, tyll he had destroyed them: Therfore mourne the turrettes and the broken walles together.
Lam.2.9	Her gates are soncke downe to the grounde, her barres are broken and smytten in sonder, her kynge Ꟶ princes are caried awaye to the Gentyls. They haue nether lawe ner prophetes, ner yet eny visyon from the Lorde.
Lam.2.10	The senatours of the daughter Sion syt vpon the grounde in silence: they haue strawed asshes vpon theyr heades, and gyrded them selues with sack cloth. The maydens of Ierusalem hange downe theyr heades to the grounde.
Lam.2.11	Myne eyes begyne to fayle me thorowe wepyng, my body is disquyeted, my liuer is poured vpon the earth, for the greate hurte of my people, seynge the chyldren and babes dyd swowne in the stretes of the cyte.
Lam.2.12	Euen when they spake to theyr mothers: where is meate and dryncke? for whyle they so sayde, they fell downe in the stretes of the cytie, lyke as they had bene wounded, and some dyed in theyr mothers bosome.
Lam.2.13	What shall I saye of the, O thou daughter Ierusalem, to whom shall I lycken the? To whom shall I compare the. O thou daughter Sion, to comforte the withall? Thy hurte is lyke a mayne see, who maye heale the?
Lam.2.14	Thy prophetes haue loked out vayne and folishe thinges for the, they haue not shewed the of thy wickednes, to kepe the from captiuite: but haue ouerladen the, and thorow falshed scatred the abrode.
Lam.2.15	All they that go by the, clappe their handes at the: hissynge and wagginge their heades vpon the daughter Ierusalem, and saye: is this the cyte that men call so fayre: wherin the whole lande reioyseth?
Lam.2.16	All thyne enemies gape vpon the: whysperinge and bytinge their teth, saying: let vs deuoure, for the tyme that we loked for, is come: we haue founde and sene it.
Lam.2.17	The Lorde hath fulfylled the thinge, that he was purposed to do: and perfourmed that he had deuised longe a go: he hath destroyed, and not spared. He hath caused thine aduersarye triumphe ouer the, and set vp the horne of thyne enemie.
Lam.2.18	Let thyne herte crye vnto the Lorde, O thou cytie of the daughter Sion: let thy teares runne downne lyke a ryuer daye and nyght, rest not, and let not the aple of thyne eye leaue of.
Lam.2.19	Stande vp and make thy praier in the fyrst watch of the nyght, poure oute thyne hert lyke water before the Lorde. lyft vp thyne handes, for the lyues of thy yonge chyldren, that dye of honger in the stretes.
Lam.2.20	Beholde, O Lorde, and consydre, why hast thou gathered me vp so cleane? Shall the wemen then eate their awne frute, euen chyldren of a spanne longe? Shall the prestes and prophetes be slayne thus in the Sanctuary of the Lorde?
Lam.2.21	Yonge and olde lye behynde the stretes vpon the grounde, my maydens and yonge men are slayne with the swearde: whom thou in the daye of thy wrathfull indignacion hast put to death: yee, euen thou hast put them to death, Ꟶ not spared them.
Lam.2.22	My neyghboures that are rounde about me, hast thou called, as it were to a feast daye: so that in the daye of the Lordes wrath none escaped, nether was eny left behynde. Those that I haue brought Ꟶ noryshed, hath myne enemy destroyed.
Lam.3.1	I am the man, that (thorowe the rodd of hys wrath) haue experience of misery.
Lam.3.2	He droue me forth, and led me: yee, into darckenesse, but not into lyght.
Lam.3.3	Agaynst me onely he turneth hys hande, and layeth it euer vpon me.
Lam.3.4	My fleshe and my skynne hath he made olde, Ꟶ my bones hath he brused.
Lam.3.5	He hath buylded rounde aboute me, and closed me in with gall and trauayle.
Lam.3.6	He hath sett me in darckenes, as they that be deed for euer.
Lam.3.7	He hath so hedged me in, that I cannot get out, and hath layed heuy lynckes vpon me.
Lam.3.8	Though I crye and call pyteously, yet heareth he not my prayer.
Lam.3.9	He hath stopped vp my wayes with foure squared stones, and made my pathes croked.
Lam.3.10	He layeth wayte for me lyke a Beare, and as a lyon in a hole.
Lam.3.11	He hath marred my wayes, and broken me in peces, he hath layed me waste altogether.
Lam.3.12	He hath bent hys bowe, Ꟶ made me as it were a marck to shut at:
Lam.3.13	The arowes of his quyuer hath he shot euen into myne reynes.
Lam.3.14	I am laughed to scorne of all my people, they make songes vpon me all the daye longe.
Lam.3.15	He hath fylled me with bitternes, and geuen me wormwod to dryncke.
Lam.3.16	He hath smitten my teth in peces with stones, and rolled me in the dust.
Lam.3.17	He hath put my soule out of rest, I forget all good thynges.
Lam.3.18	I thought in my selfe: I am vndone, there is no hope for me in the Lorde.
Lam.3.19	O remembre yet my misery and my trouble, the wormwod and the gall.
Lam.3.20	Yee, thou shalt remembre them, for my soule melteth awaye in me.
Lam.3.21	Whyle I consydre these thynges in my herte, I get a hope agayne.
Lam.3.22	Namely, it is of the Lordes mercyes that we are not, vtterly consumed. For trulye hys pytefull compassion hath not ceassed.
Lam.3.23	Newe mercyes shall the Lorde shewe vpon the, erly, yee in the daye sprynge, (O Lorde) greate is thy faythfulnesse.
Lam.3.24	The Lorde is my porcyon, sayeth my soule, therfore wyll I hope in him.
Lam.3.25	O how good is the Lorde vnto them, that put theyr trust in hym, and to the soule that seketh after hym?
Lam.3.26	The good man with stylnes and pacience tarieth, for the health of the Lorde.
Lam.3.27	O howe good is it for a man, to take the yock vpon him from his youth vp.
Lam.3.28	He sytteth alone, he holdeth hym still, and dwelleth quyetly by him selfe.
Lam.3.29	He laieth hys face vpon the earth, yf (percase) there happen to be eny hope.
Lam.3.30	He offreth his cheke to the smyter, he wyll be content with reproues.
Lam.3.31	For the Lorde wyll not forsake for euer,
Lam.3.32	but though he punyshe hym: yet according to the multitude of his mercyes, he receaueth to grace agayne:
Lam.3.33	For he doth not plage Ꟶ cast out the children of men from his herte.
Lam.3.34	To treade all the presoners of the earth vnder his fete.
Lam.3.35	To moue the iudgement of man before the most hyghest.
Lam.3.36	To condempne a man in hys cause. The Lorde hath not pleasure in soche thynges.
Lam.3.37	What is he then that saieth: there shulde somthinge be done without the Lordes commaundement.
Lam.3.38	Out of the mouth of the moost hyghest goeth not euell and good?
Lam.3.39	Wherfore then murmureth the lyuynge man? let him murmure at his awne synne.
Lam.3.40	Let vs loke, well vpon our awne wayes and remembre oure selues, and turne againe to the Lorde.
Lam.3.41	Let vs lyfte vp oure hertes with oure handes vnto the Lorde that is in heauen.
Lam.3.42	We haue bene dissemblers, and haue offended, wylt thou therfore not be intreaded?
Lam.3.43	Thou hast couered vs in thy wrath, and persecuted vs, thou hast slayne vs without any fauoure.
Lam.3.44	Thou hast hyd thy selfe in a cloude, that oure prayer shuld not go thorowe.
Lam.3.45	Thou hast made vs out castes, and to be despysed amonge the people.
Lam.3.46	All oure enemyes gape vpon vs.
Lam.3.47	Feare and pytt is come vpon vs, yee, deceyte and destruccion.
Lam.3.48	Whole ryuers of water gushe oute of myne eyes, for the greate hurte of my people.
Lam.3.49	Myne eyes runne, and cannot ceasse, for there is no rest.
Lam.3.50	O Lorde, when wylt thou loke downe from heauen, and consydre?
Lam.3.51	Myne eye breaketh my herte: because of all the daughters of my cyte.
Lam.3.52	Myne enemies hunted me out sharpely, lyke a byrde, yee, and that without a cause.
Lam.3.53	They haue put downe my life into a pytt, Ꟶ they haue cast stones vpon me.
Lam.3.54	They poured water vpon my heade, then thought I: nowe am I vndone.
Lam.3.55	I called vpon thy name, O Lord, out of the depe pyt.
Lam.3.56	Thou hast herde my voyce: and hast not turned awaye thyne eares fro my syghthynge and cryenge.
Lam.3.57	Thou hast enclyned thy selfe vnto me, when I called vpon the, and haste sayde: feare not.
Lam.3.58	Thou (O Lorde) hast mayntened the cause of my soule, and hast redemed my lyfe.
Lam.3.59	O Lorde thou hast sene my blasphemers, take thou my cause vpon the.
Lam.3.60	Thou hast well consydred howe they go aboute to do me harme, Ꟶ that all their councels are agaynst me.
Lam.3.61	Thou hast heard their despytefull wordes (O Lorde) yee, and all theyr ymaginacyons agaynst me.
Lam.3.62	The lyppes of myne enemyes, and theyr deuices that they take agaynst me, all the daye longe.
Lam.3.63	Thou seyst also theyr syttinge downe, and theyr rysinge vp: they make theyr songes of nothynge but of me.
Lam.3.64	Rewarde them (O Lorde) accordynge to the worckes of theyr handes,
Lam.3.65	Geue them an obstinate herte: euen thy curse.
Lam.3.66	Persecute them (O Lorde) with thyne indignacyon, and rote them out from vnder the heauen.
Lam.4.1	O how is the golde become so dymme? Howe is the goodly coloure of it so sore chaunged? and the stones of the Sanctuary thus scatred in the corner of euery strete.
Lam.4.2	The chyldren of Syon that were alwaye in honoure, and clothed with the most precyous golde: howe are they nowe become lyke the erthen vessels which be made with the potters hande?
Lam.4.3	The dragons geue theyr yong ones suck with bare brestes: but the daughter of my people is cruell, and dwelleth in the wyldernesse lyke the Estriches.
Lam.4.4	The tonges of the suckynge chyldren, cleue to the rofe of theyr mouthes for very thyrst. The yonge children aske bread, but there is no man that geueth it them.
Lam.4.5	They that were wonte to fare delycatly, peryshe in the streates: they that afore were brought vp in purple, make nowe moche of donge.
Lam.4.6	The synne of the daughter of my people is become greater then the wyckednes of Sodome, that sodenly was destroyed, and not taken with handes.
Lam.4.7	Her absteyners (or Nazarees) were whyter then the snowe or mylke: theyr coloure was fresshe, reade as Corall, theyr bewtye lyke the Saphyre.
Lam.4.8	But nowe theyr faces very blacke. In so moche, that thou shuldest not knowe them in the streates. Theyr skynne cleueth to theyr bones, It is withered and become lyke a drye stocke.
Lam.4.9	They that be slayne with the sweard are happyer then soche as dye of honger, and peryshe awaye, famyshynge for the frutes of the felde.
Lam.4.10	The wemen (which of nature are pytiefull) haue sodden theyr awne children with theyr handes, that they might be their meate in the miserable destruccyon of the daughter of my people.
Lam.4.11	The Lorde hath perfourmed hys heuy wrath: he hath poured oute the furiousnes of hys displeasure. He hath kyndled a fyre in Syon, which hath consumed the foundacyons therof.
Lam.4.12	Nether the kynges of the earth, ner all the inhabitours of the worlde, wolde haue beleued that the enemy and aduersary shuld haue come in at the gates of the cytie of Ierusalem.
Lam.4.13	Which neuerthelesse is come to passe for the synne of her prophetes, and for the wickednes of her prestes: that haue shed innocentes bloude within her.
Lam.4.14	So that the blynde men wente stomblynge in the streates, and stayned them selues with bloude. They wolde in no wyse touche there garmentes.
Lam.4.15	But they cried vnto euery man flee the staynynge, awaye, gett you hence, touche it not. Yee, they fleade and remoued from them yee, they haue sayde amonge the hethen they shall nomore dwell in this cytie.
Lam.4.16	The countenaunce of the Lorde hath banyshed them, and shall neuer loke more vpon them. For they them selues nether regarded the prestes, nor pytied theyr elders.
Lam.4.17	Wherfore yet oure eyes fayle vs, whyle we loke for vayne helpe: seynge we be euer waytyng vpon a people, that can do vs no good.
Lam.4.18	They laye so sharpe wayte for vs that we cannot go safe vpon the stretes: for oure ende is come, oure dayes are fulfylled, oure ende is here.
Lam.4.19	Oure persecuters are swyfter then the Aegles of the ayre, they folowed vpon vs ouer the mountaynes and layed wayte for vs in the wyldernesse.
Lam.4.20	The very breth of oure mouth: euen the anoynted Lorde hymselfe was taken in ther nett of whom we saye: Under hys shadowe we shalbe preserued amonge the Heythen.
Lam.4.21	And thou (O daughter Edom) that dwellest in the lande of Huz, be glad and reioyce: for the cuppe shall come vnto the also, whych whan thou suppest of, thou shalt be droncken.
Lam.4.22	Thy synnes is well punyshed, (O thou daughter Syon) he shall not suffre the to be caryed awaye eny more. But thy wyckednes (O daughter Edom) shall he vyset, and for thy synnes sake, he shall lede the into captyuite.
Lam.5.1	Call to remembraunce (O Lorde) what we haue suffred, consydre, and se oure confusion.
Lam.5.2	Oure enheritaunce is turned to the straungers and oure houses to the aleauntes.
Lam.5.3	We are become carefull and fatherles, and oure mothers are as the wyddowes.
Lam.5.4	We are fayne to dryncke oure awne water for money, and oure awne wod must we bye with money.
Lam.5.5	Oure neckes are vnder persecucion, we are weery, and haue no rest.
Lam.5.6	Afore tyme we yelded oure selues to the Egypcians, and nowe to the Assyrians, only that we myght haue bred ynough.
Lam.5.7	Oure fathers (which now are gone) haue synned, Ꟶ we must beare theyr wyckednes.
Lam.5.8	Seruauntes haue the rule of vs, and no man delyuereth vs out of their handes.
Lam.5.9	We must get oure lyuynge with the parell of oure lyues, because of the drouth of the wyldernes.
Lam.5.10	Oure skynne is as it had bene brent in an ouen, for very sore honger.
Lam.5.11	The wyues are raueshed in Syon, and the maydens in the cyties of Iuda.
Lam.5.12	The princes are hanged vp with the hande of the enemies, they haue not spared the olde sage men,
Lam.5.13	they haue taken yonge mennes lyues from them, Ꟶ the boyes are hanged vp vpon trees.
Lam.5.14	The elders sytt nomore vnder the gates, and the yonge men vse nomore playenge of musycke.
Lam.5.15	The ioye of oure herte is gone, oure mery queer is turned into mournynge.
Lam.5.16	The garlande of oure heade is fallen: alas, that euer we synned so sore.
Lam.5.17	Therfore, oure herte is full of heuynes, Ꟶ oure eyes dymme:
Lam.5.18	because of the hyll of Sion, that is destroyed. In so moch, that the foxes runne vpon it.
Lam.5.19	But thou, O Lorde, that remaynest for euermore, and thy seate worlde without ende:
Lam.5.20	wherfore wylt thou styll forget vs, and forsake vs so longe?
Lam.5.21	O Lorde turne thou vs vnto the, and so shall we be turned. Renue oure dayes as in olde tymes,
Lam.5.22	for thou hast banyshed vs nowe longe ynough, and hast bene sore displeased at vs.
Lam.0.0	¶ The ende of the lamentacyons of Ieremy.
