Esth.2.20	And as yet had not Esther shewed her kynred and her people, accordinge as Mardocheus had bydden her: for Esther dyd after the worde of Mardocheus, lyke as yf she had bene yet vnder hys gouernaunce.
Esth.2.21	At the same tyme, whyle Mardocheus sat in the kynges gate, two of the kynges chamberlaynes Bigthan and Theres which kept the dore, were wroth, Ꟶ sought to laye their handes on the kyng Ahasuerus:
Esth.2.22	wherof also Mardocheus gat knowledge, and tolde it vnto quene Esther, Ꟶ Esther certifyed the kyng therof in Mardocheus name.
Esth.2.23	And when inquisicion was made, it was founde so. And they were both hanged on tre: and it was written in the Chronycles before the kynge.
Esth.3.1	After these actes dyd the kynge Ahasuerus promote Haman the sonne of Amadatha the Agagite, Ꟶ set him hye, Ꟶ set hys seat aboue all the princes that he had with him.
Esth.3.2	And all the kynges seruauntes that were in the kynges gate, bowed their knees, and worshypped Haman: for the kyng had so commaunded concernyng him. But Mardocheus bowed not the knee, and worshypped him not.
Esth.3.3	Then the kynges seruauntes whych were in the kynges gate, sayde vnto Mardocheus: why transgressest thou the kynges commaundment?
Esth.3.4	And when they spake thus daylie vnto him, he folowed them not, and they tolde Haman, that they myght se how Mardocheus matters wolde endure: for he had told them, that he was a Iewe.
Esth.3.5	And when Haman sawe, that Mardocheus bowed not the knee vnto him, nor worshipped him, he was full of indignacion,
Esth.3.6	and thought it to lyttell to laye handes onely on Mardocheus: for they had shewed him the nacion of Mardocheus, wherfore he sought to destroye all the Iewes, that were thorow out the whole empyre of Ahasuerus, and that were of the nacion of Mardocheus.
Esth.3.7	In the fyrst moneth (that is the moneth Nisan) in the twelueth yeare of kyng Ahasuerus they cast Phur (that is a lott) before Haman from daye to daye, and from moneth to moneth, to the twelueth moneth that is the moneth Adar.
Esth.3.8	And Haman sayde vnto kynge Ahasuerus: There is here a people scatered abrode and dispersed among all people in all the landes of thyne empyre, Ꟶ they haue their lawes contrary from all people, Ꟶ do not after the kynges lawes, nether is it the kynges profet to suffre them after thys maner.
Esth.3.9	If it please the kynge, let it be wrytten, that they maye be destroyed, Ꟶ so wyll I weye downe ten thousand talentes of syluer, by the handes of the worckmen, to be brought into the kynges treasure.
Esth.3.10	And the kyng toke his rynge from his hand, Ꟶ gaue it vnto Haman the sonne of Amidatha the Agagite the Iewes enemye.
Esth.3.11	And the kynge sayde vnto Haman: Let the syluer be geuen the, and do with that people as it pleaseth the.
Esth.3.12	Then were the kynges scrybes called on the thirtenth daye of the fyrst moneth and there was written (according as Haman commaunded) vnto all the kynges officers Ꟶ to the captaynes that were in all the landes, and to the rulars of euery people in the countreyes on euery syde, accordyng to the wryting of euery nacion, and after their language, in the name of kyng Ahasuerus was it wrytten and sealed with the kynges rynge.
Esth.3.13	And the wrytynges were sent by postes into all the kynges landes, to rote out, to kyll, and to destroye all Iewes, both yong Ꟶ olde, chyldren Ꟶ wemen in one daye (namely vpon the thirtenth daye of the twelueth moneth, whych is the moneth Adar) Ꟶ to spoyle their goodes.
Esth.3.14	This was the summe of the wryting, that there shulde be a commaundement geuen in all landes, and publisshed vnto all people, that they shulde be ready agaynst the same daye.
Esth.3.15	And the postes went in all the hast, accordyng to the kynges commaundement. And in Susan the chefe cytie was the commaundement deuised. And the kyng Ꟶ Haman sate Ꟶ drancke: whan in the meane tyme the cytie of Susan was disquieted.
Esth.4.1	When Mardocheus perceaued all that was done, he rente his clothes and put on sack cloth, with asshes, and went out into the myddes of the cytie, and cryed loud and lamentably,
Esth.4.2	Ꟶ came before the kynges gate: but he myght not entre within the kynges gate, because he had sack cloth on.
Esth.4.3	And in all landes, countrees, Ꟶ places, as farre as the kynges worde and commaundment extended, there was greate lamentacion among the Iewes, fasting, weping, and mourning, and many laye in sack clothes Ꟶ in asshes.
Esth.4.4	So Esthers damosels and her chamberlaynes, came Ꟶ told it her. Then was the quene exceadyngly astonnied. And she sent rayment, that Mardocheus shulde put on, and laye the sack cloth from him. But Mardocheus wold not take them.
Esth.4.5	Then called Esther Hathath one of the kynges chamberlaynes (whych stode before her) and gaue him a commaundment vnto Mardocheus, that he might knowe what it were, wherfore he dyd so.
Esth.4.6	So Hathat went forth to Mardocheus vnto the strete of the cytie, whych was before the kynges gate.
Esth.4.7	And Mardocheus tolde him of all that had happened vnto him, and of the summe of syluer that Haman had promised to weye downe into the kynges treasury, because of the Iewes yf he wolde destroye them
Esth.4.8	(Ꟶ he gaue hym the copye of the kynges commaundement, that was deuysed at Susan, to destroye them, that he might shewe it vnto Esther) and to speake to her, and charge her, that she shuld go into the kyng, and make her prayer and supplicacion vnto him for her people.
Esth.4.9	And when Hathath came in, he told Esther the wordes of Mardocheus.
Esth.4.10	And agayne, Esther spake vnto Hathath, Ꟶ commaunded him to saye vnto Mardocheus:
Esth.4.11	all the kynges seruauntes, Ꟶ the people in the landes of the kynge, knowe that whosoeuer commeth within the court vnto the kyng, whether it be man or woman, whych is not called, the commaundment is, that the same shall dye, excepte the kynge holde out the golden scepter vnto him for then he shall lyue. As for me, I haue not bene called to come into the kyng now this thyrtie dayes.
Esth.4.12	And they certifyed Mardocheus of Esthers wordes,
Esth.4.13	Ꟶ Mardocheus bad saye agayne vnto Esther, thynke not to saue thyne awne lyfe, while thou art in the kynges house, before all Iewes:
Esth.4.14	for yf thou holdest thy peace at this tyme, then shall the Iewes haue helpe and deliueraunce out of another place, Ꟶ thou Ꟶ thy fathers house shalbe destroyed. And who knoweth whether thou art come to the kyngdom, for this causes sake?
Esth.4.15	Esther had them geue Mardocheus this answer:
Esth.4.16	Go thou thy waye, and gether together all the Iewes that are found at Susan, and fast ye for me, that ye eat not and drynke not in thre dayes, nether daye nor nyght. I and my damosels will fast lykewise, and so will I go into the kyng, which thing yet, is contrary to the commaundment: and yf I perishe, I perishe.
Esth.4.17	So Mardocheus went his waye, Ꟶ dyd all that Esther had commaunded him.
Esth.5.1	And on the thyrde daye it fortuned, that Esther put on her royall apparell, Ꟶ stode in the court of the kynges palace within, ouer agaynst the kynges house. And the kyng sate vpon his royall seate in the kynges palace ouer agaynst the gate of the house.
Esth.5.2	And when the kyng sawe Esther the quene standyng in the court, she found grace in hys syght. And the kyng helde out the golden scepter that was in his hande towarde Esther. So Esther stepte forth, and touched the toppe of the scepter.
Esth.5.3	Then sayde the kynge vnto her: What wylt thou quene Esther? and what requyrest thou? aske euen the halfe of the empire, and it shall be geuen the.
Esth.5.4	And Esther answered. If it please the kyng, let the kyng Ꟶ Haman come this daye vnto the bancket, that I haue prepared for hym.
Esth.5.5	And the kyng sayde: cause Haman to make hast, that he maye do as Esther hath sayde. So the kyng Ꟶ Haman came to the banket that Esther had prepared,
Esth.5.6	Ꟶ the kyng sayde vnto Esther at the bancket of wyne: what is thy peticyon? that it maye be geuen the. And what requyrest thou? If it be euen the halfe of the empire, it shalbe done.
Esth.5.7	Then answered Esther, and sayd, my peticion and desyre is,
Esth.5.8	yf I haue founde grace in the syght of the kyng, and yf it please the kyng, to geue me my peticion, Ꟶ to fulfyll my request, then let the kyng Ꟶ Haman come to the bancket that I shall prepare for them, and so will I do tomorow, as the kyng hath sayde.
Esth.5.9	Then went Haman forth the same daye ioyfull and mery in his mynde. And when the same Haman sawe Mardocheus in the kynges gate, that he stode not vp Ꟶ kneled before hym, he was full of indignacion at Mardocheus.
Esth.5.10	Neuertheles, Haman refrayned him selfe: Ꟶ when he came home, he sent, and called for his frendes, Ꟶ zares his wyfe,
Esth.5.11	and Haman tolde them of the glory of his ryches, and the multitude of his children, Ꟶ all together howe the kyng had promoted him so greatly and howe that he had set him aboue the princes and seruauntes of the kyng.
Esth.5.12	Haman sayd moreouer: Yee Ꟶ Esther the quene dyd let no man come in with the kyng vnto the bancket that she had prepared, excepte me, Ꟶ tomorow am I bidden vnto her also with the kyng.
Esth.5.13	But in all this am I not satisfyed, as longe as I se Mardocheus the Iewe syttynge at the kynges gate.
Esth.5.14	Then sayd zares hys wyfe and all hys frendes vnto him: Let them make a galowse of fyftye cubites hye, and tomorow speake thou vnto the kyng, that Mardocheus maye be hanged theron, Ꟶ go thou in merely wyth the kynge vnto the bancket. And Haman was wel content with all, Ꟶ caused the galowes to be made.
Esth.6.1	The same nyght could not the king slepe, and he commaunded to bryng the Chronicles and storyes: whych when they were red before the kyng
Esth.6.2	they happened on the place where it was wrytten, how Mardocheus had told that Bigthana and Theres the kynges two chamberlaynes (which kept the thresholdes) sought, to laye handes on kyng Ahasuerus.
Esth.6.3	And the kyng sayd: what worshyppe Ꟶ good haue we done to Mardocheus therfore? Then sayde the kynges seruauntes that mynistred vnto hym: There is nothynge at all done for hym.
Esth.6.4	And the kyng sayde: Who is in the courte? (for Haman was gone into the court wythout before the kinges house, that he myght speake vnto the kynge to hange Mardocheus on the tre, that he had prepared for hym.)
Esth.6.5	And the kynges seruauntes sayde vnto hym: beholde, Haman standeth without in the court. And the kyng sayd: let him come in.
Esth.6.6	And when Haman came in, the kyng sayd vnto hym: what shall be done vnto the man, whom the the kynge volde fayne brynge vnto worshippe? Haman thought in his hert: Whom desyreth the kyng to bryng vnto worshippe more then me?
Esth.6.7	And Haman answered the kyng Let the man whom the kyng pleaseth to bring vnto worshippe, be brought hyther,
Esth.6.8	that he maye be arayed with the royall garmentes which the kyng vseth to weare: Ꟶ the horse that the kyng rydeth vpon, and that the crowne royall maye be set vpon his heed.
Esth.6.9	And let this rayment and horse be delyuered vnder the hand of one of the kynges princes, that they maye araye the man withall (whom the kyng is disposed to bryng to honoure) Ꟶ cary hym vpon the horse thorow the strete of the cytie, and proclayme before him: thus shalt it be done to the man, whom the kynge pleaseth to bryng to honoure.
Esth.6.10	And the kyng sayde: make hast, and take as thou hast sayde, the rayment Ꟶ the horse: and do euen so vnto Mardocheus the Iewe, that sytteth before the kynges gate, Ꟶ let nothing fayle of all that thou hast spoken.
Esth.6.11	Then toke Haman the rayment Ꟶ the horse, and arayed Mardocheus, and brought him on horsbacke thorow the strete of the cytie, and proclaymed before him: Euen thus shall it be done vnto the man whom the kyng is disposed to honoure.
Esth.6.12	And Mardocheus came agayne to the kynges gate, but Haman gat hym home in all the hast mournynge bare headed,
Esth.6.13	and tolde zares his wyfe and all hys frendes, euery thing that had happened him. Then sayd his wyse men and zares his wyfe vnto him: It yf be Mardocheus, of the sede of the Iewes, before whom thou hast begonne to fall, thou shalt not preuayle agaynst hym, but shalt surely fall before him.
Esth.6.14	And whyle they were yet talkyng with him, came the kynges chamberlaynes, Ꟶ caused Haman to make hast, to come vnto the bancket that Esther had prepared.
Esth.7.1	And the kyng and Haman came into the bancket that quene Esther had prepared,
Esth.7.2	and the kyng sayd vnto Esther on the seconde daye at the bancket of wyne: what is thy peticion (quene Esther) that it maye be geuen the? And what requyrest thou? Yee, aske euen half of the empyre, Ꟶ it shall be done.
Esth.7.3	And Esther the quene answered, Ꟶ sayd: If I haue found grace in thy syght (O kyng) and yf it please the kyng, then graunt me my lyfe at my desyre and my people, for my peticions sake:
Esth.7.4	for we are solde, I Ꟶ my people, to be destroyed, to be slayne Ꟶ to perishe. And wold God we were solde to be bondmen and bond wemen, then wold I hold my tonge: For the enemye pondreth not the kynges harme.
Esth.7.5	The kynge Ahasuerus answered, and sayde vnto quene Esther: who is he? And where is he, that darre presume in hys mynde, to do after that maner?
Esth.7.6	And Esther sayd: the enemye and aduersary is this wicked Haman. Haman, was exceadingly afrayed before the kyng and the quene.
Esth.7.7	And the kynge arose from the bancket and from the wyne in hys displeasure, Ꟶ went into the palace garden. And Haman stode vp, Ꟶ besought quene Esther for his lyfe: for he sawe, that there was a mischefe prepared for him of the king all ready.
Esth.7.8	And when the kyng came agayne out of the palace garden into the place where they dranke wyne, Haman had layed him vpon the bed, that Esther sat vpon. Then sayd the kyng: wyll he force the quene also before me in the house? As sone as that worde went out of the kynges mouth they couered Hamans face.
Esth.7.9	And Harbona one of the chamberlaynes that stode before the kyng, sayde: Beholde, there standeth a galowes in Hamans house fyftie cubytes hye, whych he had made for Mardocheus, that spake good for the kyng. The kyng sayde: hang him theron.
Esth.7.10	So they hanged Haman on the galowes, that he had made for Mardocheus. Then was the kynges wrath pacified.
Esth.8.1	The same daye dyd kyng Ahasuerus geue the house of Haman the Iewes enemye, vnto quene Esther. And Mardocheus came before the king: for Esther tolde, howe that he belonged vnto her.
Esth.8.2	And the kyng put of his fynger rynge, whych he had taken from Haman, Ꟶ gaue it vnto Mardocheus. And Esther set Mardocheus ouer the house of Haman.
Esth.8.3	And Esther spake yet more before the kyng: Ꟶ fell downe at his fete wepyng, Ꟶ besought him, that he wold put awaye the wickednes of Haman the Agagite, and hys deuyce that he had ymagined agaynst the Iewes.
Esth.8.4	And the kynge helde out the golden scepter toward Esther. Then rose Esther, and stode before the kynge,
Esth.8.5	and sayd: yf it please the kyng, Ꟶ yf I haue found grace in his syght, and yf it be acceptable before the kynge, then let it be wrytten, that the letters of the deuyce of Hamam the sonne of Hamadatha the Agagite, maye be called agayne: whych letters he wrote, to destroye the Iewes, which are in all the kynges landes.
Esth.8.6	For how can I suffre and se the euell, that shall happen vnto my people? Or how can I loke vpon the destruccion of my kynred?
Esth.8.7	And the kyng Ahasuerus sayd vnto quene Esther, Ꟶ to Mardocheus the Iewe: Behold, I haue geuen Esther the house of Haman, whom they haue hanged vpon a tre, because he layed hand vpon the Iewes.
Esth.8.8	Wryte ye also for the Iewes, as it lyketh you in the kynges name, Ꟶ seale it with the kynges ryng (for the writynges that were wrytten in the kynges name, and sealed with the kynges rynge, durst no man dysanull.)
Esth.8.9	Then were the kynges scribes called at the same tyme, euen in the thirde moneth, that is the moneth Siuan, on the thre and twentyeth daye. And it was written (accordynge to all as Mardocheus commaunded) vnto the Iewes, and to the princes, to the Debityes and captaynes in the landes which are from India vntill Ethiopia, namely an hundred and seuen and twentye landes, vnto euery one accordynge to the writing therof, Ꟶ vnto euery people after theyr speche, Ꟶ to the Iewes accordynge to theyr wrytinge and language.
Esth.8.10	And he wrotte in the kinge Ahasuerus name, and sealed it with the kynges ringe. And by postes that rode vpon horses, and swyfte yong Mules, sent he the wrytinges,
Esth.8.11	wherin the kyng graunted the Iewes (in what cyties soeuer they were) to gather them selues together, and to stande for their lyfe, and for to rote out, to slaye, Ꟶ to destroye all the power of the people and land that wold trouble them. with chyldren and wemen, and to spoyle their good
Esth.8.12	vpon one daye in all the landes of kyng Ahasuerus, namely vpon the thyrtenth daye of the twelueth moneth, which is the moneth Adar.
Esth.8.13	The some of the wrytynge was, how there shulde be a commaundment geuen in all landes and publisshed among all people, and that the Iewes shulde be ready agaynst that daye, and to auenge them selues on their enemyes.
Esth.8.14	And so the postes that rode vpon the swift horses and Mules, made hast with all spede, to execute the kinges worde: Ꟶ the commaundement was deuised in Susan the chefe cytie.
Esth.8.15	And Mardocheus went out from the kynge, in royall apparell of yelow and whyte, and with a great crowne of golde, beyng arayed with a garment of sylke and purple, and the cytie of Susan reioysed and was glad:
Esth.8.16	and vnto the Iewes there was come lyght and gladnesse, ioye and worshippe.
Esth.8.17	In all landes Ꟶ cyties, into what places soeuer the kynges worde and commaundement reched, there was ioye Ꟶ myrth, prosperite Ꟶ good dayes among the Iewes: in somoch, that many of the people in the lande became of the Iewes belefe, and the feare of the Iewes came vpon them.
Esth.9.1	In the twelueth moneth, that is the moneth Adar, vpon the thirtenth daye of the same, whan the kynges word and commaundement shulde be done, euen vpon the same daye that the enemyes shulde haue destroyed the Iewes to haue oppressed them, it turned contrary wyse, euen that the Iewes shulde subdue their enemyes.
Esth.9.2	For then gathered the Iewes together in their cyties wythin all the landes of kynge Ahasuerus, to laye hand on soch as wolde do them euell, and no man coulde withstand them: for the feare of them was come ouer all people.
Esth.9.3	And all the rulers in the landes, and princes Ꟶ Debites, Ꟶ officers of the kyng, promoted the Iewes, for the feare of Mardocheus came vpon them.
Esth.9.4	For Mardocheus was greate in the kynges house, and the reporte of him was noysed in all landes, how he increased and grewe.
Esth.9.5	Thus the Iewes smote all theyr enemyes with a sore slaughter, and slewe Ꟶ destroyed, and dyd after their wyll vnto soche as were their aduersaries.
Esth.9.6	And at Susan the chefe cytie slew the Iewes, and destroyed fyue hundreth men:
Esth.9.7	Ꟶ slewe Pharsandatha, Dalphou Asphatha,
Esth.9.8	Phoratha, Adalia, Aridatha,
Esth.9.9	Pharmastha, Arisai, Aridai, and Uaizatha,
Esth.9.10	the ten sonnes of Haman the sonne of Hamadata the enemye of the Iewes: but on his goodes they layed no handes.
Esth.9.11	At the same tyme was the kyng certyfied of the nombre of those that were slayne in the cyte of Susan.
Esth.9.12	And the kyng sayde vnto quene Esther. The Iewes haue slayne and destroyed fyue hundreth men in the cytie of Susan, Ꟶ the ten sonnes, of Haman. What haue they done thynkest thou in the other landes of the kynge? And what is thy peticion, that it maye be geuen the? or what requirest thou more to be done?
Esth.9.13	Esther answered: If it please the kynge, let him suffre the Iewes tomorow also to do accordynge vnto this dayes commaundement, that they maye hang Hamans ten sonnes vpon the tre.
Esth.9.14	And the kynge charged to do so, and the commaundement was deuised at Susan, Ꟶ they hanged Hamans ten sonnes.
Esth.9.15	For the Iewes that were in Susan gathered them selues together, vpon the fourtenth daye of the moneth Adar, Ꟶ slew thre hundreth men at Susan, but on their goodes they layed no handes.
Esth.9.16	As for the other Iewes that were in the kynges landes, they came together, and stode for their lyues, that they myght haue rest from their enemies: Ꟶ slew of their enemyes fyue and seuentye thousand, howbeit, they layed no handes on their goodes.
Esth.9.17	This they dyd on the thirtenth daye of the moneth Adar, and on the fourtenth daye of the same moneth rested they, which daye they helde wt feastinge and gladnesse.
Esth.9.18	But the Iewes that were at Susan, came together both on the thyrtenth daye and on the fourtenth, and on the fyftenth daye of the same they rested, and helde that daye with feastyng and gladnes.
Esth.9.19	And therfore the Iewes that dwelt in the villages and vnwalled townes, helde the fourtenth daye of the moneth Adar, with gladnes and feastynge, and kepte holy daye, and euery one sent gyftes vnto another.
Esth.9.20	And Mardocheus wrote these actes, and sent the writynges vnto all the Iewes that were in all the landes of kynge Ahasuerus, both nye Ꟶ farre
Esth.9.21	that they shuld make a law among them selues Ꟶ holde the fourtenth and fiftenth daye of the moneth Adar,
Esth.9.22	as the dayes wherin the Iewes came to rest from their enemyes, and as a moneth wherin their payne was turned to ioye, Ꟶ their sorowe into a holy daye, Ꟶ that in those dayes they shuld make feastes and gladnes, Ꟶ one to sende gyftes vnto another, Ꟶ to distribute vnto the poore.
Esth.9.23	And the Iewes were content with it that they had begonne to do, and that Mardocheus wrote vnto them:
Esth.9.24	how that Haman the sonne of Hamadatha all the Iewes enemy, had deuised against the Iewes, how he might destroye them and caused to cast Phur (that is a Lot) for to put them in feare, Ꟶ to bryng them to naught:
Esth.9.25	Ꟶ how Hester went, and spake to the kynge, that thorowe letters his wicked deuyce (which he ymagined agaynst the Iewes) myght be turned vpon his awne heed, Ꟶ how hee Ꟶ his sonnes were hanged on the tre.
Esth.9.26	For the which cause they called this daye Phurim, because of the name of the lott, and because of all the wordes of this writing: Ꟶ what they them selues had sene, Ꟶ what had happened vnto them.
Esth.9.27	And the Iewes set it vp, and toke it vpon them and their sede, and vpon all soch as ioyned them selues vnto them, that they wolde not misse but obserue these two dayes yerely, accordynge as they were wrytten and appoynted,
Esth.9.28	how that these dayes are not to be forgotten, but to be kepte of childers children among all kynredes in all landes and cyties. They are the dayes of Phurim, which are not to be ouerslipte among the Iewes, Ꟶ the memoriall of them ought not to perisshe from their sede.
Esth.9.29	And quene Esther the daughter of Abihail and Mardocheus the Iew wrote wt all auctorite (to confirme this seconde writting of Phurim)
Esth.9.30	and sent the letters vnto all the Iewes in the hundreth Ꟶ seuen and twentye landes of the empyre of Ahasuerus, wt frendly and faythfull wordes,
Esth.9.31	to confirme these dayes of Phurim, in their tyme appoynted, accordynge as Mardocheus the Iew Ꟶ Esther the quene had appoynted them. And they bound their soule and their sede to fasting, Ꟶ prayer.
Esth.9.32	And Esther stablisshed the wordes of these lottes, as it is written in the boke.
Esth.10.1	And the kynge Ahasuerus layed trybute vpon the lande, and vpon the Iles of the see.
Esth.10.2	And all that he dyd by his power and auctorite, Ꟶ the great worshippe of Mardocheus, which the kyng gaue him, be they not written in the Chronycles of the kynges of Media and Persia?
Esth.10.3	For Mardocheus the Iewe was the seconde next vnto kyng Ahasuerus and greate among the Iewes, and accepted among the multitude of his brethren, as one that seketh the welth of his people, and speaketh the best for all hys sede.
Esth.0.0	¶ The ende of the boke of Esther.
